payment_id,member_id,branch_id,plan_id,payment_date,payment_type,amount,period_end
PAY009806,M00383,B01,P1,2025-08-30,Renewal,1500,2025-09-30
PAY010168,M00383,B01,P1,2025-10-08,Renewal,1500,2025-11-08
PAY010671,M00383,B01,P1,2025-11-09,Renewal,1500,2025-12-09
PAY011046,M00383,B01,P1,2025-12-18,Renewal,1500,2026-01-18
PAY011503,M00383,B01,P1,2026-01-29,Renewal,1500,2026-02-28
PAY012036,M00383,B01,P3,2026-03-07,Renewal,4000,2026-06-07
PAY013359,M00383,B01,P3,2026-06-09,Renewal,4000,2026-09-09
PAY005086,M00384,B01,P1,2025-01-03,Renewal,1500,2025-02-03
PAY005897,M00384,B01,P1,2025-02-13,Renewal,1500,2025-03-13
PAY006834,M00384,B01,P1,2025-03-23,Renewal,1500,2025-04-23
PAY007685,M00384,B01,P1,2025-04-21,Renewal,1500,2025-05-21
PAY008203,M00384,B01,P1,2025-05-29,Renewal,1500,2025-06-29
PAY005235,M00385,B01,P2,2025-01-09,Renewal,1100,2025-02-09
PAY005275,M00389,B01,P1,2025-01-16,Renewal,1500,2025-02-16
PAY006210,M00389,B01,P1,2025-02-18,Renewal,1500,2025-03-18
PAY005763,M00390,B01,P2,2025-02-08,Renewal,1100,2025-03-08
PAY006729,M00390,B01,P2,2025-03-14,Renewal,1100,2025-04-14
PAY005621,M00394,B01,P4,2025-02-03,Renewal,7500,2025-08-03
PAY010949,M00395,B01,P5,2025-12-09,Renewal,13500,2026-12-09
PAY007459,M00396,B01,P4,2025-04-13,Renewal,7500,2025-10-13
PAY010332,M00396,B01,P4,2025-10-23,Renewal,7500,2026-04-23
PAY012803,M00396,B01,P4,2026-04-30,Renewal,7500,2026-10-30
PAY005135,M00397,B01,P2,2025-01-12,Renewal,1100,2025-02-12
PAY006109,M00397,B01,P4,2025-02-11,Renewal,7500,2025-08-11
PAY009506,M00397,B01,P4,2025-08-20,Renewal,7500,2026-02-20
PAY011929,M00397,B01,P5,2026-03-03,Renewal,13500,2027-03-03
PAY007259,M00398,B01,P4,2025-04-07,Renewal,7500,2025-10-07
PAY010262,M00398,B01,P4,2025-10-16,Renewal,7500,2026-04-16
PAY012694,M00398,B01,P4,2026-04-19,Renewal,7500,2026-10-19
PAY005309,M00401,B01,P5,2025-01-14,Renewal,13500,2026-01-14
PAY011459,M00401,B01,P5,2026-01-23,Renewal,13500,2027-01-23
PAY006061,M00402,B01,P3,2025-02-20,Renewal,4000,2025-05-20
PAY008185,M00402,B01,P3,2025-05-23,Renewal,4000,2025-08-23
PAY009654,M00402,B01,P3,2025-08-20,Renewal,4000,2025-11-20
PAY010809,M00402,B01,P3,2025-11-23,Renewal,4000,2026-02-23
PAY008582,M00403,B01,P4,2025-06-23,Renewal,7500,2025-12-23
PAY011190,M00403,B01,P4,2025-12-23,Renewal,7500,2026-06-23
PAY005885,M00405,B01,P3,2025-02-12,Renewal,4000,2025-05-12
PAY008863,M00406,B01,P2,2025-07-02,Renewal,1100,2025-08-02
PAY009389,M00406,B01,P2,2025-08-01,Renewal,1100,2025-09-01
PAY005087,M00407,B01,P1,2025-01-17,Renewal,1500,2025-02-17
PAY006226,M00407,B01,P1,2025-02-13,Renewal,1500,2025-03-13
PAY006835,M00407,B01,P1,2025-03-15,Renewal,1500,2025-04-15
PAY007525,M00407,B01,P1,2025-04-14,Renewal,1500,2025-05-14
PAY007229,M00408,B01,P4,2025-04-05,Renewal,7500,2025-10-05
PAY006658,M00409,B01,P1,2025-03-13,Renewal,1500,2025-04-13
PAY005531,M00410,B01,P1,2025-01-23,Renewal,1500,2025-02-23
PAY005276,M00411,B01,P1,2025-01-13,Renewal,1500,2025-02-13
PAY006134,M00411,B01,P3,2025-02-09,Renewal,4000,2025-05-09
PAY008000,M00411,B01,P3,2025-05-18,Renewal,4000,2025-08-18
PAY009585,M00411,B01,P3,2025-08-18,Renewal,4000,2025-11-18
PAY010783,M00411,B01,P3,2025-11-29,Renewal,4000,2026-02-28
PAY012037,M00411,B01,P3,2026-03-11,Renewal,4000,2026-06-11
PAY013416,M00411,B01,P3,2026-06-18,Renewal,4000,2026-09-18
PAY007487,M00412,B01,P4,2025-04-17,Renewal,7500,2025-10-17
PAY010389,M00412,B01,P4,2025-10-15,Renewal,7500,2026-04-15
PAY012677,M00412,B01,P4,2026-04-24,Renewal,7500,2026-10-24
PAY005705,M00413,B01,P1,2025-02-01,Renewal,1500,2025-03-01
PAY006363,M00414,B01,P3,2025-02-19,Renewal,4000,2025-05-19
PAY005826,M00415,B01,P1,2025-02-05,Renewal,1500,2025-03-05
PAY006659,M00415,B01,P1,2025-03-08,Renewal,1500,2025-04-08
PAY006877,M00416,B01,P3,2025-03-20,Renewal,4000,2025-06-20
PAY008677,M00416,B01,P3,2025-06-25,Renewal,4000,2025-09-25
PAY010100,M00416,B01,P3,2025-10-05,Renewal,4000,2026-01-05
PAY011342,M00416,B01,P3,2026-01-07,Renewal,4000,2026-04-07
PAY012561,M00416,B01,P3,2026-04-17,Renewal,4000,2026-07-17
PAY010950,M00417,B01,P5,2025-12-10,Renewal,13500,2026-12-10
PAY007260,M00418,B01,P5,2025-04-14,Renewal,13500,2026-04-14
PAY012665,M00418,B01,P5,2026-04-10,Renewal,13500,2027-04-10
PAY005827,M00420,B01,P1,2025-01-25,Renewal,1500,2025-02-25
PAY006439,M00420,B01,P1,2025-02-24,Renewal,1500,2025-03-24
PAY007086,M00420,B01,P1,2025-03-23,Renewal,1500,2025-04-23
PAY007686,M00420,B01,P1,2025-05-01,Renewal,1500,2025-06-01
PAY008365,M00420,B01,P1,2025-06-12,Renewal,1500,2025-07-12
PAY005136,M00421,B01,P2,2025-01-04,Renewal,1100,2025-02-04
PAY005059,M00422,B01,P1,2025-01-16,Renewal,1500,2025-02-16
PAY006211,M00422,B01,P1,2025-02-22,Renewal,1500,2025-03-22
PAY007042,M00422,B01,P1,2025-03-23,Renewal,1500,2025-04-23
PAY005410,M00423,B01,P1,2025-01-16,Renewal,1500,2025-02-16
PAY006212,M00423,B01,P1,2025-02-25,Renewal,1500,2025-03-25
PAY006476,M00425,B01,P4,2025-02-24,Renewal,7500,2025-08-24
PAY006227,M00426,B01,P3,2025-02-21,Renewal,4000,2025-05-21
PAY008204,M00426,B01,P3,2025-05-21,Renewal,4000,2025-08-21
PAY009619,M00426,B01,P3,2025-08-17,Renewal,4000,2025-11-17
PAY010773,M00426,B01,P3,2025-11-18,Renewal,4000,2026-02-18
PAY005728,M00427,B01,P1,2025-02-06,Renewal,1500,2025-03-06
PAY006690,M00427,B01,P1,2025-03-06,Renewal,1500,2025-04-06
PAY007328,M00427,B01,P1,2025-04-16,Renewal,1500,2025-05-16
PAY008127,M00427,B01,P1,2025-05-18,Renewal,1500,2025-06-18
PAY008646,M00427,B01,P1,2025-06-26,Renewal,1500,2025-07-26
PAY009276,M00427,B01,P1,2025-08-06,Renewal,1500,2025-09-06
PAY005495,M00428,B01,P1,2025-01-28,Renewal,1500,2025-02-28
PAY006501,M00428,B01,P1,2025-03-06,Renewal,1500,2025-04-06
PAY007329,M00428,B01,P1,2025-04-04,Renewal,1500,2025-05-04
PAY007911,M00428,B01,P1,2025-04-30,Renewal,1500,2025-05-30
PAY008349,M00428,B01,P1,2025-05-26,Renewal,1500,2025-06-26
PAY008766,M00428,B01,P1,2025-07-01,Renewal,1500,2025-08-01
PAY009373,M00428,B01,P1,2025-07-29,Renewal,1500,2025-08-29
PAY009745,M00428,B01,P1,2025-08-26,Renewal,1500,2025-09-26
PAY010110,M00428,B01,P1,2025-09-21,Renewal,1500,2025-10-21
PAY010440,M00428,B01,P1,2025-10-31,Renewal,1500,2025-11-30
PAY010924,M00428,B01,P1,2025-12-02,Renewal,1500,2026-01-02
PAY009929,M00429,B01,P5,2025-09-14,Renewal,13500,2026-09-14
PAY005060,M00430,B01,P2,2025-01-05,Renewal,1100,2025-02-05
PAY005941,M00430,B01,P2,2025-02-16,Renewal,1100,2025-03-16
PAY006897,M00430,B01,P2,2025-03-25,Renewal,1100,2025-04-25
PAY007737,M00430,B01,P1,2025-04-29,Renewal,1500,2025-05-29
PAY000431,M00431,B01,P1,2025-01-01,New,1500,2025-02-01
PAY005872,M00431,B01,P1,2025-02-07,Renewal,1500,2025-03-07
PAY006705,M00431,B01,P1,2025-03-15,Renewal,1500,2025-04-15
PAY007526,M00431,B01,P1,2025-04-21,Renewal,1500,2025-05-21
PAY000432,M00432,B01,P4,2025-01-22,New,7500,2025-07-22
PAY009202,M00432,B01,P4,2025-07-19,Renewal,7500,2026-01-19
PAY000433,M00433,B01,P1,2025-01-23,New,1500,2025-02-23
PAY006386,M00433,B01,P1,2025-02-18,Renewal,1500,2025-03-18
PAY006939,M00433,B01,P1,2025-03-24,Renewal,1500,2025-04-24
PAY007708,M00433,B01,P1,2025-04-30,Renewal,1500,2025-05-30
PAY008350,M00433,B01,P1,2025-05-27,Renewal,1500,2025-06-27
PAY000434,M00434,B01,P3,2025-01-15,New,4000,2025-04-15
PAY007527,M00434,B01,P3,2025-04-16,Renewal,4000,2025-07-16
PAY009104,M00434,B01,P3,2025-07-15,Renewal,4000,2025-10-15
PAY010366,M00434,B01,P2,2025-10-14,Renewal,1100,2025-11-14
PAY010739,M00434,B01,P2,2025-11-11,Renewal,1100,2025-12-11
PAY011065,M00434,B01,P2,2025-12-17,Renewal,1100,2026-01-17
PAY011491,M00434,B01,P2,2026-01-14,Renewal,1100,2026-02-14
PAY000435,M00435,B01,P4,2025-01-16,New,7500,2025-07-16
PAY009105,M00435,B01,P4,2025-07-19,Renewal,7500,2026-01-19
PAY011520,M00435,B01,P4,2026-01-22,Renewal,7500,2026-07-22
PAY000436,M00436,B01,P2,2025-01-23,New,1100,2025-02-23
PAY006387,M00436,B01,P2,2025-02-26,Renewal,1100,2025-03-26
PAY007129,M00436,B01,P2,2025-04-06,Renewal,1100,2025-05-06
PAY000437,M00437,B01,P2,2025-01-24,New,1100,2025-02-24
PAY000438,M00438,B01,P2,2025-01-29,New,1100,2025-02-28
PAY000439,M00439,B01,P2,2025-01-19,New,1100,2025-02-19
PAY006286,M00439,B01,P2,2025-02-20,Renewal,1100,2025-03-20
PAY000440,M00440,B01,P4,2025-01-08,New,7500,2025-07-08
PAY008962,M00440,B01,P4,2025-07-14,Renewal,7500,2026-01-14
PAY000441,M00441,B01,P3,2025-01-14,New,4000,2025-04-14
PAY007507,M00441,B01,P3,2025-04-12,Renewal,4000,2025-07-12
PAY009028,M00441,B01,P3,2025-07-23,Renewal,4000,2025-10-23
PAY010465,M00441,B01,P3,2025-10-24,Renewal,4000,2026-01-24
PAY011592,M00441,B01,P3,2026-01-22,Renewal,4000,2026-04-22
PAY012790,M00441,B01,P3,2026-04-25,Renewal,4000,2026-07-25
PAY000442,M00442,B01,P1,2025-01-20,New,1500,2025-02-20
PAY006311,M00442,B01,P1,2025-02-23,Renewal,1500,2025-03-23
PAY007066,M00442,B01,P1,2025-03-20,Renewal,1500,2025-04-20
PAY007625,M00442,B01,P1,2025-04-29,Renewal,1500,2025-05-29
PAY008341,M00442,B01,P1,2025-05-30,Renewal,1500,2025-06-30
PAY000443,M00443,B01,P1,2025-01-10,New,1500,2025-02-10
PAY006062,M00443,B01,P1,2025-02-05,Renewal,1500,2025-03-05
PAY006660,M00443,B01,P1,2025-03-13,Renewal,1500,2025-04-13
PAY000444,M00444,B01,P1,2025-01-09,New,1500,2025-02-09
PAY006034,M00444,B01,P1,2025-02-04,Renewal,1500,2025-03-04
PAY006634,M00444,B01,P1,2025-03-14,Renewal,1500,2025-04-14
PAY007508,M00444,B01,P1,2025-04-19,Renewal,1500,2025-05-19
PAY008172,M00444,B01,P1,2025-05-30,Renewal,1500,2025-06-30
PAY008837,M00444,B01,P1,2025-06-26,Renewal,1500,2025-07-26
PAY000445,M00445,B01,P4,2025-01-11,New,7500,2025-07-11
PAY000446,M00446,B01,P2,2025-01-22,New,1100,2025-02-22
PAY006364,M00446,B01,P2,2025-02-18,Renewal,1100,2025-03-18
PAY006940,M00446,B01,P2,2025-03-29,Renewal,1100,2025-04-29
PAY007795,M00446,B01,P2,2025-05-03,Renewal,1100,2025-06-03
PAY008397,M00446,B01,P2,2025-06-09,Renewal,1100,2025-07-09
PAY008975,M00446,B01,P2,2025-07-09,Renewal,1100,2025-08-09
PAY000447,M00447,B01,P1,2025-01-04,New,1500,2025-02-04
PAY000448,M00448,B01,P5,2025-01-24,New,13500,2026-01-24
PAY011593,M00448,B01,P5,2026-02-01,Renewal,13500,2027-02-01
PAY000449,M00449,B01,P3,2025-01-22,New,4000,2025-04-22
PAY007664,M00449,B01,P3,2025-04-24,Renewal,4000,2025-07-24
PAY009238,M00449,B01,P3,2025-07-30,Renewal,4000,2025-10-30
PAY010564,M00449,B01,P3,2025-11-08,Renewal,4000,2026-02-08
PAY011758,M00449,B01,P3,2026-02-05,Renewal,4000,2026-05-05
PAY012969,M00449,B01,P3,2026-05-14,Renewal,4000,2026-08-14
PAY000450,M00450,B01,P5,2025-01-20,New,13500,2026-01-20
PAY011534,M00450,B01,P5,2026-01-21,Renewal,13500,2027-01-21
PAY000451,M00451,B01,P4,2025-01-13,New,7500,2025-07-13
PAY009050,M00451,B01,P4,2025-07-15,Renewal,7500,2026-01-15
PAY011472,M00451,B01,P4,2026-01-23,Renewal,7500,2026-07-23
PAY000452,M00452,B01,P1,2025-01-08,New,1500,2025-02-08
PAY006011,M00452,B01,P1,2025-02-07,Renewal,1500,2025-03-07
PAY000453,M00453,B01,P1,2025-01-04,New,1500,2025-02-04
PAY005917,M00453,B01,P1,2025-02-04,Renewal,1500,2025-03-04
PAY006635,M00453,B01,P1,2025-03-07,Renewal,1500,2025-04-07
PAY007351,M00453,B01,P1,2025-04-06,Renewal,1500,2025-05-06
PAY007948,M00453,B01,P1,2025-05-01,Renewal,1500,2025-06-01
PAY008366,M00453,B01,P1,2025-06-05,Renewal,1500,2025-07-05
PAY008922,M00453,B01,P3,2025-06-30,Renewal,4000,2025-09-30
PAY000454,M00454,B01,P3,2025-01-07,New,4000,2025-04-07
PAY007352,M00454,B01,P3,2025-04-04,Renewal,4000,2025-07-04
PAY008909,M00454,B01,P3,2025-07-09,Renewal,4000,2025-10-09
PAY010282,M00454,B01,P3,2025-10-19,Renewal,4000,2026-01-19
PAY000455,M00455,B01,P5,2025-01-23,New,13500,2026-01-23
PAY000456,M00456,B01,P3,2025-01-09,New,4000,2025-04-09
PAY007386,M00456,B01,P3,2025-04-19,Renewal,4000,2025-07-19
PAY009151,M00456,B01,P3,2025-07-23,Renewal,4000,2025-10-23
PAY010466,M00456,B01,P3,2025-10-27,Renewal,4000,2026-01-27
PAY000457,M00457,B01,P2,2025-01-30,New,1100,2025-02-28
PAY000458,M00458,B01,P2,2025-01-28,New,1100,2025-02-28
PAY006502,M00458,B01,P2,2025-03-02,Renewal,1100,2025-04-02
PAY007230,M00458,B01,P2,2025-04-05,Renewal,1100,2025-05-05
PAY007934,M00458,B01,P2,2025-05-15,Renewal,1100,2025-06-15
PAY008596,M00458,B01,P2,2025-06-15,Renewal,1100,2025-07-15
PAY009084,M00458,B01,P2,2025-07-10,Renewal,1100,2025-08-10
PAY009494,M00458,B01,P2,2025-08-13,Renewal,1100,2025-09-13
PAY009930,M00458,B01,P2,2025-09-14,Renewal,1100,2025-10-14
PAY010351,M00458,B01,P2,2025-10-21,Renewal,1100,2025-11-21
PAY010819,M00458,B01,P2,2025-12-02,Renewal,1100,2026-01-02
PAY011305,M00458,B01,P2,2026-01-05,Renewal,1100,2026-02-05
PAY011727,M00458,B01,P2,2026-02-05,Renewal,1100,2026-03-05
PAY012121,M00458,B01,P2,2026-03-01,Renewal,1100,2026-04-01
PAY000459,M00459,B01,P3,2025-01-04,New,4000,2025-04-04
PAY000460,M00460,B01,P4,2025-01-13,New,7500,2025-07-13
PAY009051,M00460,B01,P1,2025-07-20,Renewal,1500,2025-08-20
PAY009612,M00460,B01,P1,2025-08-23,Renewal,1500,2025-09-23
PAY010068,M00460,B01,P1,2025-10-03,Renewal,1500,2025-11-03
PAY000461,M00461,B01,P3,2025-01-21,New,4000,2025-04-21
PAY007639,M00461,B01,P3,2025-04-26,Renewal,4000,2025-07-26
PAY009277,M00461,B01,P4,2025-07-21,Renewal,7500,2026-01-21
PAY011551,M00461,B01,P4,2026-02-01,Renewal,7500,2026-08-01
PAY000462,M00462,B01,P2,2025-01-13,New,1100,2025-02-13
PAY006135,M00462,B01,P2,2025-02-14,Renewal,1100,2025-03-14
PAY006858,M00462,B01,P2,2025-03-13,Renewal,1100,2025-04-13
PAY007488,M00462,B01,P2,2025-04-15,Renewal,1100,2025-05-15
PAY000463,M00463,B01,P1,2025-01-27,New,1500,2025-02-27
PAY006477,M00463,B01,P1,2025-02-25,Renewal,1500,2025-03-25
PAY000464,M00464,B01,P5,2025-01-30,New,13500,2026-01-30
PAY000465,M00465,B01,P5,2025-01-02,New,13500,2026-01-02
PAY011306,M00465,B01,P5,2026-01-03,Renewal,13500,2027-01-03
PAY000466,M00466,B01,P3,2025-01-11,New,4000,2025-04-11
PAY007438,M00466,B01,P3,2025-04-17,Renewal,4000,2025-07-17
PAY000467,M00467,B01,P5,2025-01-20,New,13500,2026-01-20
PAY000468,M00468,B01,P5,2025-01-26,New,13500,2026-01-26
PAY011619,M00468,B01,P5,2026-01-31,Renewal,13500,2027-01-31
PAY000469,M00469,B01,P1,2025-01-04,New,1500,2025-02-04
PAY005918,M00469,B01,P1,2025-02-13,Renewal,1500,2025-03-13
PAY006836,M00469,B01,P1,2025-03-12,Renewal,1500,2025-04-12
PAY007460,M00469,B01,P1,2025-04-10,Renewal,1500,2025-05-10
PAY008019,M00469,B01,P1,2025-05-16,Renewal,1500,2025-06-16
PAY008611,M00469,B01,P3,2025-06-24,Renewal,4000,2025-09-24
PAY010081,M00469,B01,P3,2025-09-26,Renewal,4000,2025-12-26
PAY011222,M00469,B01,P3,2025-12-28,Renewal,4000,2026-03-28
PAY012438,M00469,B01,P3,2026-04-01,Renewal,4000,2026-07-01
PAY000470,M00470,B01,P5,2025-01-28,New,13500,2026-01-28
PAY000471,M00471,B01,P4,2025-01-27,New,7500,2025-07-27
PAY000472,M00472,B01,P3,2025-01-03,New,4000,2025-04-03
PAY007261,M00472,B01,P3,2025-04-13,Renewal,4000,2025-07-13
PAY009052,M00472,B01,P3,2025-07-18,Renewal,4000,2025-10-18
PAY010398,M00472,B01,P5,2025-10-16,Renewal,13500,2026-10-16
PAY000473,M00473,B01,P5,2025-01-12,New,13500,2026-01-12
PAY011427,M00473,B01,P5,2026-01-14,Renewal,13500,2027-01-14
PAY000474,M00474,B01,P3,2025-01-20,New,4000,2025-04-20
PAY007626,M00474,B01,P3,2025-04-27,Renewal,4000,2025-07-27
PAY009291,M00474,B01,P3,2025-08-04,Renewal,4000,2025-11-04
PAY010609,M00474,B01,P3,2025-11-13,Renewal,4000,2026-02-13
PAY000475,M00475,B01,P4,2025-01-10,New,7500,2025-07-10
PAY008992,M00475,B01,P4,2025-07-13,Renewal,7500,2026-01-13
PAY011440,M00475,B01,P4,2026-01-11,Renewal,7500,2026-07-11
PAY000476,M00476,B01,P1,2025-01-12,New,1500,2025-02-12
PAY000477,M00477,B01,P1,2025-01-10,New,1500,2025-02-10
PAY006063,M00477,B01,P1,2025-02-16,Renewal,1500,2025-03-16
PAY006898,M00477,B01,P1,2025-03-13,Renewal,1500,2025-04-13
PAY007489,M00477,B01,P1,2025-04-18,Renewal,1500,2025-05-18
PAY008157,M00477,B01,P1,2025-05-15,Renewal,1500,2025-06-15
PAY008597,M00477,B01,P1,2025-06-16,Renewal,1500,2025-07-16
PAY009106,M00477,B01,P1,2025-07-21,Renewal,1500,2025-08-21
PAY009620,M00477,B01,P1,2025-08-31,Renewal,1500,2025-09-30
PAY010169,M00477,B01,P1,2025-10-05,Renewal,1500,2025-11-05
PAY010623,M00477,B01,P1,2025-11-03,Renewal,1500,2025-12-03
PAY010972,M00477,B01,P3,2025-12-12,Renewal,4000,2026-03-12
PAY012224,M00477,B01,P3,2026-03-23,Renewal,4000,2026-06-23
PAY000478,M00478,B01,P1,2025-01-17,New,1500,2025-02-17
PAY006228,M00478,B01,P1,2025-02-16,Renewal,1500,2025-03-16
PAY006899,M00478,B01,P1,2025-03-13,Renewal,1500,2025-04-13
PAY000479,M00479,B01,P4,2025-01-29,New,7500,2025-07-29
PAY009329,M00479,B01,P4,2025-08-03,Renewal,7500,2026-02-03
PAY000480,M00480,B01,P4,2025-01-28,New,7500,2025-07-28
PAY000481,M00481,B01,P3,2025-01-24,New,4000,2025-04-24
PAY007709,M00481,B01,P3,2025-04-20,Renewal,4000,2025-07-20
PAY009168,M00481,B01,P3,2025-07-25,Renewal,4000,2025-10-25
PAY010492,M00481,B01,P3,2025-10-26,Renewal,4000,2026-01-26
PAY011620,M00481,B01,P3,2026-01-25,Renewal,4000,2026-04-25
PAY012834,M00481,B01,P3,2026-05-02,Renewal,4000,2026-08-02
PAY000482,M00482,B01,P3,2025-01-25,New,4000,2025-04-25
PAY000483,M00483,B01,P3,2025-01-08,New,4000,2025-04-08
PAY007369,M00483,B01,P3,2025-04-10,Renewal,4000,2025-07-10
PAY008993,M00483,B01,P3,2025-07-05,Renewal,4000,2025-10-05
PAY010243,M00483,B01,P3,2025-10-13,Renewal,4000,2026-01-13
PAY000484,M00484,B01,P3,2025-01-31,New,4000,2025-04-30
PAY000485,M00485,B01,P1,2025-01-01,New,1500,2025-02-01
PAY005873,M00485,B01,P1,2025-02-05,Renewal,1500,2025-03-05
PAY006661,M00485,B01,P1,2025-03-13,Renewal,1500,2025-04-13
PAY007490,M00485,B01,P1,2025-04-22,Renewal,1500,2025-05-22
PAY008218,M00485,B01,P3,2025-05-31,Renewal,4000,2025-08-31
PAY009768,M00485,B01,P3,2025-09-08,Renewal,4000,2025-12-08
PAY011035,M00485,B01,P3,2025-12-16,Renewal,4000,2026-03-16
PAY000486,M00486,B01,P2,2025-01-26,New,1100,2025-02-26
PAY006462,M00486,B01,P2,2025-02-21,Renewal,1100,2025-03-21
PAY007017,M00486,B01,P2,2025-04-01,Renewal,1100,2025-05-01
PAY007859,M00486,B01,P2,2025-05-03,Renewal,1100,2025-06-03
PAY008398,M00486,B01,P2,2025-06-04,Renewal,1100,2025-07-04
PAY000487,M00487,B01,P1,2025-01-23,New,1500,2025-02-23
PAY006388,M00487,B01,P1,2025-02-27,Renewal,1500,2025-03-27
PAY000488,M00488,B01,P1,2025-01-30,New,1500,2025-02-28
PAY006503,M00488,B01,P1,2025-03-02,Renewal,1500,2025-04-02
PAY007231,M00488,B01,P3,2025-03-31,Renewal,4000,2025-06-30
PAY008838,M00488,B01,P3,2025-07-05,Renewal,4000,2025-10-05
PAY010244,M00488,B01,P3,2025-10-16,Renewal,4000,2026-01-16
PAY011484,M00488,B01,P3,2026-01-19,Renewal,4000,2026-04-19
PAY012738,M00488,B01,P3,2026-04-30,Renewal,4000,2026-07-30
PAY000489,M00489,B01,P1,2025-01-12,New,1500,2025-02-12
PAY006110,M00489,B01,P1,2025-02-18,Renewal,1500,2025-03-18
PAY006941,M00489,B01,P1,2025-03-16,Renewal,1500,2025-04-16
PAY007543,M00489,B01,P1,2025-04-24,Renewal,1500,2025-05-24
PAY008250,M00489,B01,P3,2025-05-26,Renewal,4000,2025-08-26
PAY009709,M00489,B01,P3,2025-09-06,Renewal,4000,2025-12-06
PAY000490,M00490,B01,P5,2025-01-24,New,13500,2026-01-24
PAY011594,M00490,B01,P1,2026-01-22,Renewal,1500,2026-02-22
PAY011957,M00490,B01,P1,2026-02-26,Renewal,1500,2026-03-26
PAY012413,M00490,B01,P1,2026-04-03,Renewal,1500,2026-05-03
PAY012949,M00490,B01,P1,2026-05-09,Renewal,1500,2026-06-09
PAY013387,M00490,B01,P1,2026-06-04,Renewal,1500,2026-07-04
PAY000491,M00491,B01,P2,2025-02-08,New,1100,2025-03-08
PAY006730,M00491,B01,P2,2025-03-17,Renewal,1100,2025-04-17
PAY000492,M00492,B01,P4,2025-02-13,New,7500,2025-08-13
PAY000493,M00493,B01,P3,2025-02-12,New,4000,2025-05-12
PAY008052,M00493,B01,P3,2025-05-10,Renewal,4000,2025-08-10
PAY009495,M00493,B01,P3,2025-08-20,Renewal,4000,2025-11-20
PAY010810,M00493,B01,P3,2025-11-22,Renewal,4000,2026-02-22
PAY011958,M00493,B01,P3,2026-02-18,Renewal,4000,2026-05-18
PAY013105,M00493,B01,P4,2026-05-20,Renewal,7500,2026-11-20
PAY000494,M00494,B01,P3,2025-02-25,New,4000,2025-05-25
PAY008266,M00494,B01,P3,2025-06-01,Renewal,4000,2025-09-01
PAY000495,M00495,B01,P3,2025-02-01,New,4000,2025-05-01
PAY000496,M00496,B01,P3,2025-02-01,New,4000,2025-05-01
PAY007860,M00496,B01,P3,2025-04-27,Renewal,4000,2025-07-27
PAY000497,M00497,B01,P3,2025-02-03,New,4000,2025-05-03
PAY007899,M00497,B01,P3,2025-04-30,Renewal,4000,2025-07-30
PAY000498,M00498,B01,P1,2025-02-05,New,1500,2025-03-05
PAY006662,M00498,B01,P1,2025-03-05,Renewal,1500,2025-04-05
PAY007306,M00498,B01,P1,2025-04-10,Renewal,1500,2025-05-10
PAY008020,M00498,B01,P1,2025-05-11,Renewal,1500,2025-06-11
PAY008528,M00498,B01,P1,2025-06-11,Renewal,1500,2025-07-11
PAY009012,M00498,B01,P1,2025-07-15,Renewal,1500,2025-08-15
PAY009553,M00498,B01,P1,2025-08-24,Renewal,1500,2025-09-24
PAY010082,M00498,B01,P1,2025-09-21,Renewal,1500,2025-10-21
PAY010441,M00498,B01,P1,2025-11-01,Renewal,1500,2025-12-01
PAY010951,M00498,B01,P1,2025-12-01,Renewal,1500,2026-01-01
PAY011288,M00498,B01,P1,2026-01-06,Renewal,1500,2026-02-06
PAY011737,M00498,B01,P1,2026-02-16,Renewal,1500,2026-03-16
PAY000499,M00499,B01,P1,2025-02-20,New,1500,2025-03-20
PAY006991,M00499,B01,P1,2025-03-23,Renewal,1500,2025-04-23
PAY007687,M00499,B01,P1,2025-04-18,Renewal,1500,2025-05-18
PAY008158,M00499,B01,P1,2025-05-16,Renewal,1500,2025-06-16
PAY008612,M00499,B01,P1,2025-06-16,Renewal,1500,2025-07-16
PAY009107,M00499,B01,P3,2025-07-12,Renewal,4000,2025-10-12
PAY010321,M00499,B01,P3,2025-10-16,Renewal,4000,2026-01-16
PAY011485,M00499,B01,P4,2026-01-13,Renewal,7500,2026-07-13
PAY000500,M00500,B01,P4,2025-02-24,New,7500,2025-08-24
PAY000501,M00501,B01,P4,2025-02-04,New,7500,2025-08-04
PAY009416,M00501,B01,P4,2025-08-11,Renewal,7500,2026-02-11
PAY011806,M00501,B01,P4,2026-02-13,Renewal,7500,2026-08-13
PAY000502,M00502,B01,P5,2025-02-08,New,13500,2026-02-08
PAY000503,M00503,B01,P1,2025-02-21,New,1500,2025-03-21
PAY007018,M00503,B01,P1,2025-03-23,Renewal,1500,2025-04-23
PAY007688,M00503,B01,P1,2025-05-02,Renewal,1500,2025-06-02
PAY008378,M00503,B01,P1,2025-06-11,Renewal,1500,2025-07-11
PAY009013,M00503,B01,P1,2025-07-19,Renewal,1500,2025-08-19
PAY000504,M00504,B01,P5,2025-02-01,New,13500,2026-02-01
PAY000505,M00505,B01,P2,2025-02-04,New,1100,2025-03-04
PAY006636,M00505,B01,P2,2025-03-09,Renewal,1100,2025-04-09
PAY007387,M00505,B01,P2,2025-04-17,Renewal,1100,2025-05-17
PAY008139,M00505,B01,P3,2025-05-27,Renewal,4000,2025-08-27
PAY009721,M00505,B01,P3,2025-09-05,Renewal,4000,2025-12-05
