visit_date,branch_id,check_ins
2025-08-21,B05,127
2025-08-22,B01,132
2025-08-22,B02,191
2025-08-22,B03,98
2025-08-22,B04,101
2025-08-22,B05,111
2025-08-23,B01,134
2025-08-23,B02,130
2025-08-23,B03,66
2025-08-23,B04,92
2025-08-23,B05,111
2025-08-24,B01,112
2025-08-24,B02,131
2025-08-24,B03,63
2025-08-24,B04,69
2025-08-24,B05,76
2025-08-25,B01,170
2025-08-25,B02,170
2025-08-25,B03,86
2025-08-25,B04,140
2025-08-25,B05,132
2025-08-26,B01,170
2025-08-26,B02,169
2025-08-26,B03,80
2025-08-26,B04,100
2025-08-26,B05,113
2025-08-27,B01,159
2025-08-27,B02,188
2025-08-27,B03,79
2025-08-27,B04,128
2025-08-27,B05,116
2025-08-28,B01,160
2025-08-28,B02,169
2025-08-28,B03,78
2025-08-28,B04,123
2025-08-28,B05,111
2025-08-29,B01,145
2025-08-29,B02,185
2025-08-29,B03,93
2025-08-29,B04,130
2025-08-29,B05,123
2025-08-30,B01,127
2025-08-30,B02,140
2025-08-30,B03,69
2025-08-30,B04,96
2025-08-30,B05,109
2025-08-31,B01,104
2025-08-31,B02,142
2025-08-31,B03,64
2025-08-31,B04,74
2025-08-31,B05,80
2025-09-01,B01,152
2025-09-01,B02,191
2025-09-01,B03,90
2025-09-01,B04,114
2025-09-01,B05,133
2025-09-02,B01,149
2025-09-02,B02,189
2025-09-02,B03,96
2025-09-02,B04,112
2025-09-02,B05,132
2025-09-03,B01,171
2025-09-03,B02,168
2025-09-03,B03,91
2025-09-03,B04,117
2025-09-03,B05,120
2025-09-04,B01,154
2025-09-04,B02,205
2025-09-04,B03,103
2025-09-04,B04,102
2025-09-04,B05,104
2025-09-05,B01,185
2025-09-05,B02,184
2025-09-05,B03,80
2025-09-05,B04,118
2025-09-05,B05,126
2025-09-06,B01,152
2025-09-06,B02,137
2025-09-06,B03,83
2025-09-06,B04,83
2025-09-06,B05,100
2025-09-07,B01,101
2025-09-07,B02,120
2025-09-07,B03,55
2025-09-07,B04,84
2025-09-07,B05,82
2025-09-08,B01,153
2025-09-08,B02,171
2025-09-08,B03,87
2025-09-08,B04,114
2025-09-08,B05,130
2025-09-09,B01,160
2025-09-09,B02,187
2025-09-09,B03,90
2025-09-09,B04,116
2025-09-09,B05,135
2025-09-10,B01,135
2025-09-10,B02,189
2025-09-10,B03,75
2025-09-10,B04,131
2025-09-10,B05,116
2025-09-11,B01,145
2025-09-11,B02,189
2025-09-11,B03,85
2025-09-11,B04,115
2025-09-11,B05,134
2025-09-12,B01,156
2025-09-12,B02,174
2025-09-12,B03,87
2025-09-12,B04,129
2025-09-12,B05,108
2025-09-13,B01,124
2025-09-13,B02,155
2025-09-13,B03,86
2025-09-13,B04,86
2025-09-13,B05,117
2025-09-14,B01,90
2025-09-14,B02,114
2025-09-14,B03,58
2025-09-14,B04,78
2025-09-14,B05,77
2025-09-15,B01,158
2025-09-15,B02,154
2025-09-15,B03,110
2025-09-15,B04,110
2025-09-15,B05,116
2025-09-16,B01,173
2025-09-16,B02,189
2025-09-16,B03,86
2025-09-16,B04,123
2025-09-16,B05,125
2025-09-17,B01,156
2025-09-17,B02,180
2025-09-17,B03,100
2025-09-17,B04,122
2025-09-17,B05,123
2025-09-18,B01,168
2025-09-18,B02,169
2025-09-18,B03,79
2025-09-18,B04,107
2025-09-18,B05,130
2025-09-19,B01,153
2025-09-19,B02,169
2025-09-19,B03,98
2025-09-19,B04,104
2025-09-19,B05,128
2025-09-20,B01,140
2025-09-20,B02,171
2025-09-20,B03,76
2025-09-20,B04,86
2025-09-20,B05,99
2025-09-21,B01,95
2025-09-21,B02,126
2025-09-21,B03,65
2025-09-21,B04,102
2025-09-21,B05,101
2025-09-22,B01,151
2025-09-22,B02,164
2025-09-22,B03,85
2025-09-22,B04,112
2025-09-22,B05,112
2025-09-23,B01,167
2025-09-23,B02,160
2025-09-23,B03,76
2025-09-23,B04,124
2025-09-23,B05,135
2025-09-24,B01,150
2025-09-24,B02,208
2025-09-24,B03,85
2025-09-24,B04,110
2025-09-24,B05,110
2025-09-25,B01,168
2025-09-25,B02,191
2025-09-25,B03,100
2025-09-25,B04,101
2025-09-25,B05,126
2025-09-26,B01,146
2025-09-26,B02,180
2025-09-26,B03,100
2025-09-26,B04,122
2025-09-26,B05,113
2025-09-27,B01,139
2025-09-27,B02,150
2025-09-27,B03,75
2025-09-27,B04,95
2025-09-27,B05,97
2025-09-28,B01,103
2025-09-28,B02,114
2025-09-28,B03,62
2025-09-28,B04,71
2025-09-28,B05,87
2025-09-29,B01,149
2025-09-29,B02,169
2025-09-29,B03,92
2025-09-29,B04,135
2025-09-29,B05,135
2025-09-30,B01,147
2025-09-30,B02,182
2025-09-30,B03,94
2025-09-30,B04,110
2025-09-30,B05,132
2025-10-01,B01,157
2025-10-01,B02,186
2025-10-01,B03,94
2025-10-01,B04,110
2025-10-01,B05,169
2025-10-02,B01,115
2025-10-02,B02,182
2025-10-02,B03,93
2025-10-02,B04,118
2025-10-02,B05,127
2025-10-03,B01,150
2025-10-03,B02,194
2025-10-03,B03,92
2025-10-03,B04,105
2025-10-03,B05,122
2025-10-04,B01,127
2025-10-04,B02,144
2025-10-04,B03,74
2025-10-04,B04,76
2025-10-04,B05,100
2025-10-05,B01,103
2025-10-05,B02,124
2025-10-05,B03,60
2025-10-05,B04,70
2025-10-05,B05,93
2025-10-06,B01,153
2025-10-06,B02,160
2025-10-06,B03,85
2025-10-06,B04,116
2025-10-06,B05,123
2025-10-07,B01,161
2025-10-07,B02,182
2025-10-07,B03,100
2025-10-07,B04,104
2025-10-07,B05,115
2025-10-08,B01,155
2025-10-08,B02,173
2025-10-08,B03,94
2025-10-08,B04,103
2025-10-08,B05,132
2025-10-09,B01,173
2025-10-09,B02,195
2025-10-09,B03,84
2025-10-09,B04,111
2025-10-09,B05,128
2025-10-10,B01,149
2025-10-10,B02,178
2025-10-10,B03,103
2025-10-10,B04,122
2025-10-10,B05,136
2025-10-11,B01,138
2025-10-11,B02,143
2025-10-11,B03,73
2025-10-11,B04,93
2025-10-11,B05,109
2025-10-12,B01,97
2025-10-12,B02,148
2025-10-12,B03,58
2025-10-12,B04,64
2025-10-12,B05,92
2025-10-13,B01,157
2025-10-13,B02,170
2025-10-13,B03,88
2025-10-13,B04,131
2025-10-13,B05,126
2025-10-14,B01,164
2025-10-14,B02,168
2025-10-14,B03,86
2025-10-14,B04,125
2025-10-14,B05,122
2025-10-15,B01,172
2025-10-15,B02,185
2025-10-15,B03,81
2025-10-15,B04,109
2025-10-15,B05,133
2025-10-16,B01,159
2025-10-16,B02,192
2025-10-16,B03,82
2025-10-16,B04,121
2025-10-16,B05,125
2025-10-17,B01,137
2025-10-17,B02,186
2025-10-17,B03,74
2025-10-17,B04,100
2025-10-17,B05,134
2025-10-18,B01,113
2025-10-18,B02,146
2025-10-18,B03,70
2025-10-18,B04,80
2025-10-18,B05,101
2025-10-19,B01,82
2025-10-19,B02,120
2025-10-19,B03,68
2025-10-19,B04,82
2025-10-19,B05,91
2025-10-20,B01,126
2025-10-20,B02,207
2025-10-20,B03,85
2025-10-20,B04,108
2025-10-20,B05,121
2025-10-21,B01,158
2025-10-21,B02,174
2025-10-21,B03,97
2025-10-21,B04,105
2025-10-21,B05,118
2025-10-22,B01,143
2025-10-22,B02,179
2025-10-22,B03,91
2025-10-22,B04,113
2025-10-22,B05,91
2025-10-23,B01,147
2025-10-23,B02,165
2025-10-23,B03,90
2025-10-23,B04,108
2025-10-23,B05,143
2025-10-24,B01,151
2025-10-24,B02,188
2025-10-24,B03,87
2025-10-24,B04,117
2025-10-24,B05,123
2025-10-25,B01,118
2025-10-25,B02,151
2025-10-25,B03,82
2025-10-25,B04,98
2025-10-25,B05,97
2025-10-26,B01,75
2025-10-26,B02,129
2025-10-26,B03,60
2025-10-26,B04,68
2025-10-26,B05,72
2025-10-27,B01,133
2025-10-27,B02,189
2025-10-27,B03,105
2025-10-27,B04,93
2025-10-27,B05,118
2025-10-28,B01,153
2025-10-28,B02,167
2025-10-28,B03,71
2025-10-28,B04,94
2025-10-28,B05,130
2025-10-29,B01,140
2025-10-29,B02,186
2025-10-29,B03,79
2025-10-29,B04,85
2025-10-29,B05,136
2025-10-30,B01,128
2025-10-30,B02,179
2025-10-30,B03,100
2025-10-30,B04,110
2025-10-30,B05,123
2025-10-31,B01,156
2025-10-31,B02,186
2025-10-31,B03,99
2025-10-31,B04,102
2025-10-31,B05,149
2025-11-01,B01,132
2025-11-01,B02,177
2025-11-01,B03,66
2025-11-01,B04,81
2025-11-01,B05,93
2025-11-02,B01,107
2025-11-02,B02,119
2025-11-02,B03,87
2025-11-02,B04,61
2025-11-02,B05,66
2025-11-03,B01,161
2025-11-03,B02,189
2025-11-03,B03,80
2025-11-03,B04,91
2025-11-03,B05,117
2025-11-04,B01,167
2025-11-04,B02,202
2025-11-04,B03,86
2025-11-04,B04,112
2025-11-04,B05,123
2025-11-05,B01,160
2025-11-05,B02,203
2025-11-05,B03,97
2025-11-05,B04,113
2025-11-05,B05,131
2025-11-06,B01,128
2025-11-06,B02,183
2025-11-06,B03,87
2025-11-06,B04,114
2025-11-06,B05,109
2025-11-07,B01,153
2025-11-07,B02,180
2025-11-07,B03,81
2025-11-07,B04,104
2025-11-07,B05,130
2025-11-08,B01,127
2025-11-08,B02,144
2025-11-08,B03,80
2025-11-08,B04,82
2025-11-08,B05,98
2025-11-09,B01,103
2025-11-09,B02,129
2025-11-09,B03,60
2025-11-09,B04,63
2025-11-09,B05,83
2025-11-10,B01,147
2025-11-10,B02,162
2025-11-10,B03,105
2025-11-10,B04,109
2025-11-10,B05,133
2025-11-11,B01,139
2025-11-11,B02,177
2025-11-11,B03,93
2025-11-11,B04,112
2025-11-11,B05,114
2025-11-12,B01,158
2025-11-12,B02,189
2025-11-12,B03,83
2025-11-12,B04,98
2025-11-12,B05,133
2025-11-13,B01,153
2025-11-13,B02,165
2025-11-13,B03,100
2025-11-13,B04,94
2025-11-13,B05,108
2025-11-14,B01,160
2025-11-14,B02,193
2025-11-14,B03,97
2025-11-14,B04,91
2025-11-14,B05,122
2025-11-15,B01,108
2025-11-15,B02,159
2025-11-15,B03,74
2025-11-15,B04,86
2025-11-15,B05,106
2025-11-16,B01,106
2025-11-16,B02,104
2025-11-16,B03,70
2025-11-16,B04,68
2025-11-16,B05,85
2025-11-17,B01,168
2025-11-17,B02,216
2025-11-17,B03,87
2025-11-17,B04,112
2025-11-17,B05,137
2025-11-18,B01,165
2025-11-18,B02,166
2025-11-18,B03,85
2025-11-18,B04,113
2025-11-18,B05,131
2025-11-19,B01,148
2025-11-19,B02,173
2025-11-19,B03,98
2025-11-19,B04,97
2025-11-19,B05,118
2025-11-20,B01,141
2025-11-20,B02,177
2025-11-20,B03,75
2025-11-20,B04,87
2025-11-20,B05,111
2025-11-21,B01,171
2025-11-21,B02,179
2025-11-21,B03,94
2025-11-21,B04,117
2025-11-21,B05,126
2025-11-22,B01,115
2025-11-22,B02,125
2025-11-22,B03,81
2025-11-22,B04,92
2025-11-22,B05,96
2025-11-23,B01,96
2025-11-23,B02,137
2025-11-23,B03,63
2025-11-23,B04,70
2025-11-23,B05,86
2025-11-24,B01,133
2025-11-24,B02,182
2025-11-24,B03,81
2025-11-24,B04,94
2025-11-24,B05,123
2025-11-25,B01,161
2025-11-25,B02,171
2025-11-25,B03,108
2025-11-25,B04,123
2025-11-25,B05,125
2025-11-26,B01,144
2025-11-26,B02,179
2025-11-26,B03,105
2025-11-26,B04,110
2025-11-26,B05,112
2025-11-27,B01,141
2025-11-27,B02,186
2025-11-27,B03,74
2025-11-27,B04,116
2025-11-27,B05,96
2025-11-28,B01,168
2025-11-28,B02,164
2025-11-28,B03,83
2025-11-28,B04,104
2025-11-28,B05,154
2025-11-29,B01,123
2025-11-29,B02,139
2025-11-29,B03,58
2025-11-29,B04,83
2025-11-29,B05,96
2025-11-30,B01,110
2025-11-30,B02,114
2025-11-30,B03,59
2025-11-30,B04,76
2025-11-30,B05,76
2025-12-01,B01,135
2025-12-01,B02,198
2025-12-01,B03,88
2025-12-01,B04,114
2025-12-01,B05,128
2025-12-02,B01,153
2025-12-02,B02,160
2025-12-02,B03,91
2025-12-02,B04,97
2025-12-02,B05,117
2025-12-03,B01,151
2025-12-03,B02,170
2025-12-03,B03,103
2025-12-03,B04,111
2025-12-03,B05,137
2025-12-04,B01,139
2025-12-04,B02,174
2025-12-04,B03,97
2025-12-04,B04,107
2025-12-04,B05,111
2025-12-05,B01,145
2025-12-05,B02,190
2025-12-05,B03,80
2025-12-05,B04,114
2025-12-05,B05,126
2025-12-06,B01,133
2025-12-06,B02,175
2025-12-06,B03,80
2025-12-06,B04,99
2025-12-06,B05,107
2025-12-07,B01,118
2025-12-07,B02,141
2025-12-07,B03,57
2025-12-07,B04,68
2025-12-07,B05,75
2025-12-08,B01,143
2025-12-08,B02,187
2025-12-08,B03,99
2025-12-08,B04,88
2025-12-08,B05,129
2025-12-09,B01,161
2025-12-09,B02,164
2025-12-09,B03,87
2025-12-09,B04,120
2025-12-09,B05,120
2025-12-10,B01,160
2025-12-10,B02,183
2025-12-10,B03,81
2025-12-10,B04,87
2025-12-10,B05,112
2025-12-11,B01,157
2025-12-11,B02,176
2025-12-11,B03,98
2025-12-11,B04,101
2025-12-11,B05,127
2025-12-12,B01,152
2025-12-12,B02,169
2025-12-12,B03,80
2025-12-12,B04,103
2025-12-12,B05,107
2025-12-13,B01,119
2025-12-13,B02,164
2025-12-13,B03,69
2025-12-13,B04,91
2025-12-13,B05,69
2025-12-14,B01,104
2025-12-14,B02,145
2025-12-14,B03,50
2025-12-14,B04,54
2025-12-14,B05,80
2025-12-15,B01,142
2025-12-15,B02,197
2025-12-15,B03,96
2025-12-15,B04,106
2025-12-15,B05,94
2025-12-16,B01,153
2025-12-16,B02,176
2025-12-16,B03,91
2025-12-16,B04,107
2025-12-16,B05,103
2025-12-17,B01,163
2025-12-17,B02,188
2025-12-17,B03,90
2025-12-17,B04,100
2025-12-17,B05,118
2025-12-18,B01,146
2025-12-18,B02,170
2025-12-18,B03,82
2025-12-18,B04,88
2025-12-18,B05,113
2025-12-19,B01,166
2025-12-19,B02,172
2025-12-19,B03,94
2025-12-19,B04,99
2025-12-19,B05,125
2025-12-20,B01,132
2025-12-20,B02,148
2025-12-20,B03,89
2025-12-20,B04,93
2025-12-20,B05,88
2025-12-21,B01,113
2025-12-21,B02,138
2025-12-21,B03,58
2025-12-21,B04,65
2025-12-21,B05,73
2025-12-22,B01,166
2025-12-22,B02,194
2025-12-22,B03,94
2025-12-22,B04,107
2025-12-22,B05,112
2025-12-23,B01,156
2025-12-23,B02,216
2025-12-23,B03,87
2025-12-23,B04,98
2025-12-23,B05,117
2025-12-24,B01,145
2025-12-24,B02,218
2025-12-24,B03,83
2025-12-24,B04,99
2025-12-24,B05,127
2025-12-25,B01,169
2025-12-25,B02,207
2025-12-25,B03,79
2025-12-25,B04,107
2025-12-25,B05,95
2025-12-26,B01,154
2025-12-26,B02,219
2025-12-26,B03,95
2025-12-26,B04,106
2025-12-26,B05,108
2025-12-27,B01,122
2025-12-27,B02,144
2025-12-27,B03,72
2025-12-27,B04,87
2025-12-27,B05,99
2025-12-28,B01,87
2025-12-28,B02,124
2025-12-28,B03,52
2025-12-28,B04,66
2025-12-28,B05,72
2025-12-29,B01,153
2025-12-29,B02,189
2025-12-29,B03,96
2025-12-29,B04,98
2025-12-29,B05,113
2025-12-30,B01,152
2025-12-30,B02,220
2025-12-30,B03,87
2025-12-30,B04,108
2025-12-30,B05,109
2025-12-31,B01,161
2025-12-31,B02,170
2025-12-31,B03,81
2025-12-31,B04,106
2025-12-31,B05,118
2026-01-01,B01,135
2026-01-01,B02,189
2026-01-01,B03,94
2026-01-01,B04,107
2026-01-01,B05,106
2026-01-02,B01,140
2026-01-02,B02,167
2026-01-02,B03,83
2026-01-02,B04,103
2026-01-02,B05,116
2026-01-03,B01,121
2026-01-03,B02,145
2026-01-03,B03,69
2026-01-03,B04,65
2026-01-03,B05,93
2026-01-04,B01,93
2026-01-04,B02,116
2026-01-04,B03,49
2026-01-04,B04,82
2026-01-04,B05,79
2026-01-05,B01,150
2026-01-05,B02,194
2026-01-05,B03,81
2026-01-05,B04,110
2026-01-05,B05,113
2026-01-06,B01,159
2026-01-06,B02,181
2026-01-06,B03,80
2026-01-06,B04,114
2026-01-06,B05,127
2026-01-07,B01,166
2026-01-07,B02,186
2026-01-07,B03,81
2026-01-07,B04,114
2026-01-07,B05,133
2026-01-08,B01,146
2026-01-08,B02,199
2026-01-08,B03,84
2026-01-08,B04,98
2026-01-08,B05,127
2026-01-09,B01,149
2026-01-09,B02,208
2026-01-09,B03,84
2026-01-09,B04,86
2026-01-09,B05,92
2026-01-10,B01,123
2026-01-10,B02,171
2026-01-10,B03,75
2026-01-10,B04,81
2026-01-10,B05,96
2026-01-11,B01,118
2026-01-11,B02,117
2026-01-11,B03,55
2026-01-11,B04,63
2026-01-11,B05,78
2026-01-12,B01,174
2026-01-12,B02,187
2026-01-12,B03,81
2026-01-12,B04,92
2026-01-12,B05,109
2026-01-13,B01,143
2026-01-13,B02,180
2026-01-13,B03,102
2026-01-13,B04,96
2026-01-13,B05,116
2026-01-14,B01,179
2026-01-14,B02,214
2026-01-14,B03,82
2026-01-14,B04,113
2026-01-14,B05,130
2026-01-15,B01,158
2026-01-15,B02,206
2026-01-15,B03,84
2026-01-15,B04,106
2026-01-15,B05,105
2026-01-16,B01,150
2026-01-16,B02,180
2026-01-16,B03,99
2026-01-16,B04,99
2026-01-16,B05,116
2026-01-17,B01,128
2026-01-17,B02,163
2026-01-17,B03,59
2026-01-17,B04,60
2026-01-17,B05,89
2026-01-18,B01,126
2026-01-18,B02,142
2026-01-18,B03,57
2026-01-18,B04,69
2026-01-18,B05,77
2026-01-19,B01,171
2026-01-19,B02,198
2026-01-19,B03,91
2026-01-19,B04,106
2026-01-19,B05,114
2026-01-20,B01,167
2026-01-20,B02,221
2026-01-20,B03,91
2026-01-20,B04,102
2026-01-20,B05,113
2026-01-21,B01,166
2026-01-21,B02,218
2026-01-21,B03,80
2026-01-21,B04,113
2026-01-21,B05,119
2026-01-22,B01,160
2026-01-22,B02,206
2026-01-22,B03,91
2026-01-22,B04,110
2026-01-22,B05,126
2026-01-23,B01,149
2026-01-23,B02,204
2026-01-23,B03,94
2026-01-23,B04,102
2026-01-23,B05,117
2026-01-24,B01,125
2026-01-24,B02,183
2026-01-24,B03,72
2026-01-24,B04,90
2026-01-24,B05,101
2026-01-25,B01,108
2026-01-25,B02,138
2026-01-25,B03,55
2026-01-25,B04,68
2026-01-25,B05,86
2026-01-26,B01,153
2026-01-26,B02,199
2026-01-26,B03,82
2026-01-26,B04,102
2026-01-26,B05,119
2026-01-27,B01,164
2026-01-27,B02,188
2026-01-27,B03,90
2026-01-27,B04,113
2026-01-27,B05,140
2026-01-28,B01,182
2026-01-28,B02,213
2026-01-28,B03,103
2026-01-28,B04,106
2026-01-28,B05,113
2026-01-29,B01,169
2026-01-29,B02,208
2026-01-29,B03,107
2026-01-29,B04,114
2026-01-29,B05,116
2026-01-30,B01,160
2026-01-30,B02,190
2026-01-30,B03,95
2026-01-30,B04,112
2026-01-30,B05,129
2026-01-31,B01,145
2026-01-31,B02,151
2026-01-31,B03,83
2026-01-31,B04,93
2026-01-31,B05,94
2026-02-01,B01,101
2026-02-01,B02,132
2026-02-01,B03,57
2026-02-01,B04,71
2026-02-01,B05,65
2026-02-02,B01,180
2026-02-02,B02,179
2026-02-02,B03,94
2026-02-02,B04,104
2026-02-02,B05,103
2026-02-03,B01,157
2026-02-03,B02,206
2026-02-03,B03,75
2026-02-03,B04,114
2026-02-03,B05,118
2026-02-04,B01,166
2026-02-04,B02,195
2026-02-04,B03,93
2026-02-04,B04,100
2026-02-04,B05,132
2026-02-05,B01,164
2026-02-05,B02,178
2026-02-05,B03,95
2026-02-05,B04,109
2026-02-05,B05,121
2026-02-06,B01,180
2026-02-06,B02,193
2026-02-06,B03,109
2026-02-06,B04,102
2026-02-06,B05,118
2026-02-07,B01,152
2026-02-07,B02,173
2026-02-07,B03,72
2026-02-07,B04,106
2026-02-07,B05,93
2026-02-08,B01,132
2026-02-08,B02,146
2026-02-08,B03,66
2026-02-08,B04,63
2026-02-08,B05,88
2026-02-09,B01,151
2026-02-09,B02,200
2026-02-09,B03,95
2026-02-09,B04,108
2026-02-09,B05,129
2026-02-10,B01,175
2026-02-10,B02,193
2026-02-10,B03,71
2026-02-10,B04,106
2026-02-10,B05,138
2026-02-11,B01,172
2026-02-11,B02,203
2026-02-11,B03,79
2026-02-11,B04,95
2026-02-11,B05,114
2026-02-12,B01,169
2026-02-12,B02,182
2026-02-12,B03,86
2026-02-12,B04,106
2026-02-12,B05,109
2026-02-13,B01,167
2026-02-13,B02,199
2026-02-13,B03,96
2026-02-13,B04,82
2026-02-13,B05,118
2026-02-14,B01,145
2026-02-14,B02,179
2026-02-14,B03,67
2026-02-14,B04,90
2026-02-14,B05,130
2026-02-15,B01,99
2026-02-15,B02,157
2026-02-15,B03,60
2026-02-15,B04,71
2026-02-15,B05,85
2026-02-16,B01,155
2026-02-16,B02,189
2026-02-16,B03,89
2026-02-16,B04,103
2026-02-16,B05,103
2026-02-17,B01,171
2026-02-17,B02,175
2026-02-17,B03,83
2026-02-17,B04,109
2026-02-17,B05,142
2026-02-18,B01,179
2026-02-18,B02,189
2026-02-18,B03,78
2026-02-18,B04,96
2026-02-18,B05,133
2026-02-19,B01,169
2026-02-19,B02,188
2026-02-19,B03,79
2026-02-19,B04,85
2026-02-19,B05,115
2026-02-20,B01,204
2026-02-20,B02,202
2026-02-20,B03,59
2026-02-20,B04,98
2026-02-20,B05,116
2026-02-21,B01,132
2026-02-21,B02,173
2026-02-21,B03,74
2026-02-21,B04,90
2026-02-21,B05,98
2026-02-22,B01,119
2026-02-22,B02,144
2026-02-22,B03,47
2026-02-22,B04,81
2026-02-22,B05,97
2026-02-23,B01,170
2026-02-23,B02,222
2026-02-23,B03,79
2026-02-23,B04,98
2026-02-23,B05,110
2026-02-24,B01,187
2026-02-24,B02,213
2026-02-24,B03,83
2026-02-24,B04,92
2026-02-24,B05,120
2026-02-25,B01,184
2026-02-25,B02,213
2026-02-25,B03,81
2026-02-25,B04,102
2026-02-25,B05,143
2026-02-26,B01,176
2026-02-26,B02,214
2026-02-26,B03,77
2026-02-26,B04,97
2026-02-26,B05,119
2026-02-27,B01,177
2026-02-27,B02,200
2026-02-27,B03,69
2026-02-27,B04,102
2026-02-27,B05,107
2026-02-28,B01,141
2026-02-28,B02,183
2026-02-28,B03,74
2026-02-28,B04,79
2026-02-28,B05,99
2026-03-01,B01,122
2026-03-01,B02,162
2026-03-01,B03,63
2026-03-01,B04,58
2026-03-01,B05,79
2026-03-02,B01,177
2026-03-02,B02,194
2026-03-02,B03,86
2026-03-02,B04,101
2026-03-02,B05,109
2026-03-03,B01,176
2026-03-03,B02,206
2026-03-03,B03,82
2026-03-03,B04,89
2026-03-03,B05,118
2026-03-04,B01,144
2026-03-04,B02,180
2026-03-04,B03,75
2026-03-04,B04,114
2026-03-04,B05,121
2026-03-05,B01,164
2026-03-05,B02,193
2026-03-05,B03,85
2026-03-05,B04,90
2026-03-05,B05,127
2026-03-06,B01,183
2026-03-06,B02,204
2026-03-06,B03,81
2026-03-06,B04,95
2026-03-06,B05,136
2026-03-07,B01,145
2026-03-07,B02,177
2026-03-07,B03,71
2026-03-07,B04,84
2026-03-07,B05,96
2026-03-08,B01,100
2026-03-08,B02,131
2026-03-08,B03,70
2026-03-08,B04,88
2026-03-08,B05,80
2026-03-09,B01,181
2026-03-09,B02,187
2026-03-09,B03,77
2026-03-09,B04,106
2026-03-09,B05,118
2026-03-10,B01,169
2026-03-10,B02,221
2026-03-10,B03,93
2026-03-10,B04,92
2026-03-10,B05,126
2026-03-11,B01,177
2026-03-11,B02,182
2026-03-11,B03,88
2026-03-11,B04,92
2026-03-11,B05,122
2026-03-12,B01,169
2026-03-12,B02,222
2026-03-12,B03,74
2026-03-12,B04,88
2026-03-12,B05,128
2026-03-13,B01,173
2026-03-13,B02,218
2026-03-13,B03,102
2026-03-13,B04,111
2026-03-13,B05,112
2026-03-14,B01,149
2026-03-14,B02,172
2026-03-14,B03,79
2026-03-14,B04,86
2026-03-14,B05,101
2026-03-15,B01,126
2026-03-15,B02,156
2026-03-15,B03,58
2026-03-15,B04,65
2026-03-15,B05,91
2026-03-16,B01,187
2026-03-16,B02,259
2026-03-16,B03,103
2026-03-16,B04,87
2026-03-16,B05,129
2026-03-17,B01,156
2026-03-17,B02,230
2026-03-17,B03,86
2026-03-17,B04,84
2026-03-17,B05,121
2026-03-18,B01,167
2026-03-18,B02,215
2026-03-18,B03,96
2026-03-18,B04,100
2026-03-18,B05,123
2026-03-19,B01,192
2026-03-19,B02,225
2026-03-19,B03,79
2026-03-19,B04,106
2026-03-19,B05,119
2026-03-20,B01,172
2026-03-20,B02,194
2026-03-20,B03,99
2026-03-20,B04,90
2026-03-20,B05,104
2026-03-21,B01,170
2026-03-21,B02,169
2026-03-21,B03,56
2026-03-21,B04,84
2026-03-21,B05,98
2026-03-22,B01,121
2026-03-22,B02,164
2026-03-22,B03,55
2026-03-22,B04,55
2026-03-22,B05,79
2026-03-23,B01,201
2026-03-23,B02,173
2026-03-23,B03,90
2026-03-23,B04,95
2026-03-23,B05,120
2026-03-24,B01,188
2026-03-24,B02,190
2026-03-24,B03,97
2026-03-24,B04,91
2026-03-24,B05,95
2026-03-25,B01,188
2026-03-25,B02,203
2026-03-25,B03,77
2026-03-25,B04,87
2026-03-25,B05,117
2026-03-26,B01,185
2026-03-26,B02,208
2026-03-26,B03,92
2026-03-26,B04,84
2026-03-26,B05,113
2026-03-27,B01,169
2026-03-27,B02,220
2026-03-27,B03,88
2026-03-27,B04,101
2026-03-27,B05,116
2026-03-28,B01,131
2026-03-28,B02,164
2026-03-28,B03,69
2026-03-28,B04,68
2026-03-28,B05,110
2026-03-29,B01,126
2026-03-29,B02,121
2026-03-29,B03,69
2026-03-29,B04,55
2026-03-29,B05,72
2026-03-30,B01,201
2026-03-30,B02,202
2026-03-30,B03,88
2026-03-30,B04,88
2026-03-30,B05,103
2026-03-31,B01,174
2026-03-31,B02,204
2026-03-31,B03,87
2026-03-31,B04,100
2026-03-31,B05,106
2026-04-01,B01,179
2026-04-01,B02,228
2026-04-01,B03,93
2026-04-01,B04,94
2026-04-01,B05,117
2026-04-02,B01,192
2026-04-02,B02,186
2026-04-02,B03,111
2026-04-02,B04,97
2026-04-02,B05,125
2026-04-03,B01,168
2026-04-03,B02,183
2026-04-03,B03,105
2026-04-03,B04,93
2026-04-03,B05,123
2026-04-04,B01,138
2026-04-04,B02,166
2026-04-04,B03,73
2026-04-04,B04,90
2026-04-04,B05,80
2026-04-05,B01,135
2026-04-05,B02,134
2026-04-05,B03,49
2026-04-05,B04,61
2026-04-05,B05,94
2026-04-06,B01,181
2026-04-06,B02,183
2026-04-06,B03,98
2026-04-06,B04,89
2026-04-06,B05,103
2026-04-07,B01,204
2026-04-07,B02,203
2026-04-07,B03,93
2026-04-07,B04,102
2026-04-07,B05,120
2026-04-08,B01,212
2026-04-08,B02,179
2026-04-08,B03,93
2026-04-08,B04,81
2026-04-08,B05,129
2026-04-09,B01,173
2026-04-09,B02,212
2026-04-09,B03,98
2026-04-09,B04,90
2026-04-09,B05,103
2026-04-10,B01,181
2026-04-10,B02,208
2026-04-10,B03,73
2026-04-10,B04,98
2026-04-10,B05,133
2026-04-11,B01,148
2026-04-11,B02,173
2026-04-11,B03,57
2026-04-11,B04,80
