txn_id,line_no,txn_datetime,txn_date,branch_id,member_id,is_member_sale,member_unidentified,product_id,qty,unit_price,gross_sales,discount_amount,net_amount,line_cost,gross_profit
T0012258,1,2025-03-22,2025-03-22,B04,,0,0,F04,1,250,250,0.0,250.0,126,124.0
T0012258,2,2025-03-22,2025-03-22,B04,,0,0,D10,1,140,140,0.0,140.0,46,94.0
T0012133,1,2025-03-22,2025-03-22,B01,M00489,1,0,D08,2,180,360,0.0,360.0,168,192.0
T0012272,1,2025-03-22,2025-03-22,B04,,0,0,D02,4,95,380,0.0,380.0,164,216.0
T0012272,2,2025-03-22,2025-03-22,B04,,0,0,D04,1,190,190,0.0,190.0,92,98.0
T0012296,1,2025-03-22,2025-03-22,B05,,0,0,F02,1,290,290,0.0,290.0,138,152.0
T0012312,1,2025-03-22,2025-03-22,B05,M04522,1,0,F03,1,230,230,0.0,230.0,88,142.0
T0012312,2,2025-03-22,2025-03-22,B05,M04522,1,0,D08,1,180,180,0.0,180.0,84,96.0
T0012179,1,2025-03-22,2025-03-22,B02,,0,0,D01,1,95,95,0.0,95.0,40,55.0
T0012179,2,2025-03-22,2025-03-22,B02,,0,0,F05,1,240,240,0.0,240.0,104,136.0
T0012262,1,2025-03-22,2025-03-22,B04,,0,0,F01,1,260,260,0.0,260.0,118,142.0
T0012262,2,2025-03-22,2025-03-22,B04,,0,0,D03,3,100,300,0.0,300.0,129,171.0
T0012262,3,2025-03-22,2025-03-22,B04,,0,0,D02,1,95,95,0.0,95.0,41,54.0
T0012342,1,2025-03-22,2025-03-22,B05,,0,0,F02,1,290,290,0.0,290.0,138,152.0
T0012342,2,2025-03-22,2025-03-22,B05,,0,0,D05,3,230,690,0.0,690.0,186,504.0
T0012131,1,2025-03-22,2025-03-22,B01,,0,0,F01,3,260,780,0.0,780.0,354,426.0
T0012131,2,2025-03-22,2025-03-22,B01,,0,0,D02,3,95,285,0.0,285.0,123,162.0
T0012131,3,2025-03-22,2025-03-22,B01,,0,0,D11,2,40,80,0.0,80.0,28,52.0
T0012131,4,2025-03-22,2025-03-22,B01,,0,0,D03,4,100,400,0.0,400.0,172,228.0
T0012177,1,2025-03-22,2025-03-22,B02,,0,0,D05,2,230,460,0.0,460.0,124,336.0
T0012188,1,2025-03-22,2025-03-22,B03,M03007,1,0,D09,2,120,240,0.0,240.0,68,172.0
T0012169,1,2025-03-22,2025-03-22,B02,,0,0,D01,3,95,285,0.0,285.0,120,165.0
T0012169,2,2025-03-22,2025-03-22,B02,,0,0,F01,1,260,260,0.0,260.0,118,142.0
T0012132,1,2025-03-22,2025-03-22,B01,,0,0,D06,1,290,290,0.0,290.0,88,202.0
T0012184,1,2025-03-22,2025-03-22,B02,,0,0,D01,1,95,95,0.0,95.0,40,55.0
T0012184,2,2025-03-22,2025-03-22,B02,,0,0,D01,2,95,190,0.0,190.0,80,110.0
T0012286,1,2025-03-22,2025-03-22,B04,,0,0,D03,2,100,200,0.0,200.0,86,114.0
T0012286,2,2025-03-22,2025-03-22,B04,,0,0,F01,2,260,520,0.0,520.0,236,284.0
T0012195,1,2025-03-22,2025-03-22,B03,,0,0,F03,2,230,460,0.0,460.0,176,284.0
T0012195,2,2025-03-22,2025-03-22,B03,,0,0,F05,4,240,960,0.0,960.0,416,544.0
T0012195,3,2025-03-22,2025-03-22,B03,,0,0,F03,1,230,230,0.0,230.0,88,142.0
T0012328,1,2025-03-22,2025-03-22,B05,,0,0,F03,1,230,230,0.0,230.0,88,142.0
T0012328,2,2025-03-22,2025-03-22,B05,,0,0,D03,1,100,100,0.0,100.0,43,57.0
T0012128,1,2025-03-22,2025-03-22,B01,,0,0,F01,3,260,780,0.0,780.0,354,426.0
T0012128,2,2025-03-22,2025-03-22,B01,,0,0,D01,1,95,95,0.0,95.0,40,55.0
T0012128,3,2025-03-22,2025-03-22,B01,,0,0,D06,1,290,290,0.0,290.0,88,202.0
T0012128,4,2025-03-22,2025-03-22,B01,,0,0,F01,1,260,260,0.0,260.0,118,142.0
T0012091,1,2025-03-22,2025-03-22,B01,,0,0,F04,1,250,250,0.0,250.0,126,124.0
T0012091,2,2025-03-22,2025-03-22,B01,,0,0,D10,2,140,280,0.0,280.0,92,188.0
T0012122,1,2025-03-22,2025-03-22,B01,,0,0,D01,1,95,95,0.0,95.0,40,55.0
T0012083,1,2025-03-22,2025-03-22,B01,,0,0,F02,4,290,1160,0.0,1160.0,552,608.0
T0012083,2,2025-03-22,2025-03-22,B01,,0,0,D01,1,95,95,0.0,95.0,40,55.0
T0012083,3,2025-03-22,2025-03-22,B01,,0,0,D11,3,40,120,0.0,120.0,42,78.0
T0012083,4,2025-03-22,2025-03-22,B01,,0,0,D07,1,250,250,0.0,250.0,72,178.0
T0012111,1,2025-03-22,2025-03-22,B01,,0,0,F03,2,230,460,0.0,460.0,176,284.0
T0012162,1,2025-03-22,2025-03-22,B02,M02113,1,0,D09,1,120,120,0.0,120.0,34,86.0
T0012162,2,2025-03-22,2025-03-22,B02,M02113,1,0,F04,1,250,250,0.0,250.0,126,124.0
T0012197,1,2025-03-22,2025-03-22,B03,M03087,1,0,D11,2,40,80,0.0,80.0,28,52.0
T0012197,2,2025-03-22,2025-03-22,B03,M03087,1,0,D11,3,40,120,0.0,120.0,42,78.0
T0012246,1,2025-03-22,2025-03-22,B04,,0,0,D01,1,95,95,0.0,95.0,40,55.0
T0012186,1,2025-03-22,2025-03-22,B02,,0,0,D11,1,40,40,0.0,40.0,14,26.0
T0012260,1,2025-03-22,2025-03-22,B04,,0,0,F03,2,230,460,0.0,460.0,176,284.0
T0012260,2,2025-03-22,2025-03-22,B04,,0,0,D10,1,140,140,0.0,140.0,46,94.0
T0012187,1,2025-03-22,2025-03-22,B02,M01696,1,0,D08,1,180,180,0.0,180.0,84,96.0
T0012269,1,2025-03-22,2025-03-22,B04,,0,0,D03,4,100,400,0.0,400.0,172,228.0
T0012269,2,2025-03-22,2025-03-22,B04,,0,0,D05,1,230,230,0.0,230.0,62,168.0
T0012269,3,2025-03-22,2025-03-22,B04,,0,0,F02,1,290,290,0.0,290.0,138,152.0
T0012204,1,2025-03-22,2025-03-22,B03,M02529,1,0,D10,1,140,140,0.0,140.0,46,94.0
T0012204,2,2025-03-22,2025-03-22,B03,M02529,1,0,D08,2,180,360,0.0,360.0,168,192.0
T0012204,3,2025-03-22,2025-03-22,B03,M02529,1,0,F03,1,230,230,0.0,230.0,88,142.0
T0012153,1,2025-03-22,2025-03-22,B02,,0,0,D03,1,100,100,0.0,100.0,43,57.0
T0012153,2,2025-03-22,2025-03-22,B02,,0,0,D02,1,95,95,0.0,95.0,41,54.0
T0012236,1,2025-03-22,2025-03-22,B03,,0,0,D01,1,95,95,0.0,95.0,40,55.0
T0012236,2,2025-03-22,2025-03-22,B03,,0,0,D05,3,230,690,0.0,690.0,186,504.0
T0012097,1,2025-03-22,2025-03-22,B01,M00424,1,0,D06,1,290,290,0.0,290.0,88,202.0
T0012351,1,2025-03-22,2025-03-22,B05,M04741,1,0,D01,3,95,285,0.0,285.0,120,165.0
T0012287,1,2025-03-22,2025-03-22,B04,,0,0,D05,1,230,230,0.0,230.0,62,168.0
T0012287,2,2025-03-22,2025-03-22,B04,,0,0,D03,1,100,100,0.0,100.0,43,57.0
T0012214,1,2025-03-22,2025-03-22,B03,,0,0,D06,3,290,870,0.0,870.0,264,606.0
T0012214,2,2025-03-22,2025-03-22,B03,,0,0,D07,1,250,250,0.0,250.0,72,178.0
T0012214,3,2025-03-22,2025-03-22,B03,,0,0,F05,2,240,480,0.0,480.0,208,272.0
T0012292,1,2025-03-22,2025-03-22,B05,,0,0,D04,1,190,190,0.0,190.0,92,98.0
T0012292,2,2025-03-22,2025-03-22,B05,,0,0,D05,1,230,230,0.0,230.0,62,168.0
T0012292,3,2025-03-22,2025-03-22,B05,,0,0,D01,3,95,285,0.0,285.0,120,165.0
T0012117,1,2025-03-22,2025-03-22,B01,M00049,1,0,F03,4,230,920,0.0,920.0,352,568.0
T0012117,2,2025-03-22,2025-03-22,B01,M00049,1,0,F01,1,260,260,0.0,260.0,118,142.0
T0012117,3,2025-03-22,2025-03-22,B01,M00049,1,0,D08,2,180,360,0.0,360.0,168,192.0
T0012117,4,2025-03-22,2025-03-22,B01,M00049,1,0,D06,1,290,290,0.0,290.0,88,202.0
T0012194,1,2025-03-22,2025-03-22,B03,M02593,1,0,F05,2,240,480,0.0,480.0,208,272.0
T0012194,2,2025-03-22,2025-03-22,B03,M02593,1,0,D03,4,100,400,0.0,400.0,172,228.0
T0012170,1,2025-03-22,2025-03-22,B02,,0,0,D01,2,95,190,0.0,190.0,80,110.0
T0012210,1,2025-03-22,2025-03-22,B03,,0,0,F01,2,260,520,0.0,520.0,236,284.0
T0012210,2,2025-03-22,2025-03-22,B03,,0,0,F02,1,290,290,0.0,290.0,138,152.0
T0012210,3,2025-03-22,2025-03-22,B03,,0,0,D09,2,120,240,0.0,240.0,68,172.0
T0012241,1,2025-03-22,2025-03-22,B03,,0,0,D09,1,120,120,0.0,120.0,34,86.0
T0012241,2,2025-03-22,2025-03-22,B03,,0,0,F02,1,290,290,0.0,290.0,138,152.0
T0012241,3,2025-03-22,2025-03-22,B03,,0,0,D04,1,190,190,0.0,190.0,92,98.0
T0012216,1,2025-03-22,2025-03-22,B03,,0,0,F01,2,260,520,0.0,520.0,236,284.0
T0012203,1,2025-03-22,2025-03-22,B03,M02980,1,0,D04,1,190,190,0.0,190.0,92,98.0
T0012257,1,2025-03-22,2025-03-22,B04,,0,0,F01,1,260,260,0.0,260.0,118,142.0
T0012109,1,2025-03-22,2025-03-22,B01,,0,0,D11,1,40,40,0.0,40.0,14,26.0
T0012109,2,2025-03-22,2025-03-22,B01,,0,0,D09,2,120,240,0.0,240.0,68,172.0
T0012109,3,2025-03-22,2025-03-22,B01,,0,0,D03,3,100,300,0.0,300.0,129,171.0
T0012109,4,2025-03-22,2025-03-22,B01,,0,0,D10,3,140,420,0.0,420.0,138,282.0
T0012189,1,2025-03-22,2025-03-22,B03,M02957,1,0,D01,2,95,190,0.0,190.0,80,110.0
T0012281,1,2025-03-22,2025-03-22,B04,M03440,1,0,F04,1,250,250,0.0,250.0,126,124.0
T0012324,1,2025-03-22,2025-03-22,B05,,0,0,F03,3,230,690,0.0,690.0,264,426.0
T0012191,1,2025-03-22,2025-03-22,B03,,0,0,F05,2,240,480,0.0,480.0,208,272.0
T0012191,2,2025-03-22,2025-03-22,B03,,0,0,D07,1,250,250,0.0,250.0,72,178.0
T0012123,1,2025-03-22,2025-03-22,B01,,0,0,D05,1,230,230,0.0,230.0,62,168.0
T0012261,1,2025-03-22,2025-03-22,B04,M03775,1,0,F04,1,250,250,0.0,250.0,126,124.0
T0012261,2,2025-03-22,2025-03-22,B04,M03775,1,0,D05,2,230,460,0.0,460.0,124,336.0
T0012261,3,2025-03-22,2025-03-22,B04,M03775,1,0,D02,1,95,95,0.0,95.0,41,54.0
T0012261,4,2025-03-22,2025-03-22,B04,M03775,1,0,D02,2,95,190,0.0,190.0,82,108.0
T0012180,1,2025-03-22,2025-03-22,B02,,0,0,D07,1,250,250,0.0,250.0,72,178.0
T0012180,2,2025-03-22,2025-03-22,B02,,0,0,D05,4,230,920,0.0,920.0,248,672.0
T0012218,1,2025-03-22,2025-03-22,B03,,0,0,F05,1,240,240,0.0,240.0,104,136.0
T0012218,2,2025-03-22,2025-03-22,B03,,0,0,F05,2,240,480,0.0,480.0,208,272.0
T0012343,1,2025-03-22,2025-03-22,B05,,0,0,D04,3,190,570,0.0,570.0,276,294.0
T0012343,2,2025-03-22,2025-03-22,B05,,0,0,F01,1,260,260,0.0,260.0,118,142.0
T0012343,3,2025-03-22,2025-03-22,B05,,0,0,F05,1,240,240,0.0,240.0,104,136.0
T0012343,4,2025-03-22,2025-03-22,B05,,0,0,D02,1,95,95,0.0,95.0,41,54.0
T0012294,1,2025-03-22,2025-03-22,B05,,0,0,D10,1,140,140,0.0,140.0,46,94.0
T0012294,2,2025-03-22,2025-03-22,B05,,0,0,F02,3,290,870,0.0,870.0,414,456.0
T0012144,1,2025-03-22,2025-03-22,B02,,0,0,F01,2,260,520,0.0,520.0,236,284.0
T0012144,2,2025-03-22,2025-03-22,B02,,0,0,D02,3,95,285,0.0,285.0,123,162.0
T0012207,1,2025-03-22,2025-03-22,B03,M02718,1,0,F02,4,290,1160,0.0,1160.0,552,608.0
T0012207,2,2025-03-22,2025-03-22,B03,M02718,1,0,D09,1,120,120,0.0,120.0,34,86.0
T0012166,1,2025-03-22,2025-03-22,B02,,0,0,D09,1,120,120,0.0,120.0,34,86.0
T0012166,2,2025-03-22,2025-03-22,B02,,0,0,D01,1,95,95,0.0,95.0,40,55.0
T0012166,3,2025-03-22,2025-03-22,B02,,0,0,D01,4,95,380,0.0,380.0,160,220.0
T0012166,4,2025-03-22,2025-03-22,B02,,0,0,F01,1,260,260,0.0,260.0,118,142.0
T0012223,1,2025-03-22,2025-03-22,B03,,0,0,D01,1,95,95,0.0,95.0,40,55.0
T0012310,1,2025-03-22,2025-03-22,B05,,0,0,D11,3,40,120,0.0,120.0,42,78.0
T0012212,1,2025-03-22,2025-03-22,B03,M02995,1,0,D08,2,180,360,0.0,360.0,168,192.0
T0012212,2,2025-03-22,2025-03-22,B03,M02995,1,0,D09,1,120,120,0.0,120.0,34,86.0
T0012330,1,2025-03-22,2025-03-22,B05,,0,0,D05,1,230,230,0.0,230.0,62,168.0
T0012330,2,2025-03-22,2025-03-22,B05,,0,0,F03,2,230,460,0.0,460.0,176,284.0
T0012137,1,2025-03-22,2025-03-22,B01,,0,0,F03,1,230,230,0.0,230.0,88,142.0
T0012137,2,2025-03-22,2025-03-22,B01,,0,0,F01,1,260,260,0.0,260.0,118,142.0
T0012089,1,2025-03-22,2025-03-22,B01,,0,0,F03,2,230,460,0.0,460.0,176,284.0
T0012100,1,2025-03-22,2025-03-22,B01,,0,0,D09,1,120,120,0.0,120.0,34,86.0
T0012119,1,2025-03-22,2025-03-22,B01,,0,0,D11,1,40,40,0.0,40.0,14,26.0
T0012119,2,2025-03-22,2025-03-22,B01,,0,0,D07,2,250,500,0.0,500.0,144,356.0
T0012151,1,2025-03-22,2025-03-22,B02,M02437,1,0,D08,3,180,540,0.0,540.0,252,288.0
T0012151,2,2025-03-22,2025-03-22,B02,M02437,1,0,D09,2,120,240,0.0,240.0,68,172.0
T0012151,3,2025-03-22,2025-03-22,B02,M02437,1,0,F04,1,250,250,0.0,250.0,126,124.0
T0012295,1,2025-03-22,2025-03-22,B05,,0,0,F02,2,290,580,0.0,580.0,276,304.0
T0012333,1,2025-03-22,2025-03-22,B05,M04904,1,0,F04,2,250,500,0.0,500.0,252,248.0
T0012333,2,2025-03-22,2025-03-22,B05,M04904,1,0,F04,1,250,250,0.0,250.0,126,124.0
T0012333,3,2025-03-22,2025-03-22,B05,M04904,1,0,F04,2,250,500,0.0,500.0,252,248.0
T0012104,1,2025-03-22,2025-03-22,B01,,0,0,D09,2,120,240,0.0,240.0,68,172.0
T0012217,1,2025-03-22,2025-03-22,B03,M02574,1,0,D08,2,180,360,0.0,360.0,168,192.0
T0012217,2,2025-03-22,2025-03-22,B03,M02574,1,0,F05,1,240,240,0.0,240.0,104,136.0
T0012217,3,2025-03-22,2025-03-22,B03,M02574,1,0,D02,1,95,95,0.0,95.0,41,54.0
T0012126,1,2025-03-22,2025-03-22,B01,,0,0,F03,2,230,460,0.0,460.0,176,284.0
T0012126,2,2025-03-22,2025-03-22,B01,,0,0,D03,2,100,200,0.0,200.0,86,114.0
T0012126,3,2025-03-22,2025-03-22,B01,,0,0,F02,1,290,290,0.0,290.0,138,152.0
T0012126,4,2025-03-22,2025-03-22,B01,,0,0,D05,2,230,460,0.0,460.0,124,336.0
T0012167,1,2025-03-22,2025-03-22,B02,,0,0,D04,2,190,380,0.0,380.0,184,196.0
T0012255,1,2025-03-22,2025-03-22,B04,,0,0,F03,1,230,230,0.0,230.0,88,142.0
T0012255,2,2025-03-22,2025-03-22,B04,,0,0,D02,1,95,95,0.0,95.0,41,54.0
T0012098,1,2025-03-22,2025-03-22,B01,,0,0,F04,3,250,750,0.0,750.0,378,372.0
T0012335,1,2025-03-22,2025-03-22,B05,,0,0,D02,2,95,190,0.0,190.0,82,108.0
T0012335,2,2025-03-22,2025-03-22,B05,,0,0,F01,1,260,260,0.0,260.0,118,142.0
T0012335,3,2025-03-22,2025-03-22,B05,,0,0,D03,1,100,100,0.0,100.0,43,57.0
T0012335,4,2025-03-22,2025-03-22,B05,,0,0,D07,2,250,500,0.0,500.0,144,356.0
T0012159,1,2025-03-22,2025-03-22,B02,,0,0,D01,3,95,285,0.0,285.0,120,165.0
T0012159,2,2025-03-22,2025-03-22,B02,,0,0,D06,4,290,1160,0.0,1160.0,352,808.0
T0012159,3,2025-03-22,2025-03-22,B02,,0,0,D06,1,290,290,0.0,290.0,88,202.0
T0012120,1,2025-03-22,2025-03-22,B01,,0,0,D02,1,95,95,0.0,95.0,41,54.0
T0012120,2,2025-03-22,2025-03-22,B01,,0,0,D01,1,95,95,0.0,95.0,40,55.0
T0012093,1,2025-03-22,2025-03-22,B01,,0,0,D06,2,290,580,0.0,580.0,176,404.0
T0012093,2,2025-03-22,2025-03-22,B01,,0,0,D05,3,230,690,0.0,690.0,186,504.0
T0012346,1,2025-03-22,2025-03-22,B05,M04142,1,0,F01,2,260,520,0.0,520.0,236,284.0
T0012130,1,2025-03-22,2025-03-22,B01,,0,0,F02,2,290,580,0.0,580.0,276,304.0
T0012183,1,2025-03-22,2025-03-22,B02,,0,0,D10,2,140,280,0.0,280.0,92,188.0
T0012183,2,2025-03-22,2025-03-22,B02,,0,0,D01,2,95,190,0.0,190.0,80,110.0
T0012183,3,2025-03-22,2025-03-22,B02,,0,0,D01,3,95,285,0.0,285.0,120,165.0
T0012183,4,2025-03-22,2025-03-22,B02,,0,0,F01,1,260,260,0.0,260.0,118,142.0
T0012148,1,2025-03-22,2025-03-22,B02,,0,0,D11,1,40,40,0.0,40.0,14,26.0
T0012334,1,2025-03-22,2025-03-22,B05,M04214,1,0,D10,1,140,140,0.0,140.0,46,94.0
T0012099,1,2025-03-22,2025-03-22,B01,,0,0,F03,1,230,230,0.0,230.0,88,142.0
T0012099,2,2025-03-22,2025-03-22,B01,,0,0,D01,2,95,190,0.0,190.0,80,110.0
T0012136,1,2025-03-22,2025-03-22,B01,,0,0,D02,1,95,95,0.0,95.0,41,54.0
T0012145,1,2025-03-22,2025-03-22,B02,,0,0,F03,1,230,230,0.0,230.0,88,142.0
T0012145,2,2025-03-22,2025-03-22,B02,,0,0,D02,4,95,380,0.0,380.0,164,216.0
T0012145,3,2025-03-22,2025-03-22,B02,,0,0,F01,2,260,520,0.0,520.0,236,284.0
T0012145,4,2025-03-22,2025-03-22,B02,,0,0,D02,2,95,190,0.0,190.0,82,108.0
T0012085,1,2025-03-22,2025-03-22,B01,M00101,1,0,D10,1,140,140,0.0,140.0,46,94.0
T0012164,1,2025-03-22,2025-03-22,B02,,0,0,D07,1,250,250,0.0,250.0,72,178.0
T0012164,2,2025-03-22,2025-03-22,B02,,0,0,D03,2,100,200,0.0,200.0,86,114.0
T0012164,3,2025-03-22,2025-03-22,B02,,0,0,D01,2,95,190,0.0,190.0,80,110.0
T0012240,1,2025-03-22,2025-03-22,B03,,0,0,D03,1,100,100,0.0,100.0,43,57.0
T0012254,1,2025-03-22,2025-03-22,B04,,0,0,F02,2,290,580,0.0,580.0,276,304.0
T0012254,2,2025-03-22,2025-03-22,B04,,0,0,F05,1,240,240,0.0,240.0,104,136.0
T0012254,3,2025-03-22,2025-03-22,B04,,0,0,D10,1,140,140,0.0,140.0,46,94.0
T0012254,4,2025-03-22,2025-03-22,B04,,0,0,F01,2,260,520,0.0,520.0,236,284.0
T0012340,1,2025-03-22,2025-03-22,B05,,0,0,D07,2,250,500,0.0,500.0,144,356.0
T0012340,2,2025-03-22,2025-03-22,B05,,0,0,D02,2,95,190,0.0,190.0,82,108.0
T0012259,1,2025-03-22,2025-03-22,B04,,0,0,F05,3,240,720,0.0,720.0,312,408.0
T0012326,1,2025-03-22,2025-03-22,B05,,0,0,F01,2,260,520,0.0,520.0,236,284.0
T0012326,2,2025-03-22,2025-03-22,B05,,0,0,D11,3,40,120,0.0,120.0,42,78.0
T0012232,1,2025-03-22,2025-03-22,B03,M02912,1,0,D08,1,180,180,0.0,180.0,84,96.0
T0012232,2,2025-03-22,2025-03-22,B03,M02912,1,0,F04,1,250,250,0.0,250.0,126,124.0
T0012232,3,2025-03-22,2025-03-22,B03,M02912,1,0,D05,2,230,460,0.0,460.0,124,336.0
T0012232,4,2025-03-22,2025-03-22,B03,M02912,1,0,D07,1,250,250,0.0,250.0,72,178.0
T0012300,1,2025-03-22,2025-03-22,B05,,0,0,F01,3,260,780,0.0,780.0,354,426.0
T0012300,2,2025-03-22,2025-03-22,B05,,0,0,F01,4,260,1040,0.0,1040.0,472,568.0
T0012146,1,2025-03-22,2025-03-22,B02,,0,0,D10,1,140,140,0.0,140.0,46,94.0
T0012146,2,2025-03-22,2025-03-22,B02,,0,0,D03,2,100,200,0.0,200.0,86,114.0
T0012146,3,2025-03-22,2025-03-22,B02,,0,0,D11,2,40,80,0.0,80.0,28,52.0
T0012146,4,2025-03-22,2025-03-22,B02,,0,0,D07,1,250,250,0.0,250.0,72,178.0
T0012290,1,2025-03-22,2025-03-22,B05,M04180,1,0,D08,1,180,180,0.0,180.0,84,96.0
T0012243,1,2025-03-22,2025-03-22,B03,,0,0,D01,1,95,95,0.0,95.0,40,55.0
T0012243,2,2025-03-22,2025-03-22,B03,,0,0,D09,1,120,120,0.0,120.0,34,86.0
T0012320,1,2025-03-22,2025-03-22,B05,,0,0,D01,1,95,95,0.0,95.0,40,55.0
T0012320,2,2025-03-22,2025-03-22,B05,,0,0,D01,2,95,190,0.0,190.0,80,110.0
T0012150,1,2025-03-22,2025-03-22,B02,,0,0,F02,2,290,580,0.0,580.0,276,304.0
T0012150,2,2025-03-22,2025-03-22,B02,,0,0,D10,1,140,140,0.0,140.0,46,94.0
T0012278,1,2025-03-22,2025-03-22,B04,,0,0,D10,1,140,140,0.0,140.0,46,94.0
T0012278,2,2025-03-22,2025-03-22,B04,,0,0,D05,2,230,460,0.0,460.0,124,336.0
T0012307,1,2025-03-22,2025-03-22,B05,,0,0,D07,3,250,750,0.0,750.0,216,534.0
T0012307,2,2025-03-22,2025-03-22,B05,,0,0,F02,1,290,290,0.0,290.0,138,152.0
T0012307,3,2025-03-22,2025-03-22,B05,,0,0,D03,1,100,100,0.0,100.0,43,57.0
T0012349,1,2025-03-22,2025-03-22,B05,,0,0,F01,2,260,520,0.0,520.0,236,284.0
T0012349,2,2025-03-22,2025-03-22,B05,,0,0,D05,2,230,460,0.0,460.0,124,336.0
T0012349,3,2025-03-22,2025-03-22,B05,,0,0,F05,1,240,240,0.0,240.0,104,136.0
T0012349,4,2025-03-22,2025-03-22,B05,,0,0,F03,2,230,460,0.0,460.0,176,284.0
T0012306,1,2025-03-22,2025-03-22,B05,,0,0,F01,2,260,520,0.0,520.0,236,284.0
T0012264,1,2025-03-22,2025-03-22,B04,M03788,1,0,D08,1,180,180,0.0,180.0,84,96.0
T0012264,2,2025-03-22,2025-03-22,B04,M03788,1,0,D01,1,95,95,0.0,95.0,40,55.0
T0012299,1,2025-03-22,2025-03-22,B05,,0,0,F01,1,260,260,0.0,260.0,118,142.0
T0012202,1,2025-03-22,2025-03-22,B03,,0,0,D04,2,190,380,0.0,380.0,184,196.0
T0012220,1,2025-03-22,2025-03-22,B03,,0,0,F05,1,240,240,0.0,240.0,104,136.0
T0012220,2,2025-03-22,2025-03-22,B03,,0,0,F01,3,260,780,0.0,780.0,354,426.0
T0012096,1,2025-03-22,2025-03-22,B01,,0,0,F04,2,250,500,0.0,500.0,252,248.0
T0012289,1,2025-03-22,2025-03-22,B05,,0,0,D11,3,40,120,0.0,120.0,42,78.0
T0012289,2,2025-03-22,2025-03-22,B05,,0,0,D05,1,230,230,0.0,230.0,62,168.0
T0012344,1,2025-03-22,2025-03-22,B05,,0,0,D10,3,140,420,0.0,420.0,138,282.0
T0012344,2,2025-03-22,2025-03-22,B05,,0,0,D01,2,95,190,0.0,190.0,80,110.0
T0012174,1,2025-03-22,2025-03-22,B02,,0,0,D05,3,230,690,0.0,690.0,186,504.0
T0012252,1,2025-03-22,2025-03-22,B04,,0,0,F01,1,260,260,0.0,260.0,118,142.0
T0012252,2,2025-03-22,2025-03-22,B04,,0,0,F02,1,290,290,0.0,290.0,138,152.0
T0012213,1,2025-03-22,2025-03-22,B03,,0,0,D11,1,40,40,0.0,40.0,14,26.0
T0012213,2,2025-03-22,2025-03-22,B03,,0,0,D01,2,95,190,0.0,190.0,80,110.0
T0012348,1,2025-03-22,2025-03-22,B05,M04794,1,0,D08,2,180,360,0.0,360.0,168,192.0
T0012348,2,2025-03-22,2025-03-22,B05,M04794,1,0,F01,3,260,780,0.0,780.0,354,426.0
T0012348,3,2025-03-22,2025-03-22,B05,M04794,1,0,D11,1,40,40,0.0,40.0,14,26.0
T0012348,4,2025-03-22,2025-03-22,B05,M04794,1,0,F05,4,240,960,0.0,960.0,416,544.0
T0012304,1,2025-03-22,2025-03-22,B05,,0,0,F02,1,290,290,0.0,290.0,138,152.0
T0012304,2,2025-03-22,2025-03-22,B05,,0,0,D11,1,40,40,0.0,40.0,14,26.0
T0012284,1,2025-03-22,2025-03-22,B04,,0,0,D01,4,95,380,0.0,380.0,160,220.0
T0012284,2,2025-03-22,2025-03-22,B04,,0,0,D03,2,100,200,0.0,200.0,86,114.0
T0012284,3,2025-03-22,2025-03-22,B04,,0,0,D03,2,100,200,0.0,200.0,86,114.0
T0012316,1,2025-03-22,2025-03-22,B05,M04704,1,0,D11,1,40,40,0.0,40.0,14,26.0
T0012316,2,2025-03-22,2025-03-22,B05,M04704,1,0,F03,1,230,230,0.0,230.0,88,142.0
T0012249,1,2025-03-22,2025-03-22,B04,,0,0,F05,2,240,480,0.0,480.0,208,272.0
T0012244,1,2025-03-22,2025-03-22,B03,,0,0,D02,4,95,380,0.0,380.0,164,216.0
T0012244,2,2025-03-22,2025-03-22,B03,,0,0,D01,2,95,190,0.0,190.0,80,110.0
T0012244,3,2025-03-22,2025-03-22,B03,,0,0,D01,1,95,95,0.0,95.0,40,55.0
T0012311,1,2025-03-22,2025-03-22,B05,M03993,1,0,F01,3,260,780,0.0,780.0,354,426.0
T0012311,2,2025-03-22,2025-03-22,B05,M03993,1,0,D03,1,100,100,0.0,100.0,43,57.0
T0012311,3,2025-03-22,2025-03-22,B05,M03993,1,0,D02,2,95,190,0.0,190.0,82,108.0
T0012311,4,2025-03-22,2025-03-22,B05,M03993,1,0,D08,1,180,180,0.0,180.0,84,96.0
T0012178,1,2025-03-22,2025-03-22,B02,,0,0,F02,1,290,290,0.0,290.0,138,152.0
T0012178,2,2025-03-22,2025-03-22,B02,,0,0,F02,1,290,290,0.0,290.0,138,152.0
T0012178,3,2025-03-22,2025-03-22,B02,,0,0,F01,3,260,780,0.0,780.0,354,426.0
T0012331,1,2025-03-22,2025-03-22,B05,,0,0,F03,1,230,230,0.0,230.0,88,142.0
T0012331,2,2025-03-22,2025-03-22,B05,,0,0,D04,1,190,190,0.0,190.0,92,98.0
T0012331,3,2025-03-22,2025-03-22,B05,,0,0,D08,4,180,720,0.0,720.0,336,384.0
T0012266,1,2025-03-22,2025-03-22,B04,,0,0,D02,1,95,95,0.0,95.0,41,54.0
T0012208,1,2025-03-22,2025-03-22,B03,,0,0,F05,1,240,240,0.0,240.0,104,136.0
T0012208,2,2025-03-22,2025-03-22,B03,,0,0,F01,1,260,260,0.0,260.0,118,142.0
