member_id,branch_id,plan_id,expiring_payment_id,expiry_date,renewed,observable
M00972,B01,P3,PAY000972,2026-06-12,1,1
M00973,B01,P1,PAY000973,2026-04-16,0,1
M00974,B01,P1,PAY000974,2026-04-07,1,1
M00974,B01,P1,PAY012566,2026-05-10,0,1
M00975,B01,P2,PAY000975,2026-04-25,0,1
M00976,B01,P1,PAY000976,2026-04-20,1,1
M00976,B01,P1,PAY012752,2026-05-22,1,1
M00976,B01,P1,PAY013169,2026-06-26,0,0
M00978,B01,P3,PAY000978,2026-06-17,1,0
M00980,B01,P1,PAY000980,2026-04-25,1,1
M00980,B01,P1,PAY012835,2026-06-02,1,1
M00980,B01,P1,PAY013291,2026-06-30,0,0
M00981,B01,P3,PAY000981,2026-06-08,1,1
M00985,B01,P1,PAY000985,2026-04-26,1,1
M00986,B01,P2,PAY000986,2026-04-07,1,1
M00986,B01,P2,PAY012567,2026-05-09,1,1
M00986,B01,P2,PAY013016,2026-06-16,1,1
M00987,B01,P3,PAY000987,2026-06-18,1,0
M00988,B01,P2,PAY000988,2026-04-19,1,1
M00988,B01,P2,PAY012744,2026-05-26,0,1
M00989,B01,P1,PAY000989,2026-04-04,0,1
M00991,B01,P1,PAY000991,2026-04-14,1,1
M00992,B01,P3,PAY000992,2026-06-29,1,0
M00994,B01,P1,PAY000994,2026-04-17,1,1
M00994,B01,P1,PAY012712,2026-05-18,0,1
M00995,B01,P1,PAY000995,2026-04-09,0,1
M00997,B01,P1,PAY000997,2026-04-21,1,1
M00997,B01,P1,PAY012770,2026-05-28,1,1
M00999,B01,P2,PAY000999,2026-04-10,0,1
M01000,B01,P2,PAY001000,2026-04-17,1,1
M01000,B01,P2,PAY012713,2026-05-18,1,1
M01000,B01,P2,PAY013109,2026-06-25,0,0
M01002,B01,P3,PAY001002,2026-06-23,0,0
M01003,B01,P1,PAY001003,2026-04-13,1,1
M01003,B01,P1,PAY012650,2026-05-11,0,1
M01004,B01,P1,PAY001004,2026-04-05,0,1
M01005,B01,P3,PAY001005,2026-06-27,0,0
M01006,B01,P3,PAY001006,2026-06-19,1,0
M01007,B01,P1,PAY001007,2026-04-09,1,1
M01007,B01,P1,PAY012599,2026-05-11,1,1
M01007,B01,P1,PAY013034,2026-06-19,0,0
M01008,B01,P2,PAY001008,2026-04-05,1,1
M01008,B01,P2,PAY012540,2026-05-12,1,1
M01008,B01,P1,PAY013041,2026-06-09,0,1
M01009,B01,P1,PAY001009,2026-04-02,1,1
M01009,B01,P1,PAY012493,2026-04-30,1,1
M01010,B01,P1,PAY001010,2026-04-09,1,1
M01010,B01,P1,PAY012600,2026-05-15,0,1
M01013,B01,P1,PAY001013,2026-04-02,0,1
M01014,B01,P1,PAY001014,2026-05-26,1,1
M01014,B01,P1,PAY013228,2026-06-29,0,0
M01016,B01,P1,PAY001016,2026-05-24,0,1
M01020,B01,P1,PAY001020,2026-05-18,0,1
M01021,B01,P1,PAY001021,2026-05-18,1,1
M01021,B01,P1,PAY013110,2026-06-20,1,0
M01023,B01,P2,PAY001023,2026-05-24,1,1
M01023,B01,P2,PAY013192,2026-06-25,1,0
M01025,B01,P1,PAY001025,2026-05-13,1,1
M01025,B01,P1,PAY013056,2026-06-24,0,0
M01026,B01,P2,PAY001026,2026-05-12,1,1
M01026,B01,P2,PAY013042,2026-06-22,1,0
M01027,B01,P1,PAY001027,2026-05-03,0,1
M01029,B01,P1,PAY001029,2026-05-21,1,1
M01029,B01,P1,PAY013155,2026-06-22,0,0
M01031,B01,P2,PAY001031,2026-05-24,1,1
M01032,B01,P1,PAY001032,2026-05-17,1,1
M01032,B01,P1,PAY013098,2026-06-18,1,0
M01035,B01,P1,PAY001035,2026-05-09,1,1
M01035,B01,P1,PAY013017,2026-06-07,1,1
M01036,B01,P1,PAY001036,2026-05-24,0,1
M01037,B01,P1,PAY001037,2026-05-26,1,1
M01037,B01,P1,PAY013229,2026-06-30,1,0
M01039,B01,P2,PAY001039,2026-05-04,1,1
M01039,B01,P2,PAY012962,2026-06-11,1,1
M01043,B01,P1,PAY001043,2026-05-27,1,1
M01044,B01,P1,PAY001044,2026-05-13,1,1
M01044,B01,P1,PAY013057,2026-06-13,1,1
M01045,B01,P1,PAY001045,2026-05-24,1,1
M01045,B01,P1,PAY013194,2026-06-22,1,0
M01046,B01,P1,PAY001046,2026-05-06,1,1
M01046,B01,P1,PAY012985,2026-06-16,0,1
M01047,B01,P1,PAY001047,2026-05-19,1,1
M01047,B01,P1,PAY013126,2026-06-24,0,0
M01049,B01,P1,PAY001049,2026-05-05,1,1
M01049,B01,P1,PAY012973,2026-06-13,1,1
M01050,B01,P1,PAY001050,2026-05-19,1,1
M01050,B01,P1,PAY013127,2026-06-21,0,0
M01051,B01,P2,PAY001051,2026-05-23,1,1
M01051,B01,P2,PAY013181,2026-06-22,0,0
M01056,B01,P1,PAY001056,2026-05-16,1,1
M01056,B01,P1,PAY013087,2026-06-19,1,0
M01057,B01,P1,PAY001057,2026-05-26,0,1
M01060,B01,P2,PAY001060,2026-05-17,1,1
M01060,B01,P2,PAY013099,2026-06-23,1,0
M01062,B01,P2,PAY001062,2026-05-19,1,1
M01062,B01,P2,PAY013128,2026-06-14,1,1
M01065,B01,P2,PAY001065,2026-05-05,1,1
M01065,B01,P2,PAY012974,2026-06-08,1,1
M01066,B01,P1,PAY001066,2026-05-06,1,1
M01066,B01,P1,PAY012986,2026-06-04,1,1
M01066,B01,P1,PAY013325,2026-06-30,1,0
M01067,B01,P2,PAY001067,2026-05-20,1,1
M01067,B01,P2,PAY013139,2026-06-16,1,1
M01068,B01,P1,PAY001068,2026-06-24,0,0
M01070,B01,P2,PAY001070,2026-06-30,0,0
M01071,B01,P2,PAY001071,2026-06-26,0,0
M01076,B01,P1,PAY001076,2026-06-03,1,1
M01079,B01,P1,PAY001079,2026-06-23,0,0
M01081,B01,P2,PAY001081,2026-06-11,1,1
M01085,B01,P1,PAY001085,2026-06-02,1,1
M01086,B01,P1,PAY001086,2026-06-12,1,1
M01091,B01,P1,PAY001091,2026-06-05,1,1
M01094,B01,P1,PAY001094,2026-06-07,1,1
M01095,B01,P1,PAY001095,2026-06-11,1,1
M01098,B01,P2,PAY001098,2026-06-02,1,1
M01098,B01,P2,PAY013293,2026-06-28,1,0
M01099,B01,P1,PAY001099,2026-06-25,0,0
M01101,B01,P1,PAY001101,2026-06-18,1,0
M01103,B01,P1,PAY001103,2026-06-19,0,0
M01105,B01,P1,PAY001105,2026-06-12,1,1
M01106,B01,P2,PAY001106,2026-06-23,1,0
M01108,B01,P2,PAY001108,2026-06-02,1,1
M01109,B01,P1,PAY001109,2026-06-24,1,0
M01112,B01,P1,PAY001112,2026-06-10,1,1
M01115,B01,P2,PAY001115,2026-06-19,1,0
M01156,B02,P3,PAY001156,2025-01-21,1,1
M01156,B02,P4,PAY005556,2025-07-17,1,1
M01156,B02,P4,PAY009126,2026-01-22,1,1
M01157,B02,P1,PAY001157,2025-01-24,1,1
M01157,B02,P1,PAY005647,2025-02-20,0,1
M01158,B02,P4,PAY001158,2025-01-26,1,1
M01158,B02,P5,PAY005706,2026-01-27,1,1
M01159,B02,P3,PAY001159,2025-02-15,1,1
M01159,B02,P3,PAY006188,2025-05-13,1,1
M01159,B02,P3,PAY008073,2025-08-18,1,1
M01159,B02,P3,PAY009590,2025-11-27,1,1
M01159,B02,P3,PAY010889,2026-03-07,1,1
M01159,B02,P3,PAY012152,2026-06-09,1,1
M01160,B02,P1,PAY001160,2025-01-19,1,1
M01160,B02,P1,PAY005496,2025-02-21,0,1
M01161,B02,P1,PAY001161,2025-01-16,1,1
M01161,B02,P1,PAY005411,2025-02-14,1,1
M01161,B02,P1,PAY006162,2025-03-11,1,1
M01161,B02,P1,PAY006795,2025-04-17,1,1
M01161,B02,P1,PAY007570,2025-05-13,1,1
M01161,B02,P1,PAY008074,2025-06-17,1,1
M01161,B02,P1,PAY008628,2025-07-16,1,1
M01161,B02,P1,PAY009109,2025-08-15,0,1
M01162,B02,P3,PAY001162,2025-02-24,1,1
M01162,B02,P3,PAY006414,2025-06-06,0,1
M01163,B02,P3,PAY001163,2025-03-03,1,1
M01163,B02,P3,PAY006612,2025-06-07,1,1
M01163,B02,P3,PAY008475,2025-09-04,1,1
M01163,B02,P3,PAY009816,2025-12-12,1,1
M01163,B02,P1,PAY011079,2026-01-13,1,1
M01163,B02,P1,PAY011441,2026-02-09,1,1
M01163,B02,P1,PAY011782,2026-03-12,1,1
M01163,B02,P1,PAY012230,2026-04-14,1,1
M01163,B02,P1,PAY012667,2026-05-24,1,1
M01163,B02,P1,PAY013195,2026-06-19,1,0
M01164,B02,P4,PAY001164,2025-04-04,1,1
M01164,B02,P4,PAY007284,2025-10-01,1,1
M01164,B02,P4,PAY010195,2026-03-28,1,1
M01165,B02,P1,PAY001165,2025-01-14,1,1
M01165,B02,P1,PAY005348,2025-02-09,1,1
M01165,B02,P1,PAY006035,2025-03-16,1,1
M01165,B02,P1,PAY006900,2025-04-11,1,1
M01165,B02,P1,PAY007439,2025-05-19,1,1
M01165,B02,P1,PAY008174,2025-06-18,1,1
M01165,B02,P1,PAY008649,2025-07-15,1,1
M01165,B02,P1,PAY009087,2025-08-25,1,1
M01165,B02,P1,PAY009687,2025-09-28,0,1
M01166,B02,P1,PAY001166,2025-01-13,1,1
M01166,B02,P1,PAY005310,2025-02-17,1,1
M01166,B02,P1,PAY006229,2025-03-21,0,1
M01167,B02,P5,PAY001167,2025-10-09,0,1
M01168,B02,P1,PAY001168,2025-01-19,1,1
M01168,B02,P1,PAY005497,2025-02-15,1,1
M01168,B02,P1,PAY006189,2025-03-11,1,1
M01168,B02,P1,PAY006796,2025-04-12,1,1
M01168,B02,P3,PAY007465,2025-07-10,1,1
M01168,B02,P3,PAY008994,2025-10-12,0,1
M01169,B02,P1,PAY001169,2025-01-21,0,1
M01170,B02,P1,PAY001170,2025-01-10,0,1
M01171,B02,P1,PAY001171,2025-01-21,1,1
M01171,B02,P1,PAY005557,2025-02-23,0,1
M01172,B02,P3,PAY001172,2025-01-10,0,1
M01173,B02,P2,PAY001173,2025-01-27,1,1
M01173,B02,P2,PAY005729,2025-02-25,1,1
M01173,B02,P2,PAY006440,2025-03-22,1,1
M01173,B02,P4,PAY007044,2025-09-26,0,1
M01174,B02,P3,PAY001174,2025-01-31,1,1
M01174,B02,P3,PAY005858,2025-04-30,1,1
M01174,B02,P3,PAY007822,2025-07-27,1,1
M01174,B02,P3,PAY009294,2025-10-29,1,1
M01174,B02,P3,PAY010553,2026-01-25,1,1
M01174,B02,P3,PAY011609,2026-05-01,1,1
M01175,B02,P1,PAY001175,2025-01-10,1,1
M01175,B02,P1,PAY005203,2025-02-17,0,1
M01176,B02,P3,PAY001176,2025-02-20,1,1
M01176,B02,P3,PAY006312,2025-05-17,1,1
M01176,B02,P1,PAY008140,2025-06-17,1,1
M01176,B02,P1,PAY008629,2025-07-12,1,1
M01176,B02,P1,PAY009032,2025-08-21,1,1
M01176,B02,P1,PAY009624,2025-09-29,1,1
M01176,B02,P1,PAY010155,2025-11-07,1,1
M01176,B02,P1,PAY010660,2025-12-08,1,1
M01176,B02,P1,PAY011037,2026-01-05,1,1
M01176,B02,P1,PAY011346,2026-02-14,1,1
M01176,B02,P1,PAY011855,2026-03-12,1,1
M01176,B02,P1,PAY012231,2026-04-18,1,1
M01177,B02,P4,PAY001177,2025-01-24,1,1
M01177,B02,P4,PAY005648,2025-07-24,1,1
M01177,B02,P3,PAY009239,2025-10-20,1,1
M01177,B02,P3,PAY010431,2026-01-31,0,1
M01178,B02,P1,PAY001178,2025-01-18,0,1
M01179,B02,P3,PAY001179,2025-01-09,0,1
M01180,B02,P1,PAY001180,2025-01-12,0,1
M01181,B02,P1,PAY001181,2025-01-09,1,1
M01181,B02,P1,PAY005166,2025-02-17,1,1
M01181,B02,P1,PAY006230,2025-03-18,0,1
M01182,B02,P2,PAY001182,2025-01-03,0,1
M01183,B02,P1,PAY001183,2025-01-19,0,1
M01184,B02,P3,PAY001184,2025-01-08,1,1
M01184,B02,P3,PAY005137,2025-04-19,1,1
M01184,B02,P3,PAY007605,2025-07-24,1,1
M01184,B02,P4,PAY009240,2026-01-31,0,1
M01185,B02,P1,PAY001185,2025-01-11,1,1
M01185,B02,P1,PAY005236,2025-02-12,1,1
M01185,B02,P3,PAY006111,2025-05-11,0,1
M01186,B02,P4,PAY001186,2025-02-11,0,1
M01187,B02,P5,PAY001187,2025-03-26,1,1
M01187,B02,P5,PAY007131,2026-03-22,1,1
M01188,B02,P1,PAY001188,2025-01-29,1,1
M01188,B02,P1,PAY005798,2025-03-05,0,1
M01189,B02,P1,PAY001189,2025-01-20,0,1
M01190,B02,P5,PAY001190,2025-10-29,1,1
M01191,B02,P3,PAY001191,2025-02-14,1,1
M01191,B02,P3,PAY006163,2025-05-10,1,1
M01191,B02,P3,PAY008023,2025-08-07,1,1
M01191,B02,P3,PAY009454,2025-11-06,1,1
M01191,B02,P3,PAY010643,2026-02-08,1,1
M01191,B02,P3,PAY011761,2026-05-10,1,1
M01192,B02,P1,PAY001192,2025-01-03,1,1
M01192,B02,P1,PAY004987,2025-02-06,1,1
M01192,B02,P1,PAY005969,2025-03-04,1,1
M01192,B02,P1,PAY006637,2025-04-07,0,1
M01193,B02,P3,PAY001193,2025-01-23,1,1
M01193,B02,P3,PAY005622,2025-04-19,1,1
M01193,B02,P1,PAY007606,2025-05-30,1,1
M01193,B02,P1,PAY008352,2025-06-26,1,1
M01193,B02,P1,PAY008767,2025-07-23,1,1
M01193,B02,P1,PAY009219,2025-08-26,1,1
M01193,B02,P1,PAY009710,2025-09-23,1,1
M01193,B02,P1,PAY010071,2025-10-23,1,1
M01193,B02,P1,PAY010468,2025-11-18,1,1
M01193,B02,P1,PAY010785,2025-12-16,1,1
M01193,B02,P1,PAY011122,2026-01-12,0,1
M01194,B02,P3,PAY001194,2025-02-04,1,1
M01194,B02,P3,PAY005919,2025-05-15,0,1
M01195,B02,P3,PAY001195,2025-03-17,1,1
M01195,B02,P3,PAY006922,2025-06-21,1,1
M01195,B02,P3,PAY008690,2025-09-25,1,1
M01195,B02,P3,PAY010101,2026-01-03,1,1
M01195,B02,P3,PAY011328,2026-03-31,1,1
M01196,B02,P1,PAY001196,2025-01-04,1,1
M01196,B02,P1,PAY005031,2025-02-11,1,1
M01196,B02,P1,PAY006086,2025-03-08,1,1
M01196,B02,P1,PAY006731,2025-04-14,0,1
M01197,B02,P5,PAY001197,2025-04-15,1,1
M01197,B02,P5,PAY007528,2026-04-11,0,1
M01198,B02,P1,PAY001198,2025-01-12,0,1
M01199,B02,P4,PAY001199,2025-01-12,1,1
M01199,B02,P4,PAY005277,2025-07-19,1,1
M01199,B02,P4,PAY009154,2026-01-14,1,1
M01200,B02,P2,PAY001200,2025-01-12,1,1
M01200,B02,P2,PAY005278,2025-02-22,1,1
M01200,B02,P2,PAY006365,2025-03-20,1,1
M01200,B02,P2,PAY006993,2025-04-30,1,1
M01200,B02,P2,PAY007823,2025-06-08,0,1
M01201,B02,P3,PAY001201,2025-01-04,1,1
M01201,B02,P3,PAY005032,2025-04-14,1,1
M01201,B02,P3,PAY007510,2025-07-16,1,1
M01201,B02,P3,PAY009110,2025-10-25,1,1
M01201,B02,P3,PAY010496,2026-01-25,0,1
M01202,B02,P5,PAY001202,2025-10-10,0,1
M01203,B02,P4,PAY001203,2025-01-10,1,1
M01203,B02,P4,PAY005204,2025-07-20,1,1
M01203,B02,P4,PAY009169,2026-01-25,1,1
M01204,B02,P3,PAY001204,2025-02-19,1,1
M01204,B02,P3,PAY006287,2025-05-20,1,1
M01204,B02,P3,PAY008186,2025-08-30,1,1
M01204,B02,P3,PAY009757,2025-12-04,1,1
M01204,B02,P3,PAY010990,2026-03-13,1,1
M01204,B02,P3,PAY012248,2026-06-21,1,0
M01205,B02,P1,PAY001205,2025-01-06,1,1
M01205,B02,P1,PAY005088,2025-02-02,1,1
M01205,B02,P1,PAY005886,2025-02-28,1,1
M01205,B02,P1,PAY006504,2025-03-25,1,1
M01205,B02,P1,PAY007111,2025-05-01,0,1
M01206,B02,P4,PAY001206,2025-01-22,1,1
M01206,B02,P1,PAY005591,2025-02-26,1,1
M01206,B02,P1,PAY006463,2025-03-27,1,1
M01206,B02,P1,PAY007151,2025-05-07,1,1
M01206,B02,P1,PAY007962,2025-06-10,1,1
M01206,B02,P3,PAY008517,2025-09-21,1,1
M01206,B02,P3,PAY010043,2025-12-30,1,1
M01207,B02,P5,PAY001207,2025-06-07,1,1
M01207,B02,P5,PAY008476,2026-06-13,1,1
M01208,B02,P1,PAY001208,2025-01-27,1,1
M01208,B02,P1,PAY005730,2025-02-28,1,1
M01208,B02,P1,PAY006505,2025-04-07,1,1
M01208,B02,P1,PAY007354,2025-05-14,1,1
M01208,B02,P1,PAY008087,2025-06-16,0,1
M01209,B02,P2,PAY001209,2025-01-30,1,1
M01209,B02,P2,PAY005828,2025-03-03,0,1
M01210,B02,P3,PAY001210,2025-02-03,1,1
M01210,B02,P3,PAY005898,2025-05-14,1,1
M01210,B02,P3,PAY008088,2025-08-21,1,1
M01210,B02,P3,PAY009625,2025-11-27,1,1
M01210,B02,P3,PAY010890,2026-03-04,1,1
M01210,B02,P3,PAY012110,2026-06-03,1,1
M01211,B02,P3,PAY001211,2025-01-05,1,1
M01211,B02,P3,PAY005061,2025-04-04,1,1
M01211,B02,P3,PAY007285,2025-06-30,1,1
M01211,B02,P3,PAY008840,2025-10-02,1,1
M01211,B02,P3,PAY010210,2026-01-13,1,1
M01211,B02,P3,PAY011442,2026-04-23,1,1
M01212,B02,P1,PAY001212,2025-01-28,1,1
M01212,B02,P1,PAY005764,2025-02-28,0,1
M01213,B02,P3,PAY001213,2025-03-31,1,1
M01213,B02,P4,PAY007199,2025-10-11,0,1
M01214,B02,P2,PAY001214,2025-01-11,1,1
M01214,B02,P5,PAY005237,2026-01-07,1,1
M01215,B02,P4,PAY001215,2025-03-13,1,1
M01215,B02,P4,PAY006837,2025-09-14,1,1
M01215,B02,P4,PAY009945,2026-03-16,0,1
M01216,B02,P3,PAY001216,2025-03-23,1,1
M01216,B02,P3,PAY007067,2025-06-26,1,1
M01216,B02,P3,PAY008768,2025-10-03,1,1
M01216,B02,P3,PAY010218,2026-01-02,1,1
M01216,B02,P3,PAY011311,2026-04-05,1,1
M01217,B02,P2,PAY001217,2025-01-22,1,1
M01217,B02,P4,PAY005592,2025-07-29,0,1
M01218,B02,P1,PAY001218,2025-01-03,0,1
M01219,B02,P4,PAY001219,2025-02-24,1,1
M01219,B02,P4,PAY006415,2025-09-05,1,1
M01219,B02,P4,PAY009826,2026-03-16,1,1
M01220,B02,P1,PAY001220,2025-01-24,1,1
M01220,B02,P3,PAY005649,2025-04-29,1,1
M01220,B02,P3,PAY007798,2025-08-07,0,1
M01221,B02,P1,PAY001221,2025-01-03,1,1
M01221,B02,P1,PAY004988,2025-02-14,1,1
M01221,B02,P1,PAY006164,2025-03-14,1,1
M01221,B02,P1,PAY006859,2025-04-12,1,1
M01221,B02,P1,PAY007466,2025-05-17,1,1
M01221,B02,P1,PAY008141,2025-06-27,1,1
M01221,B02,P1,PAY008781,2025-08-07,0,1
M01222,B02,P1,PAY001222,2025-01-10,1,1
M01222,B02,P1,PAY005205,2025-02-19,1,1
M01222,B02,P1,PAY006288,2025-03-18,1,1
M01222,B02,P1,PAY006942,2025-04-22,0,1
M01223,B02,P2,PAY001223,2025-01-30,1,1
M01223,B02,P2,PAY005829,2025-03-01,0,1
M01224,B02,P4,PAY001224,2025-05-30,1,1
M01224,B02,P4,PAY008353,2025-12-01,1,1
M01224,B02,P1,PAY010953,2026-01-09,1,1
M01224,B02,P1,PAY011393,2026-02-10,1,1
M01224,B02,P1,PAY011799,2026-03-20,1,1
M01224,B02,P1,PAY012337,2026-04-18,1,1
M01225,B02,P5,PAY001225,2025-03-28,1,1
M01225,B02,P5,PAY007175,2026-03-24,1,1
M01225,B02,P2,PAY012389,2026-04-22,1,1
M01225,B02,P2,PAY012795,2026-06-03,1,1
M01226,B02,P1,PAY001226,2025-01-16,1,1
M01226,B02,P1,PAY005412,2025-02-26,0,1
M01227,B02,P3,PAY001227,2025-01-29,1,1
M01227,B02,P3,PAY005799,2025-04-26,0,1
M01228,B02,P2,PAY001228,2025-01-03,0,1
M01229,B02,P4,PAY001229,2025-03-13,1,1
M01229,B02,P4,PAY006838,2025-09-14,1,1
M01229,B02,P4,PAY009946,2026-03-23,1,1
M01230,B02,P4,PAY001230,2025-04-11,1,1
M01230,B02,P4,PAY007440,2025-10-14,1,1
M01230,B02,P4,PAY010353,2026-04-19,0,1
M01231,B02,P1,PAY001231,2025-01-11,1,1
M01231,B02,P1,PAY005238,2025-02-18,1,1
M01231,B02,P1,PAY006253,2025-03-23,1,1
M01231,B02,P1,PAY007068,2025-04-27,1,1
M01231,B02,P1,PAY007764,2025-05-30,1,1
M01231,B02,P1,PAY008354,2025-06-30,1,1
M01231,B02,P1,PAY008841,2025-08-03,1,1
M01231,B02,P1,PAY009402,2025-09-08,0,1
M01232,B02,P1,PAY001232,2025-01-04,1,1
M01232,B02,P1,PAY005033,2025-02-12,1,1
M01232,B02,P1,PAY006112,2025-03-23,1,1
M01232,B02,P1,PAY007069,2025-05-02,1,1
M01232,B02,P1,PAY007880,2025-06-02,1,1
M01232,B02,P4,PAY008381,2025-12-02,1,1
M01232,B02,P4,PAY010965,2026-05-27,1,1
M01233,B02,P1,PAY001233,2025-01-12,0,1
M01234,B02,P3,PAY001234,2025-03-04,1,1
M01234,B02,P3,PAY006638,2025-05-28,0,1
M01235,B02,P3,PAY001235,2025-03-25,1,1
M01235,B02,P3,PAY007112,2025-06-22,1,1
M01235,B02,P3,PAY008703,2025-09-18,0,1
M01236,B02,P2,PAY001236,2025-01-11,1,1
M01236,B02,P2,PAY005239,2025-02-07,0,1
M01237,B02,P3,PAY001237,2025-02-07,1,1
M01237,B02,P3,PAY005990,2025-05-14,0,1
M01238,B02,P3,PAY001238,2025-01-04,1,1
M01238,B02,P3,PAY005034,2025-04-02,1,1
M01238,B02,P3,PAY007232,2025-07-12,0,1
M01239,B02,P3,PAY001239,2025-01-12,0,1
M01240,B02,P3,PAY001240,2025-01-08,0,1
M01241,B02,P5,PAY001241,2025-07-09,1,1
M01242,B02,P3,PAY001242,2025-01-31,0,1
M01243,B02,P2,PAY001243,2025-01-27,1,1
M01243,B02,P2,PAY005731,2025-03-04,1,1
M01243,B02,P2,PAY006639,2025-04-09,1,1
M01243,B02,P2,PAY007389,2025-05-19,0,1
M01244,B02,P4,PAY001244,2025-03-18,1,1
M01244,B02,P4,PAY006943,2025-09-20,1,1
M01244,B02,P4,PAY010024,2026-03-21,0,1
M01245,B02,P1,PAY001245,2025-01-10,1,1
M01245,B02,P1,PAY005206,2025-02-06,0,1
M01246,B02,P3,PAY001246,2025-02-08,0,1
M01247,B02,P3,PAY001247,2025-02-04,1,1
M01247,B02,P3,PAY005920,2025-04-30,0,1
M01248,B02,P1,PAY001248,2025-01-09,1,1
M01248,B02,P4,PAY005167,2025-07-05,0,1
M01249,B02,P1,PAY001249,2025-01-18,1,1
M01249,B02,P4,PAY005464,2025-07-21,1,1
M01249,B02,P4,PAY009191,2026-01-22,1,1
M01250,B02,P4,PAY001250,2025-05-11,1,1
M01250,B02,P4,PAY008045,2025-11-16,1,1
M01250,B02,P4,PAY010760,2026-05-16,1,1
M01251,B02,P3,PAY001251,2025-01-29,1,1
M01251,B02,P3,PAY005800,2025-04-26,1,1
M01251,B02,P3,PAY007754,2025-07-28,1,1
M01251,B02,P3,PAY009311,2025-10-25,0,1
M01252,B02,P1,PAY001252,2025-01-08,1,1
M01252,B02,P1,PAY005138,2025-02-06,1,1
M01252,B02,P5,PAY005970,2026-02-05,0,1
M01253,B02,P3,PAY001253,2025-03-29,1,1
M01253,B02,P3,PAY007189,2025-06-27,1,1
M01253,B02,P3,PAY008782,2025-09-30,1,1
M01253,B02,P1,PAY010174,2025-11-06,1,1
M01253,B02,P1,PAY010644,2025-12-12,1,1
M01253,B02,P1,PAY011080,2026-01-16,0,1
M01254,B02,P3,PAY001254,2025-03-12,1,1
M01254,B02,P3,PAY006813,2025-06-17,1,1
M01254,B02,P3,PAY008630,2025-09-20,1,1
M01254,B02,P3,PAY010025,2025-12-15,1,1
M01254,B02,P3,PAY011113,2026-03-13,0,1
M01255,B02,P1,PAY001255,2025-01-16,1,1
M01255,B02,P1,PAY005413,2025-02-27,0,1
M01256,B02,P2,PAY001256,2025-01-08,1,1
M01256,B02,P2,PAY005139,2025-02-05,1,1
M01256,B02,P2,PAY005942,2025-03-05,1,1
M01256,B02,P2,PAY006663,2025-04-11,1,1
M01256,B02,P4,PAY007441,2025-10-16,1,1
M01256,B02,P4,PAY010378,2026-04-19,1,1
M01257,B02,P3,PAY001257,2025-03-23,1,1
M01257,B02,P3,PAY007070,2025-06-30,0,1
M01258,B02,P1,PAY001258,2025-01-05,1,1
M01258,B02,P1,PAY005062,2025-02-11,1,1
M01258,B02,P1,PAY006087,2025-03-22,1,1
M01258,B02,P1,PAY007045,2025-05-02,1,1
M01258,B02,P1,PAY007881,2025-06-04,1,1
M01258,B02,P1,PAY008423,2025-07-11,1,1
M01258,B02,P1,PAY009014,2025-08-11,1,1
M01258,B02,P1,PAY009507,2025-09-10,1,1
M01258,B02,P3,PAY009891,2025-12-05,1,1
M01258,B02,P3,PAY011004,2026-03-01,0,1
M01259,B02,P1,PAY001259,2025-01-02,1,1
M01259,B02,P1,PAY004955,2025-02-10,1,1
M01259,B02,P1,PAY006064,2025-03-11,1,1
M01259,B02,P2,PAY006797,2025-04-16,1,1
M01259,B02,P2,PAY007544,2025-05-17,1,1
M01259,B02,P2,PAY008142,2025-06-17,1,1
M01259,B02,P2,PAY008631,2025-07-19,1,1
M01259,B02,P2,PAY009155,2025-08-28,1,1
M01259,B02,P2,PAY009733,2025-10-06,1,1
M01259,B02,P2,PAY010253,2025-11-08,1,1
M01259,B02,P2,PAY010673,2025-12-04,1,1
M01259,B02,P2,PAY010991,2026-01-06,1,1
M01259,B02,P2,PAY011354,2026-02-14,1,1
M01259,B02,P2,PAY011856,2026-03-23,1,1
M01259,B02,P2,PAY012377,2026-04-21,1,1
M01259,B02,P2,PAY012771,2026-06-02,1,1
M01260,B02,P4,PAY001260,2025-04-23,0,1
M01261,B02,P1,PAY001261,2025-01-15,1,1
M01261,B02,P1,PAY005378,2025-02-24,0,1
M01262,B02,P1,PAY001262,2025-01-13,1,1
M01262,B02,P1,PAY005311,2025-02-23,1,1
M01262,B02,P1,PAY006389,2025-04-02,0,1
M01263,B02,P3,PAY001263,2025-01-17,0,1
M01264,B02,P1,PAY001264,2025-01-27,1,1
M01264,B02,P1,PAY005732,2025-02-23,1,1
M01264,B02,P1,PAY006390,2025-03-24,1,1
M01264,B02,P1,PAY007088,2025-05-04,1,1
M01264,B02,P4,PAY007914,2025-11-02,1,1
M01264,B02,P1,PAY010590,2025-12-09,1,1
M01264,B02,P1,PAY011049,2026-01-12,0,1
M01265,B02,P1,PAY001265,2025-01-07,1,1
M01265,B02,P1,PAY005110,2025-02-14,1,1
M01265,B02,P1,PAY006165,2025-03-09,1,1
M01265,B02,P1,PAY006756,2025-04-10,1,1
M01265,B02,P1,PAY007414,2025-05-18,1,1
M01265,B02,P1,PAY008160,2025-06-13,0,1
M01266,B02,P4,PAY001266,2025-01-08,1,1
M01266,B02,P1,PAY005140,2025-02-10,1,1
M01266,B02,P1,PAY006065,2025-03-09,0,1
M01267,B02,P2,PAY001267,2025-01-22,1,1
M01267,B02,P2,PAY005593,2025-02-27,0,1
M01268,B02,P1,PAY001268,2025-01-15,1,1
