service_txn_id,service_date,branch_id,service_type,amount,direct_cost
GS013813,2025-05-14,B01,Day Pass,150,20
GS013814,2025-05-14,B01,Day Pass,150,20
GS013815,2025-05-14,B02,Personal Training,650,380
GS013816,2025-05-14,B02,Personal Training,650,380
GS013817,2025-05-14,B02,Personal Training,650,380
GS013818,2025-05-14,B02,Personal Training,650,380
GS013819,2025-05-14,B02,Personal Training,650,380
GS013820,2025-05-14,B02,Personal Training,650,380
GS013821,2025-05-14,B02,Personal Training,650,380
GS013822,2025-05-14,B02,Personal Training,650,380
GS013823,2025-05-14,B02,Personal Training,650,380
GS013824,2025-05-14,B02,Group Class,250,90
GS013825,2025-05-14,B02,Group Class,250,90
GS013826,2025-05-14,B02,Group Class,250,90
GS013827,2025-05-14,B02,Group Class,250,90
GS013828,2025-05-14,B02,Group Class,250,90
GS013829,2025-05-14,B02,Group Class,250,90
GS013830,2025-05-14,B02,Group Class,250,90
GS013831,2025-05-14,B02,Group Class,250,90
GS013832,2025-05-14,B02,Group Class,250,90
GS013833,2025-05-14,B02,Group Class,250,90
GS013834,2025-05-14,B02,Group Class,250,90
GS013835,2025-05-14,B02,Group Class,250,90
GS013836,2025-05-14,B02,Group Class,250,90
GS013837,2025-05-14,B02,Group Class,250,90
GS013838,2025-05-14,B02,Group Class,250,90
GS013839,2025-05-14,B02,Group Class,250,90
GS013840,2025-05-14,B02,Day Pass,150,20
GS013841,2025-05-14,B02,Day Pass,150,20
GS013842,2025-05-14,B02,Day Pass,150,20
GS013843,2025-05-14,B02,Day Pass,150,20
GS013844,2025-05-14,B02,Day Pass,150,20
GS013845,2025-05-14,B02,Day Pass,150,20
GS013846,2025-05-14,B03,Personal Training,650,380
GS013847,2025-05-14,B03,Personal Training,650,380
GS013848,2025-05-14,B03,Group Class,250,90
GS013849,2025-05-14,B03,Group Class,250,90
GS013850,2025-05-14,B03,Group Class,250,90
GS013851,2025-05-14,B03,Day Pass,150,20
GS013852,2025-05-14,B03,Day Pass,150,20
GS013853,2025-05-14,B03,Day Pass,150,20
GS013854,2025-05-14,B03,Day Pass,150,20
GS013855,2025-05-14,B03,Day Pass,150,20
GS013856,2025-05-14,B03,Day Pass,150,20
GS013857,2025-05-14,B03,Day Pass,150,20
GS013858,2025-05-14,B03,Day Pass,150,20
GS013859,2025-05-14,B03,Day Pass,150,20
GS013860,2025-05-14,B03,Day Pass,150,20
GS013861,2025-05-14,B04,Personal Training,650,380
GS013862,2025-05-14,B04,Personal Training,650,380
GS013863,2025-05-14,B04,Personal Training,650,380
GS013864,2025-05-14,B04,Personal Training,650,380
GS013865,2025-05-14,B04,Personal Training,650,380
GS013866,2025-05-14,B04,Group Class,250,90
GS013867,2025-05-14,B04,Group Class,250,90
GS013868,2025-05-14,B04,Group Class,250,90
GS013869,2025-05-14,B04,Group Class,250,90
GS013870,2025-05-14,B04,Group Class,250,90
GS013871,2025-05-14,B04,Group Class,250,90
GS013872,2025-05-14,B04,Group Class,250,90
GS013873,2025-05-14,B04,Group Class,250,90
GS013874,2025-05-14,B04,Group Class,250,90
GS013875,2025-05-14,B04,Day Pass,150,20
GS013876,2025-05-14,B04,Day Pass,150,20
GS013877,2025-05-14,B04,Day Pass,150,20
GS013878,2025-05-14,B05,Personal Training,650,380
GS013879,2025-05-14,B05,Personal Training,650,380
GS013880,2025-05-14,B05,Personal Training,650,380
GS013881,2025-05-14,B05,Group Class,250,90
GS013882,2025-05-14,B05,Group Class,250,90
GS013883,2025-05-14,B05,Group Class,250,90
GS013884,2025-05-14,B05,Group Class,250,90
GS013885,2025-05-14,B05,Group Class,250,90
GS013886,2025-05-14,B05,Group Class,250,90
GS013887,2025-05-14,B05,Group Class,250,90
GS013888,2025-05-14,B05,Group Class,250,90
GS013889,2025-05-14,B05,Group Class,250,90
GS013890,2025-05-14,B05,Group Class,250,90
GS013891,2025-05-14,B05,Group Class,250,90
GS013892,2025-05-14,B05,Day Pass,150,20
GS013893,2025-05-14,B05,Day Pass,150,20
GS013894,2025-05-14,B05,Day Pass,150,20
GS013895,2025-05-14,B05,Day Pass,150,20
GS013896,2025-05-14,B05,Day Pass,150,20
GS013897,2025-05-14,B05,Day Pass,150,20
GS013898,2025-05-15,B01,Group Class,250,90
GS013899,2025-05-15,B01,Group Class,250,90
GS013900,2025-05-15,B01,Group Class,250,90
GS013901,2025-05-15,B01,Group Class,250,90
GS013902,2025-05-15,B01,Group Class,250,90
GS013903,2025-05-15,B01,Group Class,250,90
GS013904,2025-05-15,B01,Group Class,250,90
GS013905,2025-05-15,B01,Group Class,250,90
GS013906,2025-05-15,B01,Group Class,250,90
GS013907,2025-05-15,B01,Group Class,250,90
GS013908,2025-05-15,B01,Group Class,250,90
GS013909,2025-05-15,B01,Group Class,250,90
GS013910,2025-05-15,B01,Group Class,250,90
GS013911,2025-05-15,B01,Group Class,250,90
GS013912,2025-05-15,B01,Group Class,250,90
GS013913,2025-05-15,B01,Group Class,250,90
GS013914,2025-05-15,B01,Day Pass,150,20
GS013915,2025-05-15,B01,Day Pass,150,20
GS013916,2025-05-15,B01,Day Pass,150,20
GS013917,2025-05-15,B02,Personal Training,650,380
GS013918,2025-05-15,B02,Group Class,250,90
GS013919,2025-05-15,B02,Group Class,250,90
GS013920,2025-05-15,B02,Group Class,250,90
GS013921,2025-05-15,B02,Group Class,250,90
GS013922,2025-05-15,B02,Group Class,250,90
GS013923,2025-05-15,B02,Group Class,250,90
GS013924,2025-05-15,B02,Group Class,250,90
GS013925,2025-05-15,B02,Group Class,250,90
GS013926,2025-05-15,B02,Group Class,250,90
GS013927,2025-05-15,B02,Group Class,250,90
GS013928,2025-05-15,B02,Group Class,250,90
GS013929,2025-05-15,B02,Group Class,250,90
GS013930,2025-05-15,B02,Group Class,250,90
GS013931,2025-05-15,B02,Group Class,250,90
GS013932,2025-05-15,B02,Group Class,250,90
GS013933,2025-05-15,B02,Day Pass,150,20
GS013934,2025-05-15,B02,Day Pass,150,20
GS013935,2025-05-15,B02,Day Pass,150,20
GS013936,2025-05-15,B02,Day Pass,150,20
GS013937,2025-05-15,B02,Day Pass,150,20
GS013938,2025-05-15,B02,Day Pass,150,20
GS013939,2025-05-15,B02,Day Pass,150,20
GS013940,2025-05-15,B02,Day Pass,150,20
GS013941,2025-05-15,B02,Day Pass,150,20
GS013942,2025-05-15,B03,Personal Training,650,380
GS013943,2025-05-15,B03,Personal Training,650,380
GS013944,2025-05-15,B03,Personal Training,650,380
GS013945,2025-05-15,B03,Group Class,250,90
GS013946,2025-05-15,B03,Group Class,250,90
GS013947,2025-05-15,B03,Group Class,250,90
GS013948,2025-05-15,B03,Day Pass,150,20
GS013949,2025-05-15,B03,Day Pass,150,20
GS013950,2025-05-15,B03,Day Pass,150,20
GS013951,2025-05-15,B03,Day Pass,150,20
GS013952,2025-05-15,B03,Day Pass,150,20
GS013953,2025-05-15,B03,Day Pass,150,20
GS013954,2025-05-15,B03,Day Pass,150,20
GS013955,2025-05-15,B03,Day Pass,150,20
GS013956,2025-05-15,B03,Day Pass,150,20
GS013957,2025-05-15,B03,Day Pass,150,20
GS013958,2025-05-15,B04,Personal Training,650,380
GS013959,2025-05-15,B04,Group Class,250,90
GS013960,2025-05-15,B04,Group Class,250,90
GS013961,2025-05-15,B04,Group Class,250,90
GS013962,2025-05-15,B04,Group Class,250,90
GS013963,2025-05-15,B04,Group Class,250,90
GS013964,2025-05-15,B04,Day Pass,150,20
GS013965,2025-05-15,B04,Day Pass,150,20
GS013966,2025-05-15,B04,Day Pass,150,20
GS013967,2025-05-15,B04,Day Pass,150,20
GS013968,2025-05-15,B04,Day Pass,150,20
GS013969,2025-05-15,B04,Day Pass,150,20
GS013970,2025-05-15,B05,Personal Training,650,380
GS013971,2025-05-15,B05,Personal Training,650,380
GS013972,2025-05-15,B05,Group Class,250,90
GS013973,2025-05-15,B05,Group Class,250,90
GS013974,2025-05-15,B05,Group Class,250,90
GS013975,2025-05-15,B05,Group Class,250,90
GS013976,2025-05-15,B05,Group Class,250,90
GS013977,2025-05-15,B05,Group Class,250,90
GS013978,2025-05-15,B05,Group Class,250,90
GS013979,2025-05-15,B05,Group Class,250,90
GS013980,2025-05-15,B05,Group Class,250,90
GS013981,2025-05-15,B05,Day Pass,150,20
GS013982,2025-05-15,B05,Day Pass,150,20
GS013983,2025-05-15,B05,Day Pass,150,20
GS013984,2025-05-15,B05,Day Pass,150,20
GS013985,2025-05-15,B05,Day Pass,150,20
GS013986,2025-05-15,B05,Day Pass,150,20
GS013987,2025-05-16,B01,Personal Training,650,380
GS013988,2025-05-16,B01,Personal Training,650,380
GS013989,2025-05-16,B01,Personal Training,650,380
GS013990,2025-05-16,B01,Personal Training,650,380
GS013991,2025-05-16,B01,Group Class,250,90
GS013992,2025-05-16,B01,Group Class,250,90
GS013993,2025-05-16,B01,Group Class,250,90
GS013994,2025-05-16,B01,Group Class,250,90
GS013995,2025-05-16,B01,Group Class,250,90
GS013996,2025-05-16,B01,Group Class,250,90
GS013997,2025-05-16,B01,Group Class,250,90
GS013998,2025-05-16,B01,Group Class,250,90
GS013999,2025-05-16,B01,Group Class,250,90
GS014000,2025-05-16,B01,Group Class,250,90
GS014001,2025-05-16,B01,Group Class,250,90
GS014002,2025-05-16,B01,Group Class,250,90
GS014003,2025-05-16,B01,Day Pass,150,20
GS014004,2025-05-16,B01,Day Pass,150,20
GS014005,2025-05-16,B01,Day Pass,150,20
GS014006,2025-05-16,B01,Day Pass,150,20
GS014007,2025-05-16,B01,Day Pass,150,20
GS014008,2025-05-16,B01,Day Pass,150,20
GS014009,2025-05-16,B01,Day Pass,150,20
GS014010,2025-05-16,B01,Day Pass,150,20
GS014011,2025-05-16,B01,Day Pass,150,20
GS014012,2025-05-16,B01,Day Pass,150,20
GS014013,2025-05-16,B01,Day Pass,150,20
GS014014,2025-05-16,B02,Personal Training,650,380
GS014015,2025-05-16,B02,Personal Training,650,380
GS014016,2025-05-16,B02,Personal Training,650,380
GS014017,2025-05-16,B02,Group Class,250,90
GS014018,2025-05-16,B02,Group Class,250,90
GS014019,2025-05-16,B02,Group Class,250,90
GS014020,2025-05-16,B02,Group Class,250,90
GS014021,2025-05-16,B02,Group Class,250,90
GS014022,2025-05-16,B02,Group Class,250,90
GS014023,2025-05-16,B02,Group Class,250,90
GS014024,2025-05-16,B02,Group Class,250,90
GS014025,2025-05-16,B02,Group Class,250,90
GS014026,2025-05-16,B02,Group Class,250,90
GS014027,2025-05-16,B02,Group Class,250,90
GS014028,2025-05-16,B02,Group Class,250,90
GS014029,2025-05-16,B02,Group Class,250,90
GS014030,2025-05-16,B02,Group Class,250,90
GS014031,2025-05-16,B02,Group Class,250,90
GS014032,2025-05-16,B02,Group Class,250,90
GS014033,2025-05-16,B02,Group Class,250,90
GS014034,2025-05-16,B02,Day Pass,150,20
GS014035,2025-05-16,B02,Day Pass,150,20
GS014036,2025-05-16,B02,Day Pass,150,20
GS014037,2025-05-16,B02,Day Pass,150,20
GS014038,2025-05-16,B03,Personal Training,650,380
GS014039,2025-05-16,B03,Personal Training,650,380
GS014040,2025-05-16,B03,Personal Training,650,380
GS014041,2025-05-16,B03,Group Class,250,90
GS014042,2025-05-16,B03,Group Class,250,90
GS014043,2025-05-16,B03,Group Class,250,90
GS014044,2025-05-16,B03,Group Class,250,90
GS014045,2025-05-16,B03,Group Class,250,90
GS014046,2025-05-16,B03,Group Class,250,90
GS014047,2025-05-16,B03,Day Pass,150,20
GS014048,2025-05-16,B03,Day Pass,150,20
GS014049,2025-05-16,B03,Day Pass,150,20
GS014050,2025-05-16,B03,Day Pass,150,20
GS014051,2025-05-16,B03,Day Pass,150,20
GS014052,2025-05-16,B03,Day Pass,150,20
GS014053,2025-05-16,B03,Day Pass,150,20
GS014054,2025-05-16,B03,Day Pass,150,20
GS014055,2025-05-16,B03,Day Pass,150,20
GS014056,2025-05-16,B03,Day Pass,150,20
GS014057,2025-05-16,B03,Day Pass,150,20
GS014058,2025-05-16,B03,Day Pass,150,20
GS014059,2025-05-16,B03,Day Pass,150,20
GS014060,2025-05-16,B03,Day Pass,150,20
GS014061,2025-05-16,B03,Day Pass,150,20
GS014062,2025-05-16,B03,Day Pass,150,20
GS014063,2025-05-16,B03,Day Pass,150,20
GS014064,2025-05-16,B03,Day Pass,150,20
GS014065,2025-05-16,B03,Day Pass,150,20
GS014066,2025-05-16,B04,Personal Training,650,380
GS014067,2025-05-16,B04,Personal Training,650,380
GS014068,2025-05-16,B04,Group Class,250,90
GS014069,2025-05-16,B04,Group Class,250,90
GS014070,2025-05-16,B04,Group Class,250,90
GS014071,2025-05-16,B04,Group Class,250,90
GS014072,2025-05-16,B04,Group Class,250,90
GS014073,2025-05-16,B04,Group Class,250,90
GS014074,2025-05-16,B04,Group Class,250,90
GS014075,2025-05-16,B04,Group Class,250,90
GS014076,2025-05-16,B04,Group Class,250,90
GS014077,2025-05-16,B04,Group Class,250,90
GS014078,2025-05-16,B04,Group Class,250,90
GS014079,2025-05-16,B04,Group Class,250,90
GS014080,2025-05-16,B04,Group Class,250,90
GS014081,2025-05-16,B04,Group Class,250,90
GS014082,2025-05-16,B04,Day Pass,150,20
GS014083,2025-05-16,B04,Day Pass,150,20
GS014084,2025-05-16,B04,Day Pass,150,20
GS014085,2025-05-16,B04,Day Pass,150,20
GS014086,2025-05-16,B04,Day Pass,150,20
GS014087,2025-05-16,B05,Personal Training,650,380
GS014088,2025-05-16,B05,Personal Training,650,380
GS014089,2025-05-16,B05,Personal Training,650,380
GS014090,2025-05-16,B05,Personal Training,650,380
GS014091,2025-05-16,B05,Group Class,250,90
GS014092,2025-05-16,B05,Group Class,250,90
GS014093,2025-05-16,B05,Group Class,250,90
GS014094,2025-05-16,B05,Group Class,250,90
GS014095,2025-05-16,B05,Group Class,250,90
GS014096,2025-05-16,B05,Group Class,250,90
GS014097,2025-05-16,B05,Day Pass,150,20
GS014098,2025-05-16,B05,Day Pass,150,20
GS014099,2025-05-16,B05,Day Pass,150,20
GS014100,2025-05-16,B05,Day Pass,150,20
GS014101,2025-05-16,B05,Day Pass,150,20
GS014102,2025-05-17,B01,Personal Training,650,380
GS014103,2025-05-17,B01,Personal Training,650,380
GS014104,2025-05-17,B01,Personal Training,650,380
GS014105,2025-05-17,B01,Personal Training,650,380
GS014106,2025-05-17,B01,Group Class,250,90
GS014107,2025-05-17,B01,Group Class,250,90
GS014108,2025-05-17,B01,Group Class,250,90
GS014109,2025-05-17,B01,Group Class,250,90
GS014110,2025-05-17,B01,Group Class,250,90
GS014111,2025-05-17,B01,Group Class,250,90
GS014112,2025-05-17,B01,Group Class,250,90
GS014113,2025-05-17,B01,Group Class,250,90
GS014114,2025-05-17,B01,Group Class,250,90
GS014115,2025-05-17,B01,Group Class,250,90
GS014116,2025-05-17,B01,Group Class,250,90
GS014117,2025-05-17,B01,Group Class,250,90
GS014118,2025-05-17,B01,Group Class,250,90
GS014119,2025-05-17,B01,Group Class,250,90
GS014120,2025-05-17,B01,Group Class,250,90
GS014121,2025-05-17,B01,Day Pass,150,20
GS014122,2025-05-17,B01,Day Pass,150,20
GS014123,2025-05-17,B01,Day Pass,150,20
GS014124,2025-05-17,B01,Day Pass,150,20
GS014125,2025-05-17,B01,Day Pass,150,20
GS014126,2025-05-17,B01,Day Pass,150,20
GS014127,2025-05-17,B01,Day Pass,150,20
GS014128,2025-05-17,B01,Day Pass,150,20
GS014129,2025-05-17,B02,Personal Training,650,380
GS014130,2025-05-17,B02,Personal Training,650,380
GS014131,2025-05-17,B02,Personal Training,650,380
GS014132,2025-05-17,B02,Personal Training,650,380
GS014133,2025-05-17,B02,Personal Training,650,380
GS014134,2025-05-17,B02,Group Class,250,90
GS014135,2025-05-17,B02,Group Class,250,90
GS014136,2025-05-17,B02,Group Class,250,90
GS014137,2025-05-17,B02,Group Class,250,90
GS014138,2025-05-17,B02,Group Class,250,90
GS014139,2025-05-17,B02,Group Class,250,90
GS014140,2025-05-17,B02,Group Class,250,90
GS014141,2025-05-17,B02,Group Class,250,90
GS014142,2025-05-17,B02,Group Class,250,90
GS014143,2025-05-17,B02,Group Class,250,90
GS014144,2025-05-17,B02,Day Pass,150,20
GS014145,2025-05-17,B02,Day Pass,150,20
GS014146,2025-05-17,B02,Day Pass,150,20
GS014147,2025-05-17,B02,Day Pass,150,20
GS014148,2025-05-17,B02,Day Pass,150,20
GS014149,2025-05-17,B03,Group Class,250,90
GS014150,2025-05-17,B03,Group Class,250,90
GS014151,2025-05-17,B03,Group Class,250,90
GS014152,2025-05-17,B03,Group Class,250,90
GS014153,2025-05-17,B03,Group Class,250,90
GS014154,2025-05-17,B03,Group Class,250,90
GS014155,2025-05-17,B03,Group Class,250,90
GS014156,2025-05-17,B03,Group Class,250,90
GS014157,2025-05-17,B03,Group Class,250,90
GS014158,2025-05-17,B03,Day Pass,150,20
GS014159,2025-05-17,B03,Day Pass,150,20
GS014160,2025-05-17,B03,Day Pass,150,20
GS014161,2025-05-17,B03,Day Pass,150,20
GS014162,2025-05-17,B03,Day Pass,150,20
GS014163,2025-05-17,B03,Day Pass,150,20
GS014164,2025-05-17,B04,Personal Training,650,380
GS014165,2025-05-17,B04,Personal Training,650,380
GS014166,2025-05-17,B04,Personal Training,650,380
GS014167,2025-05-17,B04,Personal Training,650,380
GS014168,2025-05-17,B04,Personal Training,650,380
GS014169,2025-05-17,B04,Personal Training,650,380
GS014170,2025-05-17,B04,Group Class,250,90
GS014171,2025-05-17,B04,Group Class,250,90
GS014172,2025-05-17,B04,Group Class,250,90
GS014173,2025-05-17,B04,Group Class,250,90
GS014174,2025-05-17,B04,Group Class,250,90
GS014175,2025-05-17,B04,Day Pass,150,20
GS014176,2025-05-17,B04,Day Pass,150,20
GS014177,2025-05-17,B04,Day Pass,150,20
GS014178,2025-05-17,B04,Day Pass,150,20
GS014179,2025-05-17,B04,Day Pass,150,20
GS014180,2025-05-17,B04,Day Pass,150,20
GS014181,2025-05-17,B05,Personal Training,650,380
GS014182,2025-05-17,B05,Personal Training,650,380
GS014183,2025-05-17,B05,Personal Training,650,380
GS014184,2025-05-17,B05,Group Class,250,90
GS014185,2025-05-17,B05,Group Class,250,90
GS014186,2025-05-17,B05,Group Class,250,90
GS014187,2025-05-17,B05,Group Class,250,90
GS014188,2025-05-17,B05,Group Class,250,90
GS014189,2025-05-17,B05,Group Class,250,90
GS014190,2025-05-17,B05,Group Class,250,90
GS014191,2025-05-17,B05,Group Class,250,90
GS014192,2025-05-17,B05,Group Class,250,90
GS014193,2025-05-17,B05,Group Class,250,90
GS014194,2025-05-17,B05,Group Class,250,90
GS014195,2025-05-17,B05,Day Pass,150,20
GS014196,2025-05-18,B01,Personal Training,650,380
GS014197,2025-05-18,B01,Personal Training,650,380
GS014198,2025-05-18,B01,Personal Training,650,380
GS014199,2025-05-18,B01,Personal Training,650,380
GS014200,2025-05-18,B01,Personal Training,650,380
GS014201,2025-05-18,B01,Personal Training,650,380
GS014202,2025-05-18,B01,Personal Training,650,380
GS014203,2025-05-18,B01,Group Class,250,90
GS014204,2025-05-18,B01,Group Class,250,90
GS014205,2025-05-18,B01,Group Class,250,90
GS014206,2025-05-18,B01,Group Class,250,90
GS014207,2025-05-18,B01,Group Class,250,90
GS014208,2025-05-18,B01,Group Class,250,90
GS014209,2025-05-18,B01,Group Class,250,90
GS014210,2025-05-18,B01,Group Class,250,90
GS014211,2025-05-18,B01,Group Class,250,90
GS014212,2025-05-18,B01,Group Class,250,90
GS014213,2025-05-18,B01,Group Class,250,90
GS014214,2025-05-18,B01,Day Pass,150,20
GS014215,2025-05-18,B01,Day Pass,150,20
GS014216,2025-05-18,B01,Day Pass,150,20
GS014217,2025-05-18,B01,Day Pass,150,20
GS014218,2025-05-18,B01,Day Pass,150,20
GS014219,2025-05-18,B02,Personal Training,650,380
GS014220,2025-05-18,B02,Personal Training,650,380
GS014221,2025-05-18,B02,Personal Training,650,380
GS014222,2025-05-18,B02,Personal Training,650,380
GS014223,2025-05-18,B02,Personal Training,650,380
GS014224,2025-05-18,B02,Personal Training,650,380
GS014225,2025-05-18,B02,Group Class,250,90
GS014226,2025-05-18,B02,Group Class,250,90
GS014227,2025-05-18,B02,Group Class,250,90
GS014228,2025-05-18,B02,Group Class,250,90
GS014229,2025-05-18,B02,Group Class,250,90
GS014230,2025-05-18,B02,Group Class,250,90
GS014231,2025-05-18,B02,Group Class,250,90
GS014232,2025-05-18,B02,Group Class,250,90
GS014233,2025-05-18,B02,Group Class,250,90
GS014234,2025-05-18,B02,Group Class,250,90
GS014235,2025-05-18,B02,Group Class,250,90
GS014236,2025-05-18,B02,Group Class,250,90
GS014237,2025-05-18,B02,Group Class,250,90
GS014238,2025-05-18,B02,Day Pass,150,20
GS014239,2025-05-18,B02,Day Pass,150,20
GS014240,2025-05-18,B02,Day Pass,150,20
GS014241,2025-05-18,B02,Day Pass,150,20
GS014242,2025-05-18,B02,Day Pass,150,20
GS014243,2025-05-18,B02,Day Pass,150,20
GS014244,2025-05-18,B02,Day Pass,150,20
GS014245,2025-05-18,B03,Personal Training,650,380
GS014246,2025-05-18,B03,Personal Training,650,380
GS014247,2025-05-18,B03,Group Class,250,90
GS014248,2025-05-18,B03,Group Class,250,90
GS014249,2025-05-18,B03,Group Class,250,90
GS014250,2025-05-18,B03,Group Class,250,90
GS014251,2025-05-18,B03,Group Class,250,90
GS014252,2025-05-18,B03,Group Class,250,90
GS014253,2025-05-18,B03,Day Pass,150,20
GS014254,2025-05-18,B03,Day Pass,150,20
GS014255,2025-05-18,B03,Day Pass,150,20
GS014256,2025-05-18,B03,Day Pass,150,20
GS014257,2025-05-18,B03,Day Pass,150,20
GS014258,2025-05-18,B03,Day Pass,150,20
GS014259,2025-05-18,B03,Day Pass,150,20
GS014260,2025-05-18,B03,Day Pass,150,20
GS014261,2025-05-18,B03,Day Pass,150,20
GS014262,2025-05-18,B03,Day Pass,150,20
GS014263,2025-05-18,B04,Personal Training,650,380
GS014264,2025-05-18,B04,Personal Training,650,380
GS014265,2025-05-18,B04,Personal Training,650,380
GS014266,2025-05-18,B04,Personal Training,650,380
GS014267,2025-05-18,B04,Group Class,250,90
GS014268,2025-05-18,B04,Group Class,250,90
GS014269,2025-05-18,B04,Group Class,250,90
GS014270,2025-05-18,B04,Group Class,250,90
GS014271,2025-05-18,B04,Group Class,250,90
GS014272,2025-05-18,B04,Group Class,250,90
GS014273,2025-05-18,B04,Group Class,250,90
GS014274,2025-05-18,B04,Group Class,250,90
GS014275,2025-05-18,B04,Group Class,250,90
GS014276,2025-05-18,B04,Group Class,250,90
GS014277,2025-05-18,B04,Group Class,250,90
GS014278,2025-05-18,B04,Day Pass,150,20
GS014279,2025-05-18,B04,Day Pass,150,20
GS014280,2025-05-18,B04,Day Pass,150,20
GS014281,2025-05-18,B04,Day Pass,150,20
GS014282,2025-05-18,B04,Day Pass,150,20
GS014283,2025-05-18,B05,Personal Training,650,380
GS014284,2025-05-18,B05,Personal Training,650,380
GS014285,2025-05-18,B05,Personal Training,650,380
GS014286,2025-05-18,B05,Personal Training,650,380
GS014287,2025-05-18,B05,Personal Training,650,380
GS014288,2025-05-18,B05,Group Class,250,90
GS014289,2025-05-18,B05,Group Class,250,90
GS014290,2025-05-18,B05,Group Class,250,90
GS014291,2025-05-18,B05,Group Class,250,90
GS014292,2025-05-18,B05,Group Class,250,90
GS014293,2025-05-18,B05,Group Class,250,90
GS014294,2025-05-18,B05,Group Class,250,90
GS014295,2025-05-18,B05,Group Class,250,90
GS014296,2025-05-18,B05,Group Class,250,90
GS014297,2025-05-18,B05,Group Class,250,90
GS014298,2025-05-18,B05,Group Class,250,90
GS014299,2025-05-18,B05,Day Pass,150,20
GS014300,2025-05-18,B05,Day Pass,150,20
GS014301,2025-05-18,B05,Day Pass,150,20
GS014302,2025-05-18,B05,Day Pass,150,20
GS014303,2025-05-18,B05,Day Pass,150,20
GS014304,2025-05-19,B01,Personal Training,650,380
GS014305,2025-05-19,B01,Personal Training,650,380
GS014306,2025-05-19,B01,Personal Training,650,380
GS014307,2025-05-19,B01,Personal Training,650,380
GS014308,2025-05-19,B01,Personal Training,650,380
GS014309,2025-05-19,B01,Personal Training,650,380
GS014310,2025-05-19,B01,Personal Training,650,380
GS014311,2025-05-19,B01,Group Class,250,90
GS014312,2025-05-19,B01,Group Class,250,90
GS014313,2025-05-19,B01,Group Class,250,90
GS014314,2025-05-19,B01,Group Class,250,90
GS014315,2025-05-19,B01,Group Class,250,90
GS014316,2025-05-19,B01,Group Class,250,90
GS014317,2025-05-19,B01,Group Class,250,90
GS014318,2025-05-19,B01,Group Class,250,90
GS014319,2025-05-19,B01,Group Class,250,90
GS014320,2025-05-19,B01,Group Class,250,90
GS014321,2025-05-19,B01,Day Pass,150,20
GS014322,2025-05-19,B01,Day Pass,150,20
GS014323,2025-05-19,B01,Day Pass,150,20
GS014324,2025-05-19,B02,Personal Training,650,380
GS014325,2025-05-19,B02,Personal Training,650,380
GS014326,2025-05-19,B02,Personal Training,650,380
GS014327,2025-05-19,B02,Personal Training,650,380
GS014328,2025-05-19,B02,Personal Training,650,380
GS014329,2025-05-19,B02,Group Class,250,90
GS014330,2025-05-19,B02,Group Class,250,90
GS014331,2025-05-19,B02,Group Class,250,90
GS014332,2025-05-19,B02,Group Class,250,90
GS014333,2025-05-19,B02,Group Class,250,90
GS014334,2025-05-19,B02,Group Class,250,90
GS014335,2025-05-19,B02,Group Class,250,90
GS014336,2025-05-19,B02,Group Class,250,90
GS014337,2025-05-19,B02,Group Class,250,90
GS014338,2025-05-19,B02,Group Class,250,90
GS014339,2025-05-19,B02,Group Class,250,90
GS014340,2025-05-19,B02,Day Pass,150,20
GS014341,2025-05-19,B02,Day Pass,150,20
GS014342,2025-05-19,B02,Day Pass,150,20
GS014343,2025-05-19,B02,Day Pass,150,20
GS014344,2025-05-19,B02,Day Pass,150,20
GS014345,2025-05-19,B03,Personal Training,650,380
GS014346,2025-05-19,B03,Personal Training,650,380
GS014347,2025-05-19,B03,Group Class,250,90
GS014348,2025-05-19,B03,Group Class,250,90
GS014349,2025-05-19,B03,Group Class,250,90
GS014350,2025-05-19,B03,Group Class,250,90
GS014351,2025-05-19,B03,Group Class,250,90
GS014352,2025-05-19,B03,Group Class,250,90
GS014353,2025-05-19,B03,Group Class,250,90
GS014354,2025-05-19,B03,Group Class,250,90
GS014355,2025-05-19,B03,Day Pass,150,20
GS014356,2025-05-19,B03,Day Pass,150,20
GS014357,2025-05-19,B03,Day Pass,150,20
GS014358,2025-05-19,B03,Day Pass,150,20
GS014359,2025-05-19,B03,Day Pass,150,20
GS014360,2025-05-19,B03,Day Pass,150,20
GS014361,2025-05-19,B03,Day Pass,150,20
GS014362,2025-05-19,B03,Day Pass,150,20
GS014363,2025-05-19,B04,Personal Training,650,380
GS014364,2025-05-19,B04,Personal Training,650,380
GS014365,2025-05-19,B04,Personal Training,650,380
GS014366,2025-05-19,B04,Personal Training,650,380
GS014367,2025-05-19,B04,Personal Training,650,380
GS014368,2025-05-19,B04,Personal Training,650,380
GS014369,2025-05-19,B04,Group Class,250,90
GS014370,2025-05-19,B04,Group Class,250,90
GS014371,2025-05-19,B04,Group Class,250,90
GS014372,2025-05-19,B04,Group Class,250,90
GS014373,2025-05-19,B04,Group Class,250,90
GS014374,2025-05-19,B04,Group Class,250,90
GS014375,2025-05-19,B04,Day Pass,150,20
GS014376,2025-05-19,B04,Day Pass,150,20
GS014377,2025-05-19,B04,Day Pass,150,20
GS014378,2025-05-19,B05,Personal Training,650,380
GS014379,2025-05-19,B05,Personal Training,650,380
GS014380,2025-05-19,B05,Personal Training,650,380
GS014381,2025-05-19,B05,Personal Training,650,380
GS014382,2025-05-19,B05,Group Class,250,90
