payment_id,member_id,branch_id,plan_id,payment_date,payment_type,amount
PAY006313,M01277,B02,P1,2025-03-01,Renewal,1500
PAY006672,M02619,B03,P1,03/01/2025,Renewal,1500
PAY003598,M03598,B04,P2,2025-03-01,New,1100
PAY006521,M01669,B02,P1,2025-03-01,Renewal,1500
PAY006694,M01581,B02,P1,2025-03-01,Renewal,1500
PAY006574,M00153,B01,P1,2025-03-01,Renewal,1500
PAY006525,M01718,B02,P1,2025-03-01,Renewal,1500
PAY006606,M04125,B05,P1,2025-03-01,Renewal,1500
PAY006698,M02664,B03,P2,03/01/2025,Renewal,1100
PAY006401,M03443,B04,P1,2025-03-01,Renewal,1500
PAY006597,M01522,B02,P3,2025-03-01,Renewal,4000
PAY006296,M03969,B05,P1,2025-03-01,Renewal,1500
PAY001783,M01783,B02,P1,2025-03-01,New,1500
PAY006245,M00016,B01,P1,2025-03-01,Renewal,1500
PAY006537,M02735,B03,P1,03/01/2025,Renewal,1500
PAY006522,M01679,B02,P1,2025-03-01,Renewal,1500
PAY006426,M03159,B04,P3,2025-03-02,Renewal,4000
PAY006532,M02671,B03,P3,03/02/2025,Renewal,4000
PAY006389,M01262,B02,P1,2025-03-02,Renewal,1500
PAY006405,M04065,B05,P1,2025-03-02,Renewal,1500
PAY006493,M00151,B01,P1,2025-03-02,Renewal,1500
PAY006441,M01332,B02,P4,2025-03-02,Renewal,7500
PAY004514,M04514,B05,P1,2025-03-02,New,1500
PAY006699,M02684,B03,P1,03/02/2025,Renewal,1500
PAY006305,M00139,B01,P3,2025-03-02,Renewal,4000
PAY001794,M01794,B02,P1,2025-03-02,New,1500
PAY001820,M01820,B02,P4,2025-03-02,New,7500
PAY006602,M03350,B04,P2,2025-03-02,Renewal,1100
PAY006607,M00108,B01,P1,2025-03-02,Renewal,1500
PAY001808,M01808,B02,P5,2025-03-02,New,13500
PAY006382,M04395,B05,P1,2025-03-02,Renewal,1500
PAY006480,M01391,B02,P2,2025-03-02,Renewal,1100
PAY006622,M03397,B04,P1,2025-03-02,Renewal,1500
PAY000557,M00557,B01,P5,2025-03-02,New,13500
PAY006688,M00302,B01,P1,2025-03-02,Renewal,1500
PAY006503,M00488,B01,P1,2025-03-02,Renewal,1500
PAY006502,M00458,B01,P2,2025-03-02,Renewal,1100
PAY006633,M00336,B01,P2,2025-03-02,Renewal,1100
PAY006652,M04132,B05,P1,2025-03-02,Renewal,1500
PAY006655,M00180,B01,P5,2025-03-02,Renewal,13500
PAY006481,M01446,B02,P1,2025-03-02,Renewal,1500
PAY006585,M02607,B03,P2,03/02/2025,Renewal,1100
PAY004513,M04513,B05,P5,2025-03-02,New,13500
PAY006336,M01586,B02,P1,2025-03-02,Renewal,1500
PAY006370,M02630,B03,P1,03/02/2025,Renewal,1500
PAY006356,M00062,B01,P1,2025-03-02,Renewal,1500
PAY006354,M04384,B05,P1,2025-03-02,Renewal,1500
PAY006351,M04300,B05,P1,2025-03-02,Renewal,1500
PAY006447,M01704,B02,P1,2025-03-02,Renewal,1500
PAY006448,M02565,B03,P2,03/02/2025,Renewal,1100
PAY006582,M01544,B02,P1,2025-03-02,Renewal,1500
PAY006335,M01482,B02,P3,2025-03-02,Renewal,4000
PAY006334,M01406,B02,P2,2025-03-02,Renewal,1100
PAY006513,M01534,B02,P1,2025-03-02,Renewal,1500
PAY006555,M04050,B05,P2,2025-03-02,Renewal,1100
PAY003610,M03610,B04,P1,2025-03-02,New,1500
PAY003622,M03622,B04,P1,2025-03-02,New,1500
PAY006523,M01692,B02,P1,2025-03-02,Renewal,1500
PAY006510,M01432,B02,P1,2025-03-02,Renewal,1500
PAY006454,M03429,B04,P3,2025-03-02,Renewal,4000
PAY006520,M01650,B02,P1,2025-03-03,Renewal,1500
PAY006720,M04007,B05,P1,2025-03-03,Renewal,1500
PAY006475,M00383,B01,P4,2025-03-03,Renewal,7500
PAY006458,M04279,B05,P3,2025-03-03,Renewal,4000
PAY006444,M01409,B02,P2,2025-03-03,Renewal,1100
PAY006500,M00349,B01,P1,2025-03-03,Renewal,1500
PAY006719,M03417,B04,P3,2025-03-03,Renewal,4000
PAY006468,M03349,B04,P3,2025-03-03,Renewal,4000
PAY006378,M04122,B05,P1,2025-03-03,Renewal,1500
PAY006527,M02522,B03,P2,03/03/2025,Renewal,1100
PAY006668,M01721,B02,P1,2025-03-03,Renewal,1500
PAY006680,M04179,B05,P3,2025-03-03,Renewal,4000
PAY006687,M00236,B01,P3,2025-03-03,Renewal,4000
PAY006750,M04104,B05,P1,2025-03-03,Renewal,1500
PAY006616,M01716,B02,P1,2025-03-03,Renewal,1500
PAY000571,M00571,B01,P2,2025-03-03,New,1100
PAY000573,M00573,B01,P1,2025-03-03,New,1500
PAY006302,M00020,B01,P3,2025-03-03,Renewal,4000
PAY004509,M04509,B05,P1,2025-03-03,New,1500
PAY006701,M04058,B05,P4,2025-03-03,Renewal,7500
PAY006576,M00290,B01,P1,2025-03-03,Renewal,1500
PAY006707,M01426,B02,P2,2025-03-03,Renewal,1100
PAY006708,M01496,B02,P3,2025-03-03,Renewal,4000
PAY002779,M02779,B03,P5,03/03/2025,New,13500
PAY002788,M02788,B03,P3,03/03/2025,New,4000
PAY006551,M03983,B05,P1,2025-03-03,Renewal,1500
PAY006347,M03449,B04,P2,2025-03-03,Renewal,1100
PAY006368,M02519,B03,P1,03/03/2025,Renewal,1500
PAY006367,M01539,B02,P1,2025-03-03,Renewal,1500
PAY006545,M03385,B04,P1,2025-03-03,Renewal,1500
PAY006546,M03393,B04,P2,2025-03-03,Renewal,1100
PAY006358,M00118,B01,P1,2025-03-03,Renewal,1500
PAY006329,M00310,B01,P1,2025-03-03,Renewal,1500
PAY006531,M02655,B03,P1,03/03/2025,Renewal,1500
PAY006768,M03973,B05,P1,2025-03-04,Renewal,1500
PAY006689,M00381,B01,P1,2025-03-04,Renewal,1500
PAY006483,M01666,B02,P1,2025-03-04,Renewal,1500
PAY006749,M03492,B04,P1,2025-03-04,Renewal,1500
PAY006734,M01693,B02,P1,2025-03-04,Renewal,1500
PAY006614,M01405,B02,P3,2025-03-04,Renewal,4000
PAY006695,M01668,B02,P1,2025-03-04,Renewal,1500
PAY006600,M03198,B04,P3,2025-03-04,Renewal,4000
PAY006530,M02602,B03,P1,03/04/2025,Renewal,1500
PAY006381,M04379,B05,P1,2025-03-04,Renewal,1500
PAY006380,M04348,B05,P3,2025-03-04,Renewal,4000
PAY006508,M01336,B02,P2,2025-03-04,Renewal,1100
PAY006744,M02675,B03,P3,03/04/2025,Renewal,4000
PAY006591,M00081,B01,P5,2025-03-04,Renewal,13500
PAY006556,M04134,B05,P1,2025-03-04,Renewal,1500
PAY006495,M00221,B01,P1,2025-03-04,Renewal,1500
PAY006561,M04263,B05,P1,2025-03-04,Renewal,1500
PAY006562,M04286,B05,P2,2025-03-04,Renewal,1100
PAY002798,M02798,B03,P1,03/04/2025,New,1500
PAY006745,M03274,B04,P2,2025-03-04,Renewal,1100
PAY006431,M04306,B05,P3,2025-03-04,Renewal,4000
PAY006453,M03409,B04,P2,2025-03-04,Renewal,1100
PAY006702,M04059,B05,P3,2025-03-04,Renewal,4000
PAY006632,M00238,B01,P1,2025-03-05,Renewal,1500
PAY006592,M00134,B01,P1,2025-03-05,Renewal,1500
PAY006544,M03247,B04,P5,2025-03-05,Renewal,13500
PAY006588,M04005,B05,P1,2025-03-05,Renewal,1500
PAY006608,M00119,B01,P3,2025-03-05,Renewal,4000
PAY006696,M01734,B02,P1,2025-03-05,Renewal,1500
PAY006564,M04324,B05,P2,2025-03-05,Renewal,1100
PAY006722,M04307,B05,P2,2025-03-05,Renewal,1100
PAY000541,M00541,B01,P5,2025-03-05,New,13500
PAY006492,M00146,B01,P1,2025-03-05,Renewal,1500
PAY006419,M01567,B02,P1,2025-03-05,Renewal,1500
PAY006415,M01219,B02,P4,2025-03-05,Renewal,7500
PAY006410,M00094,B01,P2,2025-03-05,Renewal,1100
PAY006407,M04392,B05,P1,2025-03-05,Renewal,1500
PAY006393,M02589,B03,P1,03/05/2025,Renewal,1500
PAY006392,M01533,B02,P1,2025-03-05,Renewal,1500
PAY006384,M00026,B01,P2,2025-03-05,Renewal,1100
PAY006373,M03165,B04,P5,2025-03-05,Renewal,13500
PAY002799,M02799,B03,P1,03/05/2025,New,1500
PAY002795,M02795,B03,P1,03/05/2025,New,1500
PAY006787,M04262,B05,P1,2025-03-05,Renewal,1500
PAY001811,M01811,B02,P3,2025-03-05,New,4000
PAY000560,M00560,B01,P1,2025-03-05,New,1500
PAY000558,M00558,B01,P1,2025-03-05,New,1500
PAY000555,M00555,B01,P3,2025-03-05,New,4000
PAY006428,M03322,B04,P1,2025-03-05,Renewal,1500
PAY006436,M00058,B01,P2,2025-03-05,Renewal,1100
PAY004480,M04480,B05,P4,2025-03-05,New,7500
PAY006662,M00498,B01,P1,2025-03-05,Renewal,1500
PAY006783,M02628,B03,P2,03/06/2025,Renewal,1100
PAY004494,M04494,B05,P4,2025-03-06,New,7500
PAY006735,M01723,B02,P1,2025-03-06,Renewal,1500
PAY001802,M01802,B02,P5,2025-03-06,New,13500
PAY006501,M00428,B01,P1,2025-03-06,Renewal,1500
PAY006549,M03493,B04,P1,2025-03-06,Renewal,1500
PAY006550,M03970,B05,P1,2025-03-06,Renewal,1500
PAY003603,M03603,B04,P3,2025-03-06,New,4000
PAY006552,M03994,B05,P1,2025-03-06,Renewal,1500
PAY006693,M01564,B02,P3,2025-03-06,Renewal,4000
PAY006603,M03432,B04,P1,2025-03-06,Renewal,1500
PAY006809,M04226,B05,P1,2025-03-06,Renewal,1500
PAY006558,M04170,B05,P1,2025-03-06,Renewal,1500
PAY006559,M04176,B05,P3,2025-03-06,Renewal,4000
PAY006596,M01478,B02,P1,2025-03-06,Renewal,1500
PAY006803,M03203,B04,P3,2025-03-06,Renewal,4000
PAY006593,M00226,B01,P1,2025-03-06,Renewal,1500
PAY001775,M01775,B02,P3,2025-03-06,New,4000
PAY006565,M04332,B05,P2,2025-03-06,Renewal,1100
PAY003618,M03618,B04,P1,2025-03-06,New,1500
PAY006601,M03240,B04,P1,2025-03-06,Renewal,1500
PAY006486,M03343,B04,P1,2025-03-06,Renewal,1500
PAY000566,M00566,B01,P1,2025-03-06,New,1500
PAY006682,M04338,B05,P1,2025-03-06,Renewal,1500
PAY006764,M02605,B03,P2,03/06/2025,Renewal,1100
PAY006760,M01524,B02,P3,2025-03-06,Renewal,4000
PAY006471,M04326,B05,P1,2025-03-06,Renewal,1500
PAY006414,M01162,B02,P3,2025-03-06,Renewal,4000
PAY006679,M04175,B05,P3,2025-03-06,Renewal,4000
PAY006449,M02578,B03,P2,03/06/2025,Renewal,1100
PAY006775,M00361,B01,P4,2025-03-06,Renewal,7500
PAY006496,M00257,B01,P3,2025-03-06,Renewal,4000
PAY006498,M00318,B01,P1,2025-03-06,Renewal,1500
PAY000562,M00562,B01,P1,2025-03-06,New,1500
PAY006772,M00101,B01,P1,2025-03-06,Renewal,1500
PAY006391,M01371,B02,P2,2025-03-06,Renewal,1100
PAY006435,M00044,B01,P1,2025-03-06,Renewal,1500
PAY006732,M01395,B02,P4,2025-03-06,Renewal,7500
PAY006690,M00427,B01,P1,2025-03-06,Renewal,1500
PAY006671,M02494,B03,P3,03/07/2025,Renewal,4000
PAY006618,M02650,B03,,03/07/2025,Renewal,1500
PAY006657,M00201,B01,P2,2025-03-07,Renewal,1100
PAY006461,M00135,B01,P2,2025-03-07,Renewal,1100
PAY004510,M04510,B05,P4,2025-03-07,New,7500
PAY004519,M04519,B05,P1,2025-03-07,New,1500
PAY006488,M04043,B05,P1,2025-03-07,Renewal,1500
PAY000532,M00532,B01,P1,2025-03-07,New,1500
PAY006637,M01192,B02,P1,2025-03-07,Renewal,1500
PAY006635,M00453,B01,P1,2025-03-07,Renewal,1500
PAY006489,M04221,B05,P2,2025-03-07,Renewal,1100
PAY001805,M01805,B02,P3,2025-03-07,New,4000
PAY006612,M01163,B02,P3,2025-03-07,Renewal,4000
PAY000567,M00567,B01,P2,2025-03-07,New,1100
PAY006621,M03202,B04,P3,2025-03-07,Renewal,4000
PAY006766,M02620,B03,P3,03/07/2025,Renewal,4000
PAY004491,M04491,B05,P1,2025-03-07,New,1500
PAY006460,M04397,B05,P2,2025-03-07,Renewal,1100
PAY006422,M01645,B02,P1,2025-03-07,Renewal,1500
PAY006560,M04204,B05,P2,2025-03-07,Renewal,1100
PAY006466,M03239,B04,P2,2025-03-07,Renewal,1100
PAY006473,M00157,B01,P2,2025-03-07,Renewal,1100
PAY006437,M00272,B01,P1,2025-03-07,Renewal,1500
PAY006482,M01624,B02,P3,2025-03-07,Renewal,4000
PAY006505,M01208,B02,P1,2025-03-07,Renewal,1500
PAY006420,M01635,B02,P1,2025-03-07,Renewal,1500
PAY006542,M03231,B04,P1,2025-03-07,Renewal,1500
PAY006485,M03218,B04,P1,2025-03-07,Renewal,1500
PAY003600,M03600,B04,P3,2025-03-07,New,4000
PAY006737,M01762,B02,P4,2025-03-07,Renewal,7500
PAY002794,M02794,B03,P2,03/08/2025,New,1100
PAY006784,M03213,B04,P5,2025-03-08,Renewal,13500
PAY006507,M01330,B02,P1,2025-03-08,Renewal,1500
PAY006538,M02747,B03,P1,03/08/2025,Renewal,1500
PAY000565,M00565,B01,P4,2025-03-08,New,7500
PAY006815,M01303,B02,P1,2025-03-08,Renewal,1500
PAY006487,M04014,B05,P1,2025-03-08,Renewal,1500
PAY006786,M04208,B05,P2,2025-03-08,Renewal,1100
PAY006584,M02587,B03,P3,03/08/2025,Renewal,4000
PAY006540,M03113,B04,P2,2025-03-08,Renewal,1100
PAY006451,M03175,B04,P5,2025-03-08,Renewal,13500
PAY006589,M04115,B05,P2,2025-03-08,Renewal,1100
PAY006443,M01363,B02,P4,2025-03-08,Renewal,7500
PAY004515,M04515,B05,P5,2025-03-08,New,13500
PAY006442,M01342,B02,P4,2025-03-08,Renewal,7500
PAY006438,M00300,B01,P2,2025-03-08,Renewal,1100
PAY004503,M04503,B05,P4,2025-03-08,New,7500
PAY006659,M00415,B01,P1,2025-03-08,Renewal,1500
PAY006771,M00049,B01,P1,2025-03-08,Renewal,1500
PAY006840,M01552,B02,P1,2025-03-09,Renewal,1500
PAY006654,M04327,B05,P1,2025-03-09,Renewal,1500
PAY000545,M00545,B01,P1,2025-03-09,New,1500
PAY006636,M00505,B01,P2,2025-03-09,Renewal,1100
PAY006642,M01424,B02,P1,2025-03-09,Renewal,1500
PAY006753,M04446,B05,P1,2025-03-09,Renewal,1500
PAY006639,M01243,B02,P2,2025-03-09,Renewal,1100
PAY006465,M02704,B03,P3,03/09/2025,Renewal,4000
PAY006630,M04461,B05,P1,2025-03-09,Renewal,1500
PAY006761,M01720,B02,P1,2025-03-09,Renewal,1500
PAY006723,M00082,B01,P5,2025-03-09,Renewal,13500
PAY006646,M02715,B03,P2,03/09/2025,Renewal,1100
PAY006681,M04294,B05,P2,2025-03-09,Renewal,1100
PAY001800,M01800,B02,P3,2025-03-09,New,4000
PAY006571,M04429,B05,P2,2025-03-09,Renewal,1100
PAY000563,M00563,B01,P5,2025-03-09,New,13500
PAY004485,M04485,B05,P3,2025-03-09,New,4000
PAY006566,M04354,B05,P2,2025-03-09,Renewal,1100
PAY006703,M04385,B05,P1,2025-03-09,Renewal,1500
PAY002792,M02792,B03,,03/09/2025,New,13500
PAY000572,M00572,B01,P1,2025-03-09,New,1500
PAY006793,M00178,B01,P1,2025-03-09,Renewal,1500
PAY004501,M04501,B05,P5,2025-03-09,New,13500
PAY006741,M02600,B03,P2,03/09/2025,Renewal,1100
PAY006792,M00168,B01,P1,2025-03-09,Renewal,1500
PAY002787,M02787,B03,P5,03/09/2025,New,13500
PAY006816,M01411,B02,P5,2025-03-09,Renewal,13500
PAY002782,M02782,B03,P5,03/09/2025,New,13500
PAY006697,M02496,B03,P4,03/09/2025,Renewal,7500
PAY006785,M03400,B04,P4,2025-03-09,Renewal,7500
PAY006725,M00133,B01,P3,2025-03-09,Renewal,4000
PAY006573,M00039,B01,P2,2025-03-09,Renewal,1100
PAY006575,M00177,B01,P1,2025-03-09,Renewal,1500
PAY006569,M04387,B05,P2,2025-03-09,Renewal,1100
PAY006718,M03369,B04,P3,2025-03-10,Renewal,4000
PAY006704,M00252,B01,P3,2025-03-10,Renewal,4000
PAY006674,M03333,B04,P1,2025-03-10,Renewal,1500
PAY006677,M03576,B04,P1,2025-03-10,Renewal,1500
PAY006776,M00524,B01,P1,2025-03-10,Renewal,1500
PAY006748,M03401,B04,P3,2025-03-10,Renewal,4000
PAY006700,M03246,B04,P2,2025-03-10,Renewal,1100
PAY006712,M02508,B03,P1,03/10/2025,Renewal,1500
PAY006805,M03535,B04,P2,2025-03-10,Renewal,1100
PAY006808,M04133,B05,P2,2025-03-10,Renewal,1100
PAY006756,M01265,B02,P1,2025-03-10,Renewal,1500
PAY006755,M00029,B01,P1,2025-03-10,Renewal,1500
PAY006791,M00141,B01,P1,2025-03-10,Renewal,1500
PAY006779,M01385,B02,P5,2025-03-10,Renewal,13500
PAY006691,M01402,B02,P3,2025-03-10,Renewal,4000
PAY006826,M04217,B05,P1,2025-03-10,Renewal,1500
PAY006746,M03307,B04,P1,2025-03-10,Renewal,1500
PAY006739,M02541,B03,P2,03/10/2025,Renewal,1100
PAY006878,M01313,B02,P4,2025-03-10,Renewal,7500
PAY006617,M02540,B03,P1,03/10/2025,Renewal,1500
PAY006519,M01642,B02,P1,2025-03-10,Renewal,1500
PAY006490,M00031,B01,P1,2025-03-10,Renewal,1500
PAY006563,M04320,B05,P1,2025-03-10,Renewal,1500
PAY006577,M00521,B01,P1,2025-03-10,Renewal,1500
PAY006580,M01380,B02,P4,2025-03-10,Renewal,7500
PAY004492,M04492,B05,P1,2025-03-10,New,1500
PAY006599,M02512,B03,P2,03/10/2025,Renewal,1100
PAY006605,M04103,B05,P1,2025-03-10,Renewal,1500
PAY006611,M00303,B01,P2,2025-03-10,Renewal,1100
PAY006864,M01621,B02,P3,2025-03-10,Renewal,4000
PAY006517,M01616,B02,P2,2025-03-10,Renewal,1100
PAY000559,M00559,B01,P1,2025-03-10,New,1500
PAY006869,M02757,B03,P1,03/10/2025,Renewal,1500
PAY006623,M03476,B04,P1,2025-03-10,Renewal,1500
PAY006626,M04035,B05,P1,2025-03-10,Renewal,1500
PAY006516,M01614,B02,P1,2025-03-10,Renewal,1500
PAY003608,M03608,B04,P4,2025-03-10,New,7500
PAY000551,M00551,B01,P2,2025-03-10,New,1100
PAY006875,M04367,B05,P1,2025-03-10,Renewal,1500
PAY006889,M03312,B04,P3,2025-03-10,Renewal,4000
PAY003617,M03617,B04,P3,2025-03-10,New,4000
PAY002785,M02785,B03,P1,03/10/2025,New,1500
PAY000540,M00540,B01,P1,2025-03-10,New,1500
PAY003596,M03596,B04,P4,2025-03-10,New,7500
PAY006870,M03210,B04,P4,2025-03-11,Renewal,7500
PAY006511,M01466,B02,P2,2025-03-11,Renewal,1100
PAY006494,M00203,B01,P1,2025-03-11,Renewal,1500
PAY006491,M00060,B01,P1,2025-03-11,Renewal,1500
PAY002789,M02789,B03,P1,03/11/2025,New,1500
PAY002802,M02802,B03,P1,03/11/2025,New,1500
PAY004477,M04477,B05,P4,2025-03-11,New,7500
PAY006900,M01165,B02,P1,2025-03-11,Renewal,1500
PAY004481,M04481,B05,P3,2025-03-11,New,4000
PAY006742,M02612,B03,P5,03/11/2025,Renewal,13500
PAY004496,M04496,B05,P4,2025-03-11,New,7500
PAY006774,M00338,B01,P1,2025-03-11,Renewal,1500
PAY004508,M04508,B05,P3,2025-03-11,New,4000
PAY000548,M00548,B01,P4,2025-03-11,New,7500
PAY006762,M02489,B03,P1,03/11/2025,Renewal,1500
PAY006752,M04373,B05,P2,2025-03-11,Renewal,1100
PAY006759,M01489,B02,P2,2025-03-11,Renewal,1100
PAY006916,M04272,B05,P2,2025-03-11,Renewal,1100
PAY006733,M01594,B02,P1,2025-03-11,Renewal,1500
PAY003611,M03611,B04,P1,2025-03-11,New,1500
PAY006716,M03170,B04,P3,2025-03-11,Renewal,4000
PAY006678,M04105,B05,P2,2025-03-11,Renewal,1100
PAY006512,M01513,B02,P1,2025-03-11,Renewal,1500
PAY006645,M01655,B02,P1,2025-03-11,Renewal,1500
PAY001792,M01792,B02,P1,2025-03-11,New,1500
PAY001788,M01788,B02,P1,2025-03-11,New,1500
PAY001801,M01801,B02,P4,2025-03-11,New,7500
PAY006850,M03340,B04,P1,2025-03-11,Renewal,1500
PAY006590,M00078,B01,P3,2025-03-11,Renewal,4000
PAY006587,M03264,B04,P1,2025-03-11,Renewal,1500
PAY006665,M01322,B02,P1,2025-03-11,Renewal,1500
PAY006578,M01286,B02,P4,2025-03-11,Renewal,7500
PAY006663,M01256,B02,P2,2025-03-11,Renewal,1100
PAY006541,M03185,B04,P4,2025-03-11,Renewal,7500
PAY006570,M04411,B05,P1,2025-03-11,Renewal,1500
PAY006710,M01730,B02,P1,2025-03-11,Renewal,1500
PAY006583,M01722,B02,P2,2025-03-11,Renewal,1100
PAY001798,M01798,B02,P3,2025-03-12,New,4000
PAY006664,M01276,B02,P1,2025-03-12,Renewal,1500
PAY006782,M01731,B02,P2,2025-03-12,Renewal,1100
PAY001799,M01799,B02,P4,2025-03-12,New,7500
PAY006915,M04266,B05,P1,2025-03-12,Renewal,1500
PAY000530,M00530,B01,P2,2025-03-12,New,1100
PAY006926,M01733,B02,P1,2025-03-12,Renewal,1500
PAY006798,M01284,B02,P1,2025-03-12,Renewal,1500
PAY006824,M04070,B05,P3,2025-03-12,Renewal,4000
PAY006935,M04297,B05,P1,2025-03-12,Renewal,1500
PAY006796,M01168,B02,P1,2025-03-12,Renewal,1500
PAY006910,M03299,B04,P3,2025-03-12,Renewal,4000
PAY006859,M01221,B02,P1,2025-03-12,Renewal,1500
PAY000564,M00564,B01,P1,2025-03-12,New,1500
PAY006676,M03563,B04,P5,2025-03-12,Renewal,13500
PAY006882,M01487,B02,P3,2025-03-12,Renewal,4000
PAY006715,M03156,B04,P2,2025-03-12,Renewal,1100
PAY006648,M03250,B04,P2,2025-03-12,Renewal,1100
PAY006711,M01756,B02,P1,2025-03-12,Renewal,1500
PAY000552,M00552,B01,P2,2025-03-12,New,1100
PAY006644,M01527,B02,P3,2025-03-12,Renewal,4000
PAY006874,M04281,B05,P1,2025-03-12,Renewal,1500
PAY006844,M01760,B02,P1,2025-03-12,Renewal,1500
PAY006619,M02718,B03,P1,03/12/2025,Renewal,1500
PAY000544,M00544,B01,P1,2025-03-12,New,1500
PAY001780,M01780,B02,P4,2025-03-12,New,7500
PAY006836,M00469,B01,P1,2025-03-12,Renewal,1500
PAY006848,M02768,B03,P5,03/12/2025,Renewal,13500
PAY004479,M04479,B05,P3,2025-03-12,New,4000
PAY003588,M03588,B04,P1,2025-03-12,New,1500
PAY006819,M01755,B02,P1,2025-03-13,Renewal,1500
PAY006822,M03380,B04,P3,2025-03-13,Renewal,4000
PAY006823,M03450,B04,P3,2025-03-13,Renewal,4000
PAY006857,M00375,B01,P1,2025-03-13,Renewal,1500
PAY006858,M00462,B01,P2,2025-03-13,Renewal,1100
PAY006660,M00443,B01,P1,2025-03-13,Renewal,1500
PAY006934,M04278,B05,P1,2025-03-13,Renewal,1500
PAY006658,M00409,B01,P1,2025-03-13,Renewal,1500
PAY006653,M04268,B05,P1,2025-03-13,Renewal,1500
PAY006651,M03519,B04,P3,2025-03-13,Renewal,4000
PAY006649,M03295,B04,P1,2025-03-13,Renewal,1500
PAY006647,M03132,B04,P2,2025-03-13,Renewal,1100
PAY006643,M01486,B02,P3,2025-03-13,Renewal,4000
PAY006629,M04267,B05,P3,2025-03-13,Renewal,4000
PAY006620,M02763,B03,P2,03/13/2025,Renewal,1100
PAY006692,M01503,B02,P3,2025-03-13,Renewal,4000
PAY006613,M01298,B02,P1,2025-03-13,Renewal,1500
PAY006604,M04012,B05,P1,2025-03-13,Renewal,1500
PAY006706,M01373,B02,P3,2025-03-13,Renewal,4000
PAY006738,M02502,B03,P4,03/13/2025,Renewal,7500
PAY006661,M00485,B01,P1,2025-03-13,Renewal,1500
PAY006754,M04472,B05,P2,2025-03-13,Renewal,1100
PAY006898,M00477,B01,P1,2025-03-13,Renewal,1500
PAY006899,M00478,B01,P1,2025-03-13,Renewal,1500
PAY006781,M01636,B02,P1,2025-03-13,Renewal,1500
PAY006917,M04347,B05,P3,2025-03-13,Renewal,4000
PAY006807,M04008,B05,P1,2025-03-13,Renewal,1500
PAY004517,M04517,B05,P5,2025-03-13,New,13500
PAY006806,M03988,B05,P4,2025-03-13,Renewal,7500
PAY000553,M00553,B01,P3,2025-03-13,New,4000
PAY001796,M01796,B02,P1,2025-03-13,New,1500
PAY002800,M02800,B03,P3,03/13/2025,New,4000
PAY001790,M01790,B02,P2,2025-03-13,New,1100
PAY003599,M03599,B04,P1,2025-03-13,New,1500
PAY006788,M04343,B05,P3,2025-03-14,Renewal,4000
PAY006790,M00018,B01,P4,2025-03-14,Renewal,7500
PAY006985,M04315,B05,P3,2025-03-14,Renewal,4000
PAY001804,M01804,B02,P1,2025-03-14,New,1500
PAY006669,M01724,B02,P1,2025-03-14,Renewal,1500
PAY006956,M00027,B01,P1,2025-03-14,Renewal,1500
PAY006810,M04334,B05,P1,2025-03-14,Renewal,1500
PAY006811,M00359,B01,P4,2025-03-14,Renewal,7500
PAY006948,M04039,B05,P4,2025-03-14,Renewal,7500
PAY002804,M02804,B03,P4,03/14/2025,New,7500
PAY006837,M01215,B02,P4,2025-03-14,Renewal,7500
PAY006838,M01229,B02,P4,2025-03-14,Renewal,7500
PAY006925,M01658,B02,P1,2025-03-14,Renewal,1500
PAY000542,M00542,B01,P3,2025-03-14,New,4000
PAY000546,M00546,B01,P4,2025-03-14,New,7500
PAY006888,M01772,B02,P1,2025-03-14,Renewal,1500
PAY006641,M01415,B02,P3,2025-03-14,Renewal,4000
PAY006685,M00089,B01,P2,2025-03-14,Renewal,1100
PAY000550,M00550,B01,P1,2025-03-14,New,1500
PAY006631,M04466,B05,P3,2025-03-14,Renewal,4000
PAY006729,M00390,B01,P2,2025-03-14,Renewal,1100
PAY006767,M02666,B03,P3,03/14/2025,Renewal,4000
PAY006777,M01343,B02,P1,2025-03-14,Renewal,1500
PAY006634,M00444,B01,P1,2025-03-14,Renewal,1500
PAY002781,M02781,B03,P2,03/14/2025,New,1100
PAY006770,M04462,B05,P2,2025-03-14,Renewal,1100
PAY006717,M03306,B04,P4,2025-03-14,Renewal,7500
PAY006731,M01196,B02,P1,2025-03-14,Renewal,1500
PAY006773,M00258,B01,P2,2025-03-14,Renewal,1100
PAY003589,M03589,B04,P1,2025-03-14,New,1500
PAY001797,M01797,B02,P3,2025-03-14,New,4000
PAY006930,M03279,B04,P4,2025-03-15,Renewal,7500
PAY000531,M00531,B01,P4,2025-03-15,New,7500
PAY006835,M00407,B01,P1,2025-03-15,Renewal,1500
PAY001776,M01776,B02,P2,2025-03-15,New,1100
PAY006758,M01369,B02,P2,2025-03-15,Renewal,1100
PAY006949,M04163,B05,P1,2025-03-15,Renewal,1500
PAY006820,M02491,B03,P4,03/15/2025,Renewal,7500
PAY006747,M03347,B04,P3,2025-03-15,Renewal,4000
PAY006818,M01604,B02,P1,2025-03-15,Renewal,1500
PAY006656,M00192,B01,P1,2025-03-15,Renewal,1500
PAY006839,M01308,B02,P1,2025-03-15,Renewal,1500
PAY004505,M04505,B05,P1,2025-03-15,New,1500
PAY006905,M01713,B02,P1,2025-03-15,Renewal,1500
PAY006650,M03444,B04,P3,2025-03-15,Renewal,4000
PAY006667,M01573,B02,P1,2025-03-15,Renewal,1500
PAY007005,M03424,B04,P2,2025-03-15,Renewal,1100
