month,branch_id,business_unit,expense_category,amount
2026-03,B03,Bar,Rent,61698.76
2026-03,B03,Bar,Utilities,30056.31
2026-03,B03,Bar,Supplies & Maintenance,13539.77
2026-03,B04,Gym,Staff Salaries,159018.12
2026-03,B04,Gym,Rent,94967.64
2026-03,B04,Gym,Utilities,47669.8
2026-03,B04,Gym,Supplies & Maintenance,24113.72
2026-03,B04,Bar,Staff Salaries,147283.94
2026-03,B04,Bar,Rent,87571.35
2026-03,B04,Bar,Utilities,42671.51
2026-03,B04,Bar,Supplies & Maintenance,19856.41
2026-03,B05,Gym,Staff Salaries,188001.28
2026-03,B05,Gym,Rent,119062.87
2026-03,B05,Gym,Utilities,60642.8
2026-03,B05,Gym,Supplies & Maintenance,27287.93
2026-03,B05,Bar,Staff Salaries,164608.3
2026-03,B05,Bar,Rent,99290.54
2026-03,B05,Bar,Utilities,55132.67
2026-03,B05,Bar,Supplies & Maintenance,22239.23
2026-04,B01,Gym,Staff Salaries,113647.76
2026-04,B01,Gym,Rent,75126.32
2026-04,B01,Gym,Utilities,42234.19
2026-04,B01,Gym,Supplies & Maintenance,18870.65
2026-04,B01,Bar,Staff Salaries,120848.92
2026-04,B01,Bar,Rent,74988.68
2026-04,B01,Bar,Utilities,41698.42
2026-04,B01,Bar,Supplies & Maintenance,18025.36
2026-04,B02,Gym,Staff Salaries,144746.74
2026-04,B02,Gym,Rent,82793.79
2026-04,B02,Gym,Utilities,44760.99
2026-04,B02,Gym,Supplies & Maintenance,19750.46
2026-04,B02,Bar,Staff Salaries,140763.27
2026-04,B02,Bar,Rent,93353.86
2026-04,B02,Bar,Utilities,45199.54
2026-04,B02,Bar,Supplies & Maintenance,20009.22
2026-04,B03,Gym,Staff Salaries,74498.41
2026-04,B03,Gym,Rent,46701.21
2026-04,B03,Gym,Utilities,27779.34
2026-04,B03,Gym,Supplies & Maintenance,11480.18
2026-04,B03,Bar,Staff Salaries,94391.48
2026-04,B03,Bar,Rent,61366.37
2026-04,B03,Bar,Utilities,30209.42
2026-04,B03,Bar,Supplies & Maintenance,13573.64
2026-04,B04,Gym,Staff Salaries,162533.68
2026-04,B04,Gym,Rent,95052.43
2026-04,B04,Gym,Utilities,51240.46
2026-04,B04,Gym,Supplies & Maintenance,21499.34
2026-04,B04,Bar,Staff Salaries,137299.0
2026-04,B04,Bar,Rent,93206.38
2026-04,B04,Bar,Utilities,46092.06
2026-04,B04,Bar,Supplies & Maintenance,20333.62
2026-04,B05,Gym,Staff Salaries,183884.67
2026-04,B05,Gym,Rent,111978.0
2026-04,B05,Gym,Utilities,61252.23
2026-04,B05,Gym,Supplies & Maintenance,27745.89
2026-04,B05,Bar,Staff Salaries,160599.28
2026-04,B05,Bar,Rent,105410.9
2026-04,B05,Bar,Utilities,58311.33
2026-04,B05,Bar,Supplies & Maintenance,24071.06
2026-05,B01,Gym,Staff Salaries,112698.99
2026-05,B01,Gym,Rent,70008.08
2026-05,B01,Gym,Utilities,37929.84
2026-05,B01,Gym,Supplies & Maintenance,18049.95
2026-05,B01,Bar,Staff Salaries,117903.47
2026-05,B01,Bar,Rent,70720.81
2026-05,B01,Bar,Utilities,41621.42
2026-05,B01,Bar,Supplies & Maintenance,17170.02
2026-05,B02,Gym,Staff Salaries,140182.67
2026-05,B02,Gym,Rent,85554.49
2026-05,B02,Gym,Utilities,48763.28
2026-05,B02,Gym,Supplies & Maintenance,20474.77
2026-05,B02,Bar,Staff Salaries,137373.82
2026-05,B02,Bar,Rent,92848.31
2026-05,B02,Bar,Utilities,44446.85
2026-05,B02,Bar,Supplies & Maintenance,20488.52
2026-05,B03,Gym,Staff Salaries,73734.64
2026-05,B03,Gym,Rent,47076.83
2026-05,B03,Gym,Utilities,25953.87
2026-05,B03,Gym,Supplies & Maintenance,11042.95
2026-05,B03,Bar,Staff Salaries,97807.53
2026-05,B03,Bar,Rent,57168.84
2026-05,B03,Bar,Utilities,32867.94
2026-05,B03,Bar,Supplies & Maintenance,13722.07
2026-05,B04,Gym,Staff Salaries,161471.02
2026-05,B04,Gym,Rent,101210.14
2026-05,B04,Gym,Utilities,53000.88
2026-05,B04,Gym,Supplies & Maintenance,22357.66
2026-05,B04,Bar,Staff Salaries,145339.73
2026-05,B04,Bar,Rent,88466.83
2026-05,B04,Bar,Utilities,47645.2
2026-05,B04,Bar,Supplies & Maintenance,19647.61
2026-05,B05,Gym,Staff Salaries,179560.29
2026-05,B05,Gym,Rent,110190.71
2026-05,B05,Gym,Utilities,61466.38
2026-05,B05,Gym,Supplies & Maintenance,27181.79
2026-05,B05,Bar,Staff Salaries,189287.26
2026-05,B05,Bar,Rent,110925.09
2026-05,B05,Bar,Utilities,56078.31
2026-05,B05,Bar,Supplies & Maintenance,26010.2
2026-06,B01,Gym,Staff Salaries,129808.78
2026-06,B01,Gym,Rent,75734.87
2026-06,B01,Gym,Utilities,37802.89
2026-06,B01,Gym,Supplies & Maintenance,16030.21
2026-06,B01,Bar,Staff Salaries,112672.79
2026-06,B01,Bar,Rent,76474.07
2026-06,B01,Bar,Utilities,35820.25
2026-06,B01,Bar,Supplies & Maintenance,17371.61
2026-06,B02,Gym,Staff Salaries,144864.45
2026-06,B02,Gym,Rent,89178.76
2026-06,B02,Gym,Utilities,43164.59
2026-06,B02,Gym,Supplies & Maintenance,19328.6
2026-06,B02,Bar,Staff Salaries,135998.56
2026-06,B02,Bar,Rent,84736.55
2026-06,B02,Bar,Utilities,43269.05
2026-06,B02,Bar,Supplies & Maintenance,21270.21
2026-06,B03,Gym,Staff Salaries,80919.6
2026-06,B03,Gym,Rent,50739.38
2026-06,B03,Gym,Utilities,23316.29
2026-06,B03,Gym,Supplies & Maintenance,11767.75
2026-06,B03,Bar,Staff Salaries,104281.6
2026-06,B03,Bar,Rent,60519.55
2026-06,B03,Bar,Utilities,29920.54
2026-06,B03,Bar,Supplies & Maintenance,14970.48
2026-06,B04,Gym,Staff Salaries,171350.63
2026-06,B04,Gym,Rent,101412.69
2026-06,B04,Gym,Utilities,47276.29
2026-06,B04,Gym,Supplies & Maintenance,22454.9
2026-06,B04,Bar,Staff Salaries,133961.32
2026-06,B04,Bar,Rent,82284.36
2026-06,B04,Bar,Utilities,44330.27
2026-06,B04,Bar,Supplies & Maintenance,19770.38
2026-06,B05,Gym,Staff Salaries,171000.13
2026-06,B05,Gym,Rent,119121.44
2026-06,B05,Gym,Utilities,57826.98
2026-06,B05,Gym,Supplies & Maintenance,26582.47
2026-06,B05,Bar,Staff Salaries,173891.77
2026-06,B05,Bar,Rent,105855.39
2026-06,B05,Bar,Utilities,51760.21
2026-06,B05,Bar,Supplies & Maintenance,23638.21
